number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,params_selector__k,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_top_k_features,user_attrs_use_PCA,state
0,-0.0006794293588033851,2025-12-08 19:10:03.712037,2025-12-08 19:10:11.568768,0 days 00:00:07.856731,0.7051383291030899,0.07444273076934368,11,52,2383,85,1.6559273440886724,11.406781577643647,0.5763646322886526,88,extensive,final,lgbm,,88,False,COMPLETE
1,-0.0006794293588033851,2025-12-08 19:10:11.568768,2025-12-08 19:10:15.819258,0 days 00:00:04.250490,0.7868276844517166,0.005039766587746451,8,100,2839,102,1.8255518462940246,4.233631824552346,0.8946657577488322,66,extensive,final,lgbm,,66,False,COMPLETE
2,-0.021839757275176397,2025-12-08 19:10:15.819258,2025-12-08 19:10:24.443897,0 days 00:00:08.624639,0.5674157338174114,0.034763508111792386,9,12,1349,102,0.4503286958686248,0.4908857899908908,0.6858467481628501,94,extensive,final,lgbm,,94,False,COMPLETE
