number,value,datetime_start,datetime_complete,duration,params_enet_alpha,params_enet_l1_ratio,params_selector__k,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_top_k_features,user_attrs_use_PCA,state
0,-0.3020460240499746,2025-12-08 19:09:52.432009,2025-12-08 19:09:54.911994,0 days 00:00:02.479985,4.805760684802837e-05,0.6572186248999657,32,extensive,final,elastic,,32,False,COMPLETE
1,-0.5128971701702065,2025-12-08 19:09:54.911994,2025-12-08 19:10:00.208747,0 days 00:00:05.296753,1.230300330954403e-05,0.4553564665647699,80,extensive,final,elastic,,80,False,COMPLETE
2,-0.0006794293566321219,2025-12-08 19:10:00.208747,2025-12-08 19:10:03.712037,0 days 00:00:03.503290,0.01476558750924257,0.6148100363158041,60,extensive,final,elastic,,60,False,COMPLETE
