number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,params_selector__k,user_attrs_feature_level,user_attrs_top_k_features,state
165,1.5417115113399344e-05,2025-12-07 02:08:09.043723,2025-12-07 02:08:10.468595,0 days 00:00:01.424872,0.0006071314620391886,81,extensive,81,COMPLETE
166,-0.008282948395881062,2025-12-07 02:08:10.469598,2025-12-07 02:08:11.898031,0 days 00:00:01.428433,0.0003200928968966188,129,extensive,129,COMPLETE
167,-0.00027929463576374197,2025-12-07 02:08:11.899033,2025-12-07 02:08:13.347956,0 days 00:00:01.448923,0.0004843624258640012,120,extensive,120,COMPLETE
168,-0.0016559721242364045,2025-12-07 02:08:13.348958,2025-12-07 02:08:14.818322,0 days 00:00:01.469364,0.0011241349938084719,168,extensive,168,COMPLETE
169,-0.0007421025281818538,2025-12-07 02:08:14.818322,2025-12-07 02:08:16.281940,0 days 00:00:01.463618,0.0007684903725422669,103,extensive,103,COMPLETE
170,-0.0002568545562591599,2025-12-07 02:08:16.282947,2025-12-07 02:08:17.717290,0 days 00:00:01.434343,0.0006546444252611127,54,extensive,54,COMPLETE
171,-0.0005072738163433751,2025-12-07 02:08:17.718293,2025-12-07 02:08:19.166523,0 days 00:00:01.448230,0.0004834369256872253,99,extensive,99,COMPLETE
172,0.0003350677004923715,2025-12-07 02:08:19.167526,2025-12-07 02:08:20.627458,0 days 00:00:01.459932,0.0005383382866931181,88,extensive,88,COMPLETE
173,-0.003982769469238552,2025-12-07 02:08:20.628458,2025-12-07 02:08:22.046301,0 days 00:00:01.417843,0.00037223778492167945,79,extensive,79,COMPLETE
174,-0.001090202355070809,2025-12-07 02:08:22.046301,2025-12-07 02:08:23.508164,0 days 00:00:01.461863,0.0008687601463218885,89,extensive,89,COMPLETE
175,0.0003487975348847779,2025-12-07 02:08:23.509167,2025-12-07 02:08:24.925265,0 days 00:00:01.416098,0.0005604190872305211,111,extensive,111,COMPLETE
176,-0.010046233291471548,2025-12-07 02:08:24.925265,2025-12-07 02:08:26.350656,0 days 00:00:01.425391,0.0003031595143225498,115,extensive,115,COMPLETE
177,4.698666506249468e-05,2025-12-07 02:08:26.352351,2025-12-07 02:08:27.790587,0 days 00:00:01.438236,0.000607644998232771,143,extensive,143,COMPLETE
178,-0.0016559721242364045,2025-12-07 02:08:27.791587,2025-12-07 02:08:29.218488,0 days 00:00:01.426901,9.67028693748875,110,extensive,110,COMPLETE
179,-0.0018304043144592812,2025-12-07 02:08:29.219491,2025-12-07 02:08:30.639594,0 days 00:00:01.420103,0.0004311781455494232,129,extensive,129,COMPLETE
180,-0.03129578431941493,2025-12-07 02:08:30.640597,2025-12-07 02:08:32.091089,0 days 00:00:01.450492,0.0002109364198464726,155,extensive,155,COMPLETE
181,-0.0004844662651128928,2025-12-07 02:08:32.092076,2025-12-07 02:08:33.498113,0 days 00:00:01.406037,0.0004992728975511147,68,extensive,68,COMPLETE
182,-0.0003477681467245475,2025-12-07 02:08:33.501112,2025-12-07 02:08:34.918156,0 days 00:00:01.417044,0.0006771328150477017,96,extensive,96,COMPLETE
183,0.0002818388074111722,2025-12-07 02:08:34.919156,2025-12-07 02:08:36.361579,0 days 00:00:01.442423,0.0005515895486042938,87,extensive,87,COMPLETE
184,-0.0008230344988052382,2025-12-07 02:08:36.362579,2025-12-07 02:08:37.824158,0 days 00:00:01.461579,0.0008025539230890088,107,extensive,107,COMPLETE
185,0.00030502850341932824,2025-12-07 02:08:37.824158,2025-12-07 02:08:39.261615,0 days 00:00:01.437457,0.0005695189214100472,119,extensive,119,COMPLETE
186,-0.003305878417327176,2025-12-07 02:08:39.263618,2025-12-07 02:08:40.704198,0 days 00:00:01.440580,0.00039194165954080796,122,extensive,122,COMPLETE
187,-0.001413726081275657,2025-12-07 02:08:40.705201,2025-12-07 02:08:42.177771,0 days 00:00:01.472570,0.000982655247548587,136,extensive,136,COMPLETE
188,-0.012847747201232385,2025-12-07 02:08:42.179779,2025-12-07 02:08:43.676180,0 days 00:00:01.496401,0.00027829509539378767,87,extensive,87,COMPLETE
189,-0.000748184255904912,2025-12-07 02:08:43.677182,2025-12-07 02:08:45.147137,0 days 00:00:01.469955,0.0007554428939757752,118,extensive,118,COMPLETE
190,-0.0006162511557064413,2025-12-07 02:08:45.148137,2025-12-07 02:08:46.570104,0 days 00:00:01.421967,0.0004703631064336343,112,extensive,112,COMPLETE
191,0.0001931539056087006,2025-12-07 02:08:46.571609,2025-12-07 02:08:47.978663,0 days 00:00:01.407054,0.0005742556601138045,94,extensive,94,COMPLETE
192,6.924457042930172e-05,2025-12-07 02:08:47.980166,2025-12-07 02:08:49.383403,0 days 00:00:01.403237,0.0005987020949310865,99,extensive,99,COMPLETE
193,-0.005388063170575386,2025-12-07 02:08:49.383910,2025-12-07 02:08:50.792118,0 days 00:00:01.408208,0.0003528968104116912,106,extensive,106,COMPLETE
194,9.020337039300497e-05,2025-12-07 02:08:50.795118,2025-12-07 02:08:52.216902,0 days 00:00:01.421784,0.000502848450625105,127,extensive,127,COMPLETE
195,-0.0016559721242364045,2025-12-07 02:08:52.217901,2025-12-07 02:08:53.634518,0 days 00:00:01.416617,0.03190835756753903,83,extensive,83,COMPLETE
196,-0.0003926987396639288,2025-12-07 02:08:53.635020,2025-12-07 02:08:55.050821,0 days 00:00:01.415801,0.0006867773465993849,74,extensive,74,COMPLETE
197,-0.0020792061621948132,2025-12-07 02:08:55.051858,2025-12-07 02:08:56.462175,0 days 00:00:01.410317,0.00042369360951345647,142,extensive,142,COMPLETE
198,-0.0016559721242364045,2025-12-07 02:08:56.462175,2025-12-07 02:08:57.875107,0 days 00:00:01.412932,0.0014311815215970088,115,extensive,115,COMPLETE
199,-0.0013341476140441195,2025-12-07 02:08:57.875613,2025-12-07 02:08:59.304150,0 days 00:00:01.428537,0.000947757745185542,101,extensive,101,COMPLETE
200,0.00033342622572973823,2025-12-07 02:08:59.305153,2025-12-07 02:09:00.856469,0 days 00:00:01.551316,0.0005637634987548948,127,extensive,127,COMPLETE
201,0.00029651950073972255,2025-12-07 02:09:00.857472,2025-12-07 02:09:02.411810,0 days 00:00:01.554338,0.0005711534440682737,124,extensive,124,COMPLETE
202,-0.0004100007307339393,2025-12-07 02:09:02.412813,2025-12-07 02:09:04.055490,0 days 00:00:01.642677,0.0006903004232948555,130,extensive,130,COMPLETE
203,-0.001760749930583394,2025-12-07 02:09:04.056493,2025-12-07 02:09:05.618321,0 days 00:00:01.561828,0.00043333798150040656,124,extensive,124,COMPLETE
204,0.00036338568160472945,2025-12-07 02:09:05.619324,2025-12-07 02:09:07.135755,0 days 00:00:01.516431,0.0005569493411441368,146,extensive,146,COMPLETE
205,-0.007929934906083328,2025-12-07 02:09:07.136760,2025-12-07 02:09:08.616604,0 days 00:00:01.479844,0.0003252273287954045,156,extensive,156,COMPLETE
206,-0.0008868776656994667,2025-12-07 02:09:08.617608,2025-12-07 02:09:10.058538,0 days 00:00:01.440930,0.0008196335632725862,145,extensive,145,COMPLETE
207,0.0004758759422902603,2025-12-07 02:09:10.059544,2025-12-07 02:09:11.480152,0 days 00:00:01.420608,0.000540344164739958,135,extensive,135,COMPLETE
208,-0.0003365277172917569,2025-12-07 02:09:11.481154,2025-12-07 02:09:12.934423,0 days 00:00:01.453269,0.000674592670521555,132,extensive,132,COMPLETE
209,-0.0016559721242364045,2025-12-07 02:09:12.934423,2025-12-07 02:09:14.408804,0 days 00:00:01.474381,0.008201449991142681,138,extensive,138,COMPLETE
210,-0.0016559721242364045,2025-12-07 02:09:14.409812,2025-12-07 02:09:15.828982,0 days 00:00:01.419170,0.0011395362095919252,150,extensive,150,COMPLETE
211,0.00042788390506764973,2025-12-07 02:09:15.829986,2025-12-07 02:09:17.297543,0 days 00:00:01.467557,0.0005326440587507161,117,extensive,117,COMPLETE
212,0.00042106722212361297,2025-12-07 02:09:17.299544,2025-12-07 02:09:18.810241,0 days 00:00:01.510697,0.0005318852058358716,124,extensive,124,COMPLETE
213,-0.001839538806771716,2025-12-07 02:09:18.811250,2025-12-07 02:09:20.249370,0 days 00:00:01.438120,0.000430898377242612,122,extensive,122,COMPLETE
214,-0.0052990638108524335,2025-12-07 02:09:20.249370,2025-12-07 02:09:21.764541,0 days 00:00:01.515171,0.0003539606116663886,139,extensive,139,COMPLETE
215,0.00023965490094994082,2025-12-07 02:09:21.765546,2025-12-07 02:09:23.260938,0 days 00:00:01.495392,0.0005813121978279935,120,extensive,120,COMPLETE
216,-0.0007574039841654242,2025-12-07 02:09:23.261943,2025-12-07 02:09:24.743575,0 days 00:00:01.481632,0.0007839181149011928,134,extensive,134,COMPLETE
217,-0.0009733894091522218,2025-12-07 02:09:24.744579,2025-12-07 02:09:26.246988,0 days 00:00:01.502409,0.0004567114781113543,230,extensive,230,COMPLETE
218,-0.00039802422230002704,2025-12-07 02:09:26.246988,2025-12-07 02:09:27.731942,0 days 00:00:01.484954,0.0006878721108152869,112,extensive,112,COMPLETE
219,0.00027169465977927576,2025-12-07 02:09:27.732945,2025-12-07 02:09:29.282840,0 days 00:00:01.549895,0.0005151151009947552,161,extensive,161,COMPLETE
220,-0.004047196416273491,2025-12-07 02:09:29.283844,2025-12-07 02:09:30.673780,0 days 00:00:01.389936,0.00037580961453288135,125,extensive,125,COMPLETE
221,0.0003636201682268118,2025-12-07 02:09:30.674878,2025-12-07 02:09:32.167164,0 days 00:00:01.492286,0.0005568918169706973,116,extensive,116,COMPLETE
222,0.00019290696626953854,2025-12-07 02:09:32.168168,2025-12-07 02:09:33.665229,0 days 00:00:01.497061,0.0005885018882349833,112,extensive,112,COMPLETE
223,-0.0016559721242364045,2025-12-07 02:09:33.666229,2025-12-07 02:09:35.146617,0 days 00:00:01.480388,0.07899893296889243,129,extensive,129,COMPLETE
224,-0.0012108098943297192,2025-12-07 02:09:35.147619,2025-12-07 02:09:36.497239,0 days 00:00:01.349620,0.00045014003399699686,149,extensive,149,COMPLETE
225,-0.0012319774052085286,2025-12-07 02:09:36.498239,2025-12-07 02:09:38.006361,0 days 00:00:01.508122,0.0008996246363861047,114,extensive,114,COMPLETE
226,-0.000306267424920903,2025-12-07 02:09:38.007364,2025-12-07 02:09:39.463361,0 days 00:00:01.455997,0.0006674551711628534,121,extensive,121,COMPLETE
227,0.00038528995558147666,2025-12-07 02:09:39.464366,2025-12-07 02:09:40.881962,0 days 00:00:01.417596,0.0005272269714181932,137,extensive,137,COMPLETE
228,-0.023432988470959575,2025-12-07 02:09:40.882967,2025-12-07 02:09:42.380971,0 days 00:00:01.498004,0.00028450751760376603,271,extensive,271,COMPLETE
229,-0.0030570047818649915,2025-12-07 02:09:42.381975,2025-12-07 02:09:43.882037,0 days 00:00:01.500062,0.00039786207361268145,138,extensive,138,COMPLETE
230,-0.0007498111226965642,2025-12-07 02:09:43.883036,2025-12-07 02:09:45.387488,0 days 00:00:01.504452,0.0007530222378685685,130,extensive,130,COMPLETE
231,0.00048130407344959547,2025-12-07 02:09:45.388491,2025-12-07 02:09:46.816217,0 days 00:00:01.427726,0.0005394980832170571,107,extensive,107,COMPLETE
232,0.0003491171331685046,2025-12-07 02:09:46.816217,2025-12-07 02:09:48.292728,0 days 00:00:01.476511,0.0005603455573924892,119,extensive,119,COMPLETE
233,0.0004044889988910801,2025-12-07 02:09:48.293727,2025-12-07 02:09:49.783955,0 days 00:00:01.490228,0.000529773056071781,175,extensive,175,COMPLETE
234,-0.0009682913681696714,2025-12-07 02:09:49.784956,2025-12-07 02:09:51.232170,0 days 00:00:01.447214,0.00045785071680383714,151,extensive,151,COMPLETE
235,0.0004622547247461843,2025-12-07 02:09:51.233173,2025-12-07 02:09:52.753575,0 days 00:00:01.520402,0.000536648117703224,182,extensive,182,COMPLETE
236,-0.005727239803809773,2025-12-07 02:09:52.754578,2025-12-07 02:09:54.263880,0 days 00:00:01.509302,0.0003547327618726563,212,extensive,212,COMPLETE
237,-0.00043882732948245334,2025-12-07 02:09:54.264388,2025-12-07 02:09:55.737378,0 days 00:00:01.472990,0.00047736250204188024,144,extensive,144,COMPLETE
238,-0.00056315917731146,2025-12-07 02:09:55.738382,2025-12-07 02:09:57.197770,0 days 00:00:01.459388,0.0007180906534418443,178,extensive,178,COMPLETE
239,3.358737290152606e-05,2025-12-07 02:09:57.198774,2025-12-07 02:09:58.661988,0 days 00:00:01.463214,0.0006092362807064088,171,extensive,171,COMPLETE
240,-0.0010547778770283827,2025-12-07 02:09:58.662993,2025-12-07 02:10:00.106151,0 days 00:00:01.443158,0.0008606858756607607,161,extensive,161,COMPLETE
241,0.00044231110644728694,2025-12-07 02:10:00.108150,2025-12-07 02:10:01.542283,0 days 00:00:01.434133,0.0005342681262310905,202,extensive,202,COMPLETE
242,-0.00016703837058903068,2025-12-07 02:10:01.543340,2025-12-07 02:10:03.006251,0 days 00:00:01.462911,0.0004896978372503125,193,extensive,193,COMPLETE
243,-0.0033615800750038303,2025-12-07 02:10:03.008255,2025-12-07 02:10:04.473666,0 days 00:00:01.465411,0.0004011582081761823,220,extensive,220,COMPLETE
244,-7.016834063444666e-05,2025-12-07 02:10:04.474670,2025-12-07 02:10:05.927012,0 days 00:00:01.452342,0.0006213867428523737,172,extensive,172,COMPLETE
245,0.00021965308734898473,2025-12-07 02:10:05.927012,2025-12-07 02:10:07.359848,0 days 00:00:01.432836,0.0005109837575721749,191,extensive,191,COMPLETE
246,-0.0016559721242364045,2025-12-07 02:10:07.360858,2025-12-07 02:10:08.786218,0 days 00:00:01.425360,0.014157474636817312,185,extensive,185,COMPLETE
247,-0.008102322367351977,2025-12-07 02:10:08.786218,2025-12-07 02:10:10.224897,0 days 00:00:01.438679,0.00033020005628301173,200,extensive,200,COMPLETE
248,-0.0005173760906902469,2025-12-07 02:10:10.226406,2025-12-07 02:10:11.689966,0 days 00:00:01.463560,0.0007072685368582811,249,extensive,249,COMPLETE
249,-0.0016559721242364045,2025-12-07 02:10:11.690965,2025-12-07 02:10:13.102052,0 days 00:00:01.411087,0.2079416105272174,110,extensive,110,COMPLETE
250,-0.0009142799960827711,2025-12-07 02:10:13.105656,2025-12-07 02:10:14.556540,0 days 00:00:01.450884,0.000459678226849643,137,extensive,137,COMPLETE
251,-0.00010208042790064524,2025-12-07 02:10:14.557713,2025-12-07 02:10:16.017562,0 days 00:00:01.459849,0.0006263856202390915,164,extensive,164,COMPLETE
252,-0.0011098622772574747,2025-12-07 02:10:16.018563,2025-12-07 02:10:17.609724,0 days 00:00:01.591161,0.0008731653548273553,107,extensive,107,COMPLETE
253,-0.0034390956424254306,2025-12-07 02:10:17.610730,2025-12-07 02:10:19.106600,0 days 00:00:01.495870,0.00039539819260878557,199,extensive,199,COMPLETE
254,0.00045879269833433894,2025-12-07 02:10:19.106600,2025-12-07 02:10:20.619449,0 days 00:00:01.512849,0.0005362214578572972,131,extensive,131,COMPLETE
255,0.0004422129051427544,2025-12-07 02:10:20.620454,2025-12-07 02:10:22.110384,0 days 00:00:01.489930,0.0005342568204055973,144,extensive,144,COMPLETE
256,0.00048191066865147886,2025-12-07 02:10:22.111381,2025-12-07 02:10:23.573742,0 days 00:00:01.462361,0.0005394030249454191,152,extensive,152,COMPLETE
257,-0.0016559721242364045,2025-12-07 02:10:23.574748,2025-12-07 02:10:25.041756,0 days 00:00:01.467008,1.1704234008187284,143,extensive,143,COMPLETE
258,0.00028443105551959985,2025-12-07 02:10:25.042760,2025-12-07 02:10:26.473212,0 days 00:00:01.430452,0.0005162754922451634,153,extensive,153,COMPLETE
259,-0.009335689400715016,2025-12-07 02:10:26.474217,2025-12-07 02:10:27.891509,0 days 00:00:01.417292,0.00031154692036598135,153,extensive,153,COMPLETE
260,-0.00014010101257233565,2025-12-07 02:10:27.892509,2025-12-07 02:10:29.309940,0 days 00:00:01.417431,0.0006332572926485918,137,extensive,137,COMPLETE
261,-0.0028215003163838404,2025-12-07 02:10:29.310947,2025-12-07 02:10:30.769807,0 days 00:00:01.458860,0.00040369810638402634,146,extensive,146,COMPLETE
262,-0.001545393407416255,2025-12-07 02:10:30.770811,2025-12-07 02:10:32.195892,0 days 00:00:01.425081,0.0010364246320964856,171,extensive,171,COMPLETE
263,-0.0006503132058676883,2025-12-07 02:10:32.196889,2025-12-07 02:10:33.680096,0 days 00:00:01.483207,0.0007319055774816871,160,extensive,160,COMPLETE
264,-0.00035693225644783944,2025-12-07 02:10:33.681601,2025-12-07 02:10:35.169126,0 days 00:00:01.487525,0.00048087322711849387,131,extensive,131,COMPLETE
265,-0.0008285643835098296,2025-12-07 02:10:35.170109,2025-12-07 02:10:36.602226,0 days 00:00:01.432117,0.0008040715568815584,131,extensive,131,COMPLETE
266,0.00040923626081664405,2025-12-07 02:10:36.603736,2025-12-07 02:10:38.051696,0 days 00:00:01.447960,0.0005503057054605972,118,extensive,118,COMPLETE
267,-0.0026216622958287936,2025-12-07 02:10:38.052692,2025-12-07 02:10:39.515448,0 days 00:00:01.462756,0.0004087849815104457,182,extensive,182,COMPLETE
268,-0.013941712773216505,2025-12-07 02:10:39.516712,2025-12-07 02:10:40.927908,0 days 00:00:01.411196,0.00027436907887478003,120,extensive,120,COMPLETE
269,0.0002842651580356644,2025-12-07 02:10:40.927908,2025-12-07 02:10:42.436859,0 days 00:00:01.508951,0.0005734498993642986,142,extensive,142,COMPLETE
270,-0.0043348158579152125,2025-12-07 02:10:42.437869,2025-12-07 02:10:43.898649,0 days 00:00:01.460780,0.00036995450530058065,127,extensive,127,COMPLETE
271,-0.0006010472806342962,2025-12-07 02:10:43.899647,2025-12-07 02:10:45.371497,0 days 00:00:01.471850,0.0007242395716244357,156,extensive,156,COMPLETE
272,-1.7815082829386597e-05,2025-12-07 02:10:45.371497,2025-12-07 02:10:46.837052,0 days 00:00:01.465555,0.0004972973581957956,136,extensive,136,COMPLETE
273,6.855580703442794e-05,2025-12-07 02:10:46.839071,2025-12-07 02:10:48.344921,0 days 00:00:01.505850,0.0006050461711630987,117,extensive,117,COMPLETE
274,-0.0015571704464879914,2025-12-07 02:10:48.345919,2025-12-07 02:10:49.772928,0 days 00:00:01.427009,0.0010410257626767702,149,extensive,149,COMPLETE
275,-0.0016559721242364045,2025-12-07 02:10:49.776076,2025-12-07 02:10:51.100018,0 days 00:00:01.323942,0.004913508880674945,166,extensive,166,COMPLETE
276,-0.0015786340642807521,2025-12-07 02:10:51.101017,2025-12-07 02:10:52.568021,0 days 00:00:01.467004,0.0004387189719613198,121,extensive,121,COMPLETE
277,-0.008565284162616371,2025-12-07 02:10:52.569027,2025-12-07 02:10:53.983194,0 days 00:00:01.414167,0.00031708990943537396,131,extensive,131,COMPLETE
278,-0.0008379878308173438,2025-12-07 02:10:53.984202,2025-12-07 02:10:55.390552,0 days 00:00:01.406350,0.0008066403078462027,146,extensive,146,COMPLETE
279,0.0004456010691558099,2025-12-07 02:10:55.391559,2025-12-07 02:10:56.808066,0 days 00:00:01.416507,0.000534649070121847,111,extensive,111,COMPLETE
280,-0.0012999958506414444,2025-12-07 02:10:56.809072,2025-12-07 02:10:58.242910,0 days 00:00:01.433838,0.0004546782803330914,98,extensive,98,COMPLETE
281,-0.0216010572651939,2025-12-07 02:10:58.242910,2025-12-07 02:10:59.836467,0 days 00:00:01.593557,0.000233943809034682,109,extensive,109,COMPLETE
282,-0.00031504205439662297,2025-12-07 02:10:59.837475,2025-12-07 02:11:01.477550,0 days 00:00:01.640075,0.0006695729044627176,111,extensive,111,COMPLETE
283,-0.003532738814864822,2025-12-07 02:11:01.478554,2025-12-07 02:11:02.975072,0 days 00:00:01.496518,0.00038680402163039076,174,extensive,174,COMPLETE
284,0.00041029177073189277,2025-12-07 02:11:02.976073,2025-12-07 02:11:04.502778,0 days 00:00:01.526705,0.0005501561378500019,118,extensive,118,COMPLETE
285,-0.0012717740827989192,2025-12-07 02:11:04.502778,2025-12-07 02:11:06.034208,0 days 00:00:01.531430,0.0009188705564691154,120,extensive,120,COMPLETE
286,-0.0004781251267190756,2025-12-07 02:11:06.035211,2025-12-07 02:11:07.633002,0 days 00:00:01.597791,0.0007033303076019193,137,extensive,137,COMPLETE
287,-0.006246650961809652,2025-12-07 02:11:07.634002,2025-12-07 02:11:09.188301,0 days 00:00:01.554299,0.000342901573257744,115,extensive,115,COMPLETE
288,0.0003105259273830467,2025-12-07 02:11:09.189672,2025-12-07 02:11:10.713619,0 days 00:00:01.523947,0.0005188211483108219,103,extensive,103,COMPLETE
289,4.4341429286739085e-05,2025-12-07 02:11:10.715327,2025-12-07 02:11:12.332118,0 days 00:00:01.616791,0.0006079605219463952,128,extensive,128,COMPLETE
290,-0.00143070122690984,2025-12-07 02:11:12.332118,2025-12-07 02:11:13.836792,0 days 00:00:01.504674,0.00044323146892698935,143,extensive,143,COMPLETE
291,-0.0010282821793650883,2025-12-07 02:11:13.837791,2025-12-07 02:11:15.310410,0 days 00:00:01.472619,0.000854525734767799,158,extensive,158,COMPLETE
292,-0.0016559721242364045,2025-12-07 02:11:15.312413,2025-12-07 02:11:16.731456,0 days 00:00:01.419043,0.0012631359154650949,119,extensive,119,COMPLETE
293,0.00023158918962022193,2025-12-07 02:11:16.732962,2025-12-07 02:11:18.251726,0 days 00:00:01.518764,0.0005119018318573249,131,extensive,131,COMPLETE
294,-0.007461231525472141,2025-12-07 02:11:18.251726,2025-12-07 02:11:19.713500,0 days 00:00:01.461774,0.00032895885260494646,110,extensive,110,COMPLETE
295,-0.00022561279909316667,2025-12-07 02:11:19.714505,2025-12-07 02:11:21.268854,0 days 00:00:01.554349,0.0006493392355311805,103,extensive,103,COMPLETE
296,-0.00246558221331894,2025-12-07 02:11:21.269859,2025-12-07 02:11:22.796893,0 days 00:00:01.527034,0.0004128757369852877,122,extensive,122,COMPLETE
297,-0.0007208830209014158,2025-12-07 02:11:22.797893,2025-12-07 02:11:24.291621,0 days 00:00:01.493728,0.0007423245810630109,136,extensive,136,COMPLETE
298,-0.016083570790028645,2025-12-07 02:11:24.292624,2025-12-07 02:11:25.766501,0 days 00:00:01.473877,0.0002696722705456814,185,extensive,185,COMPLETE
299,0.00042597274485959663,2025-12-07 02:11:25.767501,2025-12-07 02:11:27.228796,0 days 00:00:01.461295,0.0005324345089208561,147,extensive,147,COMPLETE
