number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,params_selector__k,user_attrs_feature_level,user_attrs_top_k_features,state
107,-0.0009641292784453211,2025-12-07 02:23:28.060343,2025-12-07 02:23:30.074376,0 days 00:00:02.014033,0.9412403136317903,0.09537602489885401,6,22,3461,127,1.1955327408333642,0.3842587865468452,0.5307129992640554,74,extensive,74,COMPLETE
108,-0.0003229495599608538,2025-12-07 02:23:30.075381,2025-12-07 02:23:31.748437,0 days 00:00:01.673056,0.8851854136350391,0.073029867017655,5,20,346,121,0.7595289810617081,0.217281736368141,0.5214713113319258,118,extensive,118,COMPLETE
109,-0.004156330257177654,2025-12-07 02:23:31.749441,2025-12-07 02:23:33.688732,0 days 00:00:01.939291,0.8631317338504126,0.07575051874167339,5,12,296,117,0.7532796045961084,0.482298650528191,0.5163696334727294,222,extensive,222,COMPLETE
110,-0.0001381921413455093,2025-12-07 02:23:33.689808,2025-12-07 02:23:35.565020,0 days 00:00:01.875212,0.8897435495611947,0.021120538286595374,4,20,676,121,0.8228087521298674,0.3048268245824136,0.556306902589585,114,extensive,114,COMPLETE
111,-0.0028382436612489257,2025-12-07 02:23:35.566024,2025-12-07 02:23:37.495721,0 days 00:00:01.929697,0.8873333043842202,0.021740734667261927,4,20,788,121,0.813307000809256,0.3176999362854254,0.5448086867538453,141,extensive,141,COMPLETE
112,-0.006817890856113766,2025-12-07 02:23:37.496721,2025-12-07 02:23:39.410447,0 days 00:00:01.913726,0.8737481117662502,0.02138047955869169,4,14,688,123,0.44841149770915534,0.2076412216404674,0.6958984639499841,120,extensive,120,COMPLETE
113,-0.003369945002536845,2025-12-07 02:23:39.411446,2025-12-07 02:23:41.232677,0 days 00:00:01.821231,0.8504048156669576,0.029739661866966624,5,16,506,125,0.610871942747941,0.36455585655736117,0.560761560895894,127,extensive,127,COMPLETE
114,-0.00034306651786171943,2025-12-07 02:23:41.234681,2025-12-07 02:23:43.044755,0 days 00:00:01.810074,0.8982663346126671,0.02032976974523026,4,24,351,119,0.9259164117141527,0.25706517402863255,0.5234545556224474,110,extensive,110,COMPLETE
115,-0.0020108810062006897,2025-12-07 02:23:43.045760,2025-12-07 02:23:44.757743,0 days 00:00:01.711983,0.8974692278044706,0.018338381718637387,3,28,350,119,0.6864017123096859,0.29635381105005687,0.505913547086804,110,extensive,110,COMPLETE
116,-0.03038957143999177,2025-12-07 02:23:44.759743,2025-12-07 02:23:46.894976,0 days 00:00:02.135233,0.8811110781562631,0.014393600115019726,4,23,592,113,0.31785962910417354,0.4386219460726766,0.522060178888775,92,extensive,92,COMPLETE
117,-0.002894061462299017,2025-12-07 02:23:46.896984,2025-12-07 02:23:48.689925,0 days 00:00:01.792941,0.8373512015228053,0.026437101199974656,4,31,420,115,0.8617359212902838,0.2644801397793186,0.5541197302354112,145,extensive,145,COMPLETE
118,-0.0005599389996762497,2025-12-07 02:23:48.690930,2025-12-07 02:23:50.413886,0 days 00:00:01.722956,0.7977605125680722,0.023427559604180324,3,12,200,91,0.9702683193161055,0.5445529024860161,0.7307403020814136,101,extensive,101,COMPLETE
119,-0.001223471354386459,2025-12-07 02:23:50.414885,2025-12-07 02:23:52.018507,0 days 00:00:01.603622,0.7967993390181282,0.016178765388394273,5,11,202,96,0.944872133237084,0.5446122407043963,0.7291411222542632,131,extensive,131,COMPLETE
120,-0.0013111285805953072,2025-12-07 02:23:52.020511,2025-12-07 02:23:53.649027,0 days 00:00:01.628516,0.7757898601853986,0.0197250564850644,3,13,289,92,0.5006250765902196,0.6011441860416555,0.7958714187183978,100,extensive,100,COMPLETE
121,-0.000751398623701142,2025-12-07 02:23:53.650641,2025-12-07 02:23:55.225339,0 days 00:00:01.574698,0.8266798102785003,0.023944230602122394,3,17,356,86,1.0125351014334767,0.33283142479263167,0.7656705840567316,107,extensive,107,COMPLETE
122,-0.000717590004014094,2025-12-07 02:23:55.233303,2025-12-07 02:23:56.858444,0 days 00:00:01.625141,0.8061553995821082,0.02075175414385695,3,16,337,86,0.9893366403430375,0.3429116154116315,0.752131354326192,117,extensive,117,COMPLETE
123,-0.0007096567509693082,2025-12-07 02:23:56.859445,2025-12-07 02:23:58.508835,0 days 00:00:01.649390,0.8060244608826888,0.022467569874774225,3,16,353,85,0.7804964515758646,0.3265094934801637,0.7446292294759862,122,extensive,122,COMPLETE
124,-0.0005254511836942551,2025-12-07 02:23:58.509835,2025-12-07 02:24:00.209457,0 days 00:00:01.699622,0.8012187175278475,0.020547929107769536,3,53,443,82,0.7039518933863008,0.4921263672475995,0.7432460395404494,117,extensive,117,COMPLETE
125,-0.0010687209715930883,2025-12-07 02:24:00.210457,2025-12-07 02:24:02.017597,0 days 00:00:01.807140,0.7710068139828374,0.02830122022088401,3,56,460,81,0.754993617745817,0.4900647612587377,0.7135456155740775,172,extensive,172,COMPLETE
126,-0.002803642169967424,2025-12-07 02:24:02.018547,2025-12-07 02:24:03.882572,0 days 00:00:01.864025,0.7544179003942895,0.0229977919778638,3,94,620,83,0.6121322245711869,0.40382503960361477,0.6827235491774906,156,extensive,156,COMPLETE
127,-0.02577396722419582,2025-12-07 02:24:03.883583,2025-12-07 02:24:05.771587,0 days 00:00:01.888004,0.7966426311337034,0.024764002405185885,3,67,410,78,0.2143098944897699,0.3710633522981033,0.7191085055337139,120,extensive,120,COMPLETE
128,-0.0027355601932965343,2025-12-07 02:24:05.773093,2025-12-07 02:24:07.592630,0 days 00:00:01.819537,0.8196621409661018,0.01069330254441951,4,78,538,92,0.8734011873611699,0.7152909127691949,0.7666544637991557,136,extensive,136,COMPLETE
129,-0.0016559720935109083,2025-12-07 02:24:07.593634,2025-12-07 02:24:09.244976,0 days 00:00:01.651342,0.8384471001605928,0.005431061292935882,3,11,747,89,2.2581701020677745,0.42735042589707184,0.7382877423100194,94,extensive,94,COMPLETE
130,-0.0011977918220289485,2025-12-07 02:24:09.245964,2025-12-07 02:24:10.926805,0 days 00:00:01.680841,0.8617087234896508,0.016047605452877114,3,14,289,84,0.7000044425328605,0.47530518979523073,0.7408955283709103,80,extensive,80,COMPLETE
131,-0.0003737121893296151,2025-12-07 02:24:10.927808,2025-12-07 02:24:12.630957,0 days 00:00:01.703149,0.768503041238951,0.021316778302862337,3,50,336,86,0.7946034906461485,0.33557375733576655,0.7557522265059826,121,extensive,121,COMPLETE
132,-0.0006719390284363191,2025-12-07 02:24:12.630957,2025-12-07 02:24:14.314439,0 days 00:00:01.683482,0.8062224616867005,0.02051740656669554,3,55,456,82,0.8037276412094011,0.30560793757972954,0.7785305797576662,124,extensive,124,COMPLETE
133,-0.0018115510100938186,2025-12-07 02:24:14.315436,2025-12-07 02:24:16.052036,0 days 00:00:01.736600,0.7732031410716428,0.019072023996379063,3,53,259,80,0.5323897859836055,0.3023327173850003,0.7779655684602492,147,extensive,147,COMPLETE
134,-0.000380221606946507,2025-12-07 02:24:16.053035,2025-12-07 02:24:17.716367,0 days 00:00:01.663332,0.7865201424485194,0.018058731331061603,3,50,476,84,0.8018770742298447,0.2467111958108399,0.7822049349631773,121,extensive,121,COMPLETE
135,-0.00038498183328898133,2025-12-07 02:24:17.717373,2025-12-07 02:24:19.371108,0 days 00:00:01.653735,0.7850175274851785,0.020470040753088906,3,59,495,88,0.9110034934189601,0.2216960044258812,0.798841316297049,129,extensive,129,COMPLETE
136,-0.0016559720935109083,2025-12-07 02:24:19.372104,2025-12-07 02:24:20.982895,0 days 00:00:01.610791,0.7874612203384731,0.01499312241188425,3,59,663,87,3.333227616769461,0.18779270119042005,0.8476279451207964,89,extensive,89,COMPLETE
137,-0.001002682862567365,2025-12-07 02:24:20.983961,2025-12-07 02:24:23.064879,0 days 00:00:02.080918,0.78621228214111,0.018321149907049018,3,53,2775,89,0.6537698523985591,0.21361184429612215,0.8174757223884609,99,extensive,99,COMPLETE
138,-0.0021164881042414763,2025-12-07 02:24:23.069198,2025-12-07 02:24:24.807550,0 days 00:00:01.738352,0.7547140494275997,0.01766075397215553,3,63,513,78,0.917366086694847,0.22882530273208573,0.7917869039603982,191,extensive,191,COMPLETE
139,-0.0013422673031126358,2025-12-07 02:24:24.808549,2025-12-07 02:24:26.538445,0 days 00:00:01.729896,0.7637500462442945,0.03745538372510858,9,59,584,90,1.2271771349369902,0.13673679091553279,0.8084611320839556,136,extensive,136,COMPLETE
140,-0.0015004357822856473,2025-12-07 02:24:26.539450,2025-12-07 02:24:28.233070,0 days 00:00:01.693620,0.7446487973430621,0.019541263276166468,3,49,200,74,0.5675875857663516,0.18051249032010178,0.8349354814864254,161,extensive,161,COMPLETE
141,-0.0008539733440613059,2025-12-07 02:24:28.235080,2025-12-07 02:24:29.761966,0 days 00:00:01.526886,0.7818891852913373,0.02194729099107946,3,59,473,83,0.8022191897270926,0.2556222336055298,0.7764253476053012,127,extensive,127,COMPLETE
142,-0.0008179799124064339,2025-12-07 02:24:29.764096,2025-12-07 02:24:31.402684,0 days 00:00:01.638588,0.8126840454005666,0.020445685099621153,3,50,414,81,0.9371576755597668,0.25491141137976386,0.7840344542304754,121,extensive,121,COMPLETE
143,-0.0016559720935109083,2025-12-07 02:24:31.403684,2025-12-07 02:24:33.117787,0 days 00:00:01.714103,0.729079685630019,0.018649193604368484,3,46,836,82,3.965773763105659,0.2910121207779395,0.7619974676488309,113,extensive,113,COMPLETE
144,-0.0004595564139432036,2025-12-07 02:24:33.118797,2025-12-07 02:24:34.871657,0 days 00:00:01.752860,0.792234259283618,0.017094896512536158,3,55,483,85,0.8502837756726914,0.22196130708549844,0.8061663217667054,110,extensive,110,COMPLETE
145,-0.000561215415175842,2025-12-07 02:24:34.873174,2025-12-07 02:24:36.544160,0 days 00:00:01.670986,0.7686167812696333,0.015272657951868825,4,51,323,87,1.031022594143104,0.21978300556667504,0.8116355755937382,86,extensive,86,COMPLETE
146,-0.004662514632883437,2025-12-07 02:24:36.545168,2025-12-07 02:24:38.278535,0 days 00:00:01.733367,0.7988339628536953,0.016939167989110795,4,52,272,88,0.7066447398266332,0.198429108980729,0.8256556466154447,64,extensive,64,COMPLETE
147,-0.0007517251320036481,2025-12-07 02:24:38.280547,2025-12-07 02:24:39.926238,0 days 00:00:01.645691,0.7341755347815108,0.013259683343526731,4,42,580,87,0.8873159202168917,0.23361961248413124,0.8047045479649473,89,extensive,89,COMPLETE
148,-0.0006143835397631747,2025-12-07 02:24:39.927222,2025-12-07 02:24:41.587013,0 days 00:00:01.659791,0.7885204223060248,0.014943992090810109,4,54,676,85,1.0276251875231162,0.2161477383245601,0.904412232775907,81,extensive,81,COMPLETE
149,-0.008592554660528773,2025-12-07 02:24:41.588013,2025-12-07 02:24:43.276152,0 days 00:00:01.688139,0.7581024661197628,0.016266895869804347,3,60,371,94,0.43462340679011,0.17392875315778447,0.826706260190891,112,extensive,112,COMPLETE
150,-0.0010753520924484301,2025-12-07 02:24:43.278192,2025-12-07 02:24:45.003212,0 days 00:00:01.725020,0.765550420530429,0.024905556643764898,4,51,516,90,1.2111435175429741,0.15119022008727243,0.7927065137392785,98,extensive,98,COMPLETE
151,-0.0006386186299332334,2025-12-07 02:24:45.005213,2025-12-07 02:24:46.712103,0 days 00:00:01.706890,0.7114263820723228,0.014600394565302537,4,57,759,85,1.031082545026742,0.21164497800423232,0.893264457749632,79,extensive,79,COMPLETE
152,-0.0010733888323897582,2025-12-07 02:24:46.713659,2025-12-07 02:24:48.581477,0 days 00:00:01.867818,0.7869523775042624,0.0156648592361029,4,54,663,85,0.8329419885415011,1.6413854441054918,0.9451652216310827,84,extensive,84,COMPLETE
153,-0.0016749583044334642,2025-12-07 02:24:48.582990,2025-12-07 02:24:50.655787,0 days 00:00:02.072797,0.7780702879130502,0.013113470334974708,4,48,462,88,0.9799382862997273,0.22931163115995165,0.7582050885844617,329,extensive,329,COMPLETE
154,-0.0008934927847224309,2025-12-07 02:24:50.656787,2025-12-07 02:24:52.365876,0 days 00:00:01.709089,0.7980511466511302,0.017643331396613234,3,56,310,91,1.1381704763484517,0.19780762767508392,0.9043339708354354,67,extensive,67,COMPLETE
155,-0.0019746822334663814,2025-12-07 02:24:52.366882,2025-12-07 02:24:54.173734,0 days 00:00:01.806852,0.7707930983650225,0.014347335689572848,4,57,633,84,0.703521680613017,0.25943309724116087,0.9323146944119517,105,extensive,105,COMPLETE
156,-0.0021323457724921426,2025-12-07 02:24:54.174242,2025-12-07 02:24:55.931608,0 days 00:00:01.757366,0.819911386011235,0.011599761859236456,3,48,519,86,0.906553482494021,0.22772053530440714,0.8520661496956368,133,extensive,133,COMPLETE
157,-0.0006797037185742871,2025-12-07 02:24:55.932181,2025-12-07 02:24:57.522531,0 days 00:00:01.590350,0.794158731249441,0.022872006885822308,4,44,415,83,1.0436180072381513,10.207252637916103,0.8141110042164037,94,extensive,94,COMPLETE
158,-0.0021786544077558125,2025-12-07 02:24:57.523530,2025-12-07 02:24:59.128916,0 days 00:00:01.605386,0.7649746041856416,0.015233855271419263,3,51,718,88,0.735607987546539,0.18108129391876818,0.8662585775144914,76,extensive,76,COMPLETE
159,-0.0022066941913206906,2025-12-07 02:24:59.129928,2025-12-07 02:25:00.848394,0 days 00:00:01.718466,0.7828762056617053,0.02034826891938663,3,61,249,87,0.5928870779974846,0.27029808769463015,0.767984191074871,110,extensive,110,COMPLETE
160,-0.003352204350293634,2025-12-07 02:25:00.849401,2025-12-07 02:25:02.521843,0 days 00:00:01.672442,0.8106803423949869,0.019154450459117317,4,54,323,85,0.8441635229036138,0.2129817447209907,0.8389119731959814,143,extensive,143,COMPLETE
161,-0.000535779586685825,2025-12-07 02:25:02.523359,2025-12-07 02:25:04.185906,0 days 00:00:01.662547,0.6714740638733365,0.012665819294568543,4,58,780,85,1.0196385844294815,0.211345979333322,0.8816794598462182,76,extensive,76,COMPLETE
162,-0.0013518404197654006,2025-12-07 02:25:04.186915,2025-12-07 02:25:06.309199,0 days 00:00:02.122284,0.629644613950216,0.012105775093191697,4,65,3724,84,1.2928928545072886,0.15771332680161504,0.9048385955354163,81,extensive,81,COMPLETE
163,-0.00095928153480207,2025-12-07 02:25:06.310198,2025-12-07 02:25:07.961070,0 days 00:00:01.650872,0.7882729849158369,0.01072256142269013,4,54,1357,79,0.9982002238922709,0.24460547938863322,0.8764879379373947,62,extensive,62,COMPLETE
164,-0.000987315292299636,2025-12-07 02:25:07.962846,2025-12-07 02:25:09.589242,0 days 00:00:01.626396,0.9082306759064903,0.013785478259811641,3,47,570,86,1.170891856577406,0.19284808240759502,0.89800196243098,97,extensive,97,COMPLETE
165,-0.0018928815950578122,2025-12-07 02:25:09.591252,2025-12-07 02:25:11.223051,0 days 00:00:01.631799,0.8019400576878919,0.012239934925404788,5,58,922,82,0.8947336203000001,0.5354600002906155,0.9127745703185199,42,extensive,42,COMPLETE
166,-0.0016559720935109083,2025-12-07 02:25:11.224572,2025-12-07 02:25:12.888270,0 days 00:00:01.663698,0.6993572814769761,0.01742067302151065,3,52,807,94,2.914234867451453,0.288181237239635,0.9688873655945094,86,extensive,86,COMPLETE
167,-0.0006439950035188972,2025-12-07 02:25:12.890281,2025-12-07 02:25:14.494706,0 days 00:00:01.604425,0.8282419593760989,0.021382316679321636,4,62,388,90,1.0105976292836847,0.3488302654703113,0.9238814635587074,116,extensive,116,COMPLETE
168,-0.000876435127886932,2025-12-07 02:25:14.495704,2025-12-07 02:25:16.077046,0 days 00:00:01.581342,0.8984854268940667,0.018312524454097756,5,56,688,88,1.0829115959266642,0.16849105075537088,0.7848972351023955,69,extensive,69,COMPLETE
169,-0.0011997086167792788,2025-12-07 02:25:16.078046,2025-12-07 02:25:17.719107,0 days 00:00:01.641061,0.7434640898809325,0.017038848978650763,4,50,488,84,0.8128712718242033,0.39991350491357847,0.8761906039543722,99,extensive,99,COMPLETE
170,-0.0010392580873136437,2025-12-07 02:25:17.720113,2025-12-07 02:25:19.526900,0 days 00:00:01.806787,0.6745065585514466,0.015659293352215786,3,73,1086,106,0.6431558207020227,0.21931512988670043,0.8074923572424618,127,extensive,127,COMPLETE
171,-0.000726084769189228,2025-12-07 02:25:19.527898,2025-12-07 02:25:21.263517,0 days 00:00:01.735619,0.7021170482613764,0.014467889027511857,4,58,786,85,1.0477627112546033,0.2504335001780721,0.7194472140031078,80,extensive,80,COMPLETE
172,-0.0014439450063150987,2025-12-07 02:25:21.264065,2025-12-07 02:25:23.121160,0 days 00:00:01.857095,0.6469641319420762,0.014129357274847524,4,55,965,86,0.9183277018571608,0.20539165074062768,0.9179550633999269,55,extensive,55,COMPLETE
173,-0.0017228000098007772,2025-12-07 02:25:23.122157,2025-12-07 02:25:25.455865,0 days 00:00:02.333708,0.7184555989950617,0.013276045474146313,4,34,3267,83,0.7592068964942046,0.21163330846334358,0.7459221024753667,106,extensive,106,COMPLETE
174,-0.0010717802579411166,2025-12-07 02:25:25.456863,2025-12-07 02:25:27.188555,0 days 00:00:01.731692,0.7772183946746825,0.01940971370835742,4,57,857,80,1.1465110050654173,0.18754345172840806,0.8920636089017608,90,extensive,90,COMPLETE
175,-0.0006842308409876022,2025-12-07 02:25:27.189551,2025-12-07 02:25:28.810880,0 days 00:00:01.621329,0.65940699002062,0.023319334233718784,5,61,747,85,0.9769820354631347,0.2711329486161779,0.5169788064360152,75,extensive,75,COMPLETE
176,-0.0012287262025673096,2025-12-07 02:25:28.811877,2025-12-07 02:25:30.409630,0 days 00:00:01.597753,0.8875620667188029,0.01511245836288109,3,25,203,87,1.2779743371176522,0.31596174850061287,0.8882337244571817,114,extensive,114,COMPLETE
177,-0.0030897365267513743,2025-12-07 02:25:30.410631,2025-12-07 02:25:32.033365,0 days 00:00:01.622734,0.6800068643776069,0.012424174139588223,4,87,618,120,0.8605968013744828,0.45288704569068566,0.8808175893698549,70,extensive,70,COMPLETE
178,-0.0007965931722950422,2025-12-07 02:25:32.034373,2025-12-07 02:25:33.661273,0 days 00:00:01.626900,0.7156341694450794,0.016555270839468603,5,53,350,82,1.0385158021121896,0.13756415409426706,0.5223684393099236,88,extensive,88,COMPLETE
179,-0.003376817134302564,2025-12-07 02:25:33.662779,2025-12-07 02:25:35.692240,0 days 00:00:02.029461,0.7575559986605589,0.00975848549425012,3,65,421,88,0.7313557893863577,0.2385580934414084,0.5007462729560609,479,extensive,479,COMPLETE
180,-0.0016025127665011407,2025-12-07 02:25:35.693245,2025-12-07 02:25:37.307145,0 days 00:00:01.613900,0.7949413553802183,0.021037821840626855,4,51,561,116,1.4044423828741448,0.17022576211548784,0.7891546647110755,104,extensive,104,COMPLETE
181,-0.0009588724894958508,2025-12-07 02:25:37.308146,2025-12-07 02:25:38.899457,0 days 00:00:01.591311,0.9161881774813252,0.08949371326385902,5,10,275,123,1.1157984821703195,0.37708155917604314,0.8655154073445811,99,extensive,99,COMPLETE
182,-0.0028881229244871465,2025-12-07 02:25:38.900464,2025-12-07 02:25:40.797538,0 days 00:00:01.897074,0.9223025266215289,0.08345621281896534,5,12,325,118,0.978556571573838,0.4194456042489712,0.5410875988455441,407,extensive,407,COMPLETE
183,-0.00025289860588650903,2025-12-07 02:25:40.798544,2025-12-07 02:25:42.436675,0 days 00:00:01.638131,0.9012637207315498,0.08861034845191632,5,55,436,122,0.846810820457918,0.5638743660519419,0.5287720195514487,114,extensive,114,COMPLETE
184,-0.0011459156863542486,2025-12-07 02:25:42.437681,2025-12-07 02:25:44.169445,0 days 00:00:01.731764,0.8900507107783129,0.006960289314730725,5,56,472,122,0.7700040341534345,0.5325360542615803,0.5322715901039228,125,extensive,125,COMPLETE
185,-0.0009208561539951754,2025-12-07 02:25:44.170451,2025-12-07 02:25:45.932183,0 days 00:00:01.761732,0.8727746534747081,0.01863087929808721,6,55,394,85,0.8929790726429672,0.5925213641067998,0.5100789356109889,119,extensive,119,COMPLETE
186,-0.001497735452091753,2025-12-07 02:25:45.932183,2025-12-07 02:25:47.622778,0 days 00:00:01.690595,0.9031971981126965,0.02001607499481449,3,52,535,120,0.6437622490836907,0.4951091358326225,0.5239289259668759,110,extensive,110,COMPLETE
187,-0.0020177136729951175,2025-12-07 02:25:47.624305,2025-12-07 02:25:49.344784,0 days 00:00:01.720479,0.8459395083993251,0.08756205980712245,4,58,690,121,0.816136962440382,0.6724552927911454,0.75238198522498,135,extensive,135,COMPLETE
188,1.2711578982231112e-05,2025-12-07 02:25:49.346792,2025-12-07 02:25:51.040086,0 days 00:00:01.693294,0.8832651589237486,0.025245887172969564,5,49,453,81,0.5361013067756022,0.8982337487724669,0.7346866652327011,81,extensive,81,COMPLETE
189,-0.01085896750116048,2025-12-07 02:25:51.041087,2025-12-07 02:25:52.823116,0 days 00:00:01.782029,0.882393929308862,0.025513687697049127,5,46,445,89,0.42656506797866345,0.9269677255137677,0.6931214531044267,92,extensive,92,COMPLETE
190,-0.006240330636608042,2025-12-07 02:25:52.824116,2025-12-07 02:25:54.480253,0 days 00:00:01.656137,0.5748597480055468,0.024198298676641916,6,50,288,81,0.5278074179379596,0.7526297010685912,0.7282379978035615,62,extensive,62,COMPLETE
191,-0.0006515877084546373,2025-12-07 02:25:54.481252,2025-12-07 02:25:56.082598,0 days 00:00:01.601346,0.8963236307582558,0.021863477103779876,5,39,395,84,0.9325537947235724,1.1726760929468185,0.7416489403322972,78,extensive,78,COMPLETE
192,-0.00404101926681059,2025-12-07 02:25:56.083599,2025-12-07 02:25:57.738323,0 days 00:00:01.654724,0.8546982767241739,0.022511483867027948,5,54,587,76,0.6986151700935741,0.8232501179692444,0.5456127273790965,84,extensive,84,COMPLETE
193,-0.004312374540295871,2025-12-07 02:25:57.739330,2025-12-07 02:25:59.361763,0 days 00:00:01.622433,0.7794488240905078,0.033871800812877724,4,49,485,83,0.5717062996041289,0.2207312382128728,0.7142379031314504,100,extensive,100,COMPLETE
194,-0.0006294526959996402,2025-12-07 02:25:59.361763,2025-12-07 02:26:00.983345,0 days 00:00:01.621582,0.8704912850445514,0.028530518859600205,3,54,343,86,0.8260658477274314,0.5915694780227039,0.5159807291110373,111,extensive,111,COMPLETE
195,-0.0007592396531258908,2025-12-07 02:26:00.984403,2025-12-07 02:26:02.591193,0 days 00:00:01.606790,0.8690752036982972,0.029358358321609462,3,52,320,119,0.8312249477670836,0.6598239094687036,0.7331726896354197,113,extensive,113,COMPLETE
196,-0.0014161748041160438,2025-12-07 02:26:02.592201,2025-12-07 02:26:04.227644,0 days 00:00:01.635443,0.8812302086281549,0.027001683894382695,3,26,249,86,0.6714724454439487,0.6273470773377232,0.5136993119632582,124,extensive,124,COMPLETE
197,-0.001906606359071102,2025-12-07 02:26:04.228642,2025-12-07 02:26:05.913881,0 days 00:00:01.685239,0.9070988198231512,0.027482201407729407,3,53,201,97,0.9308565203008771,0.5898466166628822,0.8013690534805178,138,extensive,138,COMPLETE
198,-0.0007989159343299024,2025-12-07 02:26:05.914892,2025-12-07 02:26:07.498636,0 days 00:00:01.583744,0.892840823816197,0.023647151687235277,3,23,377,87,0.7762202509682863,0.5317829392570456,0.5278234783567449,110,extensive,110,COMPLETE
199,-0.03025016093257123,2025-12-07 02:26:07.500634,2025-12-07 02:26:09.145983,0 days 00:00:01.645349,0.8681847181639982,0.0997672898600685,5,60,459,117,0.3383791576012848,0.46893679142223316,0.5100775498498699,94,extensive,94,COMPLETE
200,-0.002105375602072949,2025-12-07 02:26:09.146989,2025-12-07 02:26:10.890591,0 days 00:00:01.743602,0.8124882323054597,0.02083093791268957,3,44,321,122,0.4986265608038041,0.9023961446447755,0.5205075482485877,151,extensive,151,COMPLETE
201,-0.0009492768022006196,2025-12-07 02:26:10.891591,2025-12-07 02:26:12.472548,0 days 00:00:01.580957,0.7642371086354693,0.08037998045125155,5,57,639,86,1.070393861844724,0.24838234909049392,0.5340211920288785,72,extensive,72,COMPLETE
202,-0.0005406602865160407,2025-12-07 02:26:12.474073,2025-12-07 02:26:14.150341,0 days 00:00:01.676268,0.7872824270865991,0.016741190670555614,4,55,532,81,1.0002505360265022,0.19574274238245687,0.5383370991845363,83,extensive,83,COMPLETE
203,-0.00037856297041364656,2025-12-07 02:26:14.151340,2025-12-07 02:26:15.791752,0 days 00:00:01.640412,0.7922001542133535,0.017662733480153903,3,55,558,79,0.8646572536178991,0.1913774336626762,0.538812892857221,103,extensive,103,COMPLETE
204,-0.001069328825844836,2025-12-07 02:26:15.792759,2025-12-07 02:26:17.449407,0 days 00:00:01.656648,0.7859480802318892,0.016283994933642385,5,55,504,78,1.191449115822049,0.19080034547956912,0.5379558730183096,88,extensive,88,COMPLETE
205,-0.00033308337551685163,2025-12-07 02:26:17.450405,2025-12-07 02:26:19.079317,0 days 00:00:01.628912,0.7917092858520451,0.017555463740984205,4,49,580,79,0.9379917610251649,0.19758979470254703,0.5451692023482483,102,extensive,102,COMPLETE
206,-0.00044495323816170124,2025-12-07 02:26:19.081317,2025-12-07 02:26:20.772478,0 days 00:00:01.691161,0.8056085041829231,0.01792555079364348,3,48,567,80,0.9471933299365,0.1815377059077636,0.5515865856677593,119,extensive,119,COMPLETE
207,-0.0005746863418935044,2025-12-07 02:26:20.773489,2025-12-07 02:26:22.468427,0 days 00:00:01.694938,0.802777049690603,0.01812937536629485,3,48,567,75,0.9207416946751052,0.15571064006452395,0.5587655928933096,130,extensive,130,COMPLETE
208,-0.001699604020174772,2025-12-07 02:26:22.469425,2025-12-07 02:26:24.161887,0 days 00:00:01.692462,0.7745919416930611,0.017570685456886854,3,50,541,80,0.7169654084570929,0.18023596225929123,0.549563239224335,121,extensive,121,COMPLETE
209,-0.0004941557443929323,2025-12-07 02:26:24.163392,2025-12-07 02:26:25.859523,0 days 00:00:01.696131,0.7928550623230456,0.019423995459948787,3,46,629,79,0.8625867247348287,1.3483482646777127,0.5440526491827786,102,extensive,102,COMPLETE
210,-0.001881877056832737,2025-12-07 02:26:25.860524,2025-12-07 02:26:27.567971,0 days 00:00:01.707447,0.82476647033986,0.019180982802589685,3,46,629,80,0.6361754958522596,1.458541191056731,0.5466100196868369,105,extensive,105,COMPLETE
211,-0.0008831547812132579,2025-12-07 02:26:27.569981,2025-12-07 02:26:29.270937,0 days 00:00:01.700956,0.7930404796107592,0.01703133416165457,3,49,446,79,0.8616891723809627,0.20248945122021464,0.5553528695746006,100,extensive,100,COMPLETE
212,-0.00044466178162116954,2025-12-07 02:26:29.273206,2025-12-07 02:26:30.922151,0 days 00:00:01.648945,0.8047885969574367,0.01885777638364541,3,47,534,78,0.9648406611415956,0.1499287913841698,0.5396923834192159,118,extensive,118,COMPLETE
213,-0.000317035364680233,2025-12-07 02:26:30.923325,2025-12-07 02:26:32.593706,0 days 00:00:01.670381,0.8073771544567339,0.019808541191546635,3,44,597,77,0.9362097457704583,2.196604083670788,0.5416809755469816,118,extensive,118,COMPLETE
214,-0.0006788925630036857,2025-12-07 02:26:32.594712,2025-12-07 02:26:34.238321,0 days 00:00:01.643609,0.805628388627223,0.0197131093847383,3,46,610,77,0.8000901019941699,0.11715700484700897,0.5437127144133598,122,extensive,122,COMPLETE
215,-0.0023553017249291854,2025-12-07 02:26:34.239327,2025-12-07 02:26:35.925122,0 days 00:00:01.685795,0.8115251845047395,0.018679935173585745,3,44,734,77,0.8882378340077984,1.3396652322280211,0.539347047183979,133,extensive,133,COMPLETE
216,-0.00047013022832450196,2025-12-07 02:26:35.927130,2025-12-07 02:26:37.631310,0 days 00:00:01.704180,0.8158392329767836,0.02054375716726175,3,42,523,79,0.7408573078525161,3.744205968361684,0.552750984826568,117,extensive,117,COMPLETE
