number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,params_selector__k,user_attrs_feature_level,user_attrs_top_k_features,state
217,0.00017292701304227887,2025-12-07 02:26:37.632822,2025-12-07 02:26:39.312181,0 days 00:00:01.679359,0.8190188647391435,0.02009927016959164,3,47,671,75,0.7202354943707706,3.9678447330452014,0.5747886655512581,119,extensive,119,COMPLETE
218,-0.0010267338065987897,2025-12-07 02:26:39.313178,2025-12-07 02:26:40.987230,0 days 00:00:01.674052,0.8323950509920225,0.020420561282408763,3,42,675,72,0.6060073878118182,3.2522492617773255,0.5599897071276115,117,extensive,117,COMPLETE
219,-0.002590128133755217,2025-12-07 02:26:40.988236,2025-12-07 02:26:42.721745,0 days 00:00:01.733509,0.8122749388067506,0.01976825274960318,3,43,575,76,0.7391102941400113,4.614696510480356,0.5685453592483214,146,extensive,146,COMPLETE
220,-0.0007779335801462173,2025-12-07 02:26:42.722752,2025-12-07 02:26:44.373165,0 days 00:00:01.650413,0.8185397740539194,0.021669879038167028,3,45,518,79,0.7464443592702769,2.3449623024750497,0.5803582293885776,127,extensive,127,COMPLETE
221,-8.351389334730157e-05,2025-12-07 02:26:44.374685,2025-12-07 02:26:46.045205,0 days 00:00:01.670520,0.5288491586324653,0.01836641254044511,3,48,627,73,0.8296223856710591,4.117433411874025,0.5525379573304413,116,extensive,116,COMPLETE
222,0.00014863443026943055,2025-12-07 02:26:46.046204,2025-12-07 02:26:47.685429,0 days 00:00:01.639225,0.8045615470731634,0.018312479751149042,3,47,627,74,0.8157983833283735,6.416089130876773,0.5554141746842964,117,extensive,117,COMPLETE
223,0.0001619487987383946,2025-12-07 02:26:47.686937,2025-12-07 02:26:49.388830,0 days 00:00:01.701893,0.8192853773019937,0.018145198887321193,3,47,668,72,0.8359381458663283,4.283516127182882,0.5500645010435807,115,extensive,115,COMPLETE
224,-0.0028938340897064485,2025-12-07 02:26:49.390836,2025-12-07 02:26:51.112472,0 days 00:00:01.721636,0.5348249858352927,0.01756164257043256,3,48,675,72,0.804866650769514,3.9254256718516016,0.5725502734321231,137,extensive,137,COMPLETE
225,-0.0018077338603215882,2025-12-07 02:26:51.113980,2025-12-07 02:26:52.864304,0 days 00:00:01.750324,0.8223850622834568,0.018339338596954916,3,47,594,70,0.6398131288262343,5.525580230794419,0.554271213605108,123,extensive,123,COMPLETE
226,-0.00015539908449209902,2025-12-07 02:26:52.865309,2025-12-07 02:26:54.535443,0 days 00:00:01.670134,0.8440209993578005,0.018164273807629118,3,40,706,70,0.9116172691645912,2.706625667824702,0.5519442260714641,114,extensive,114,COMPLETE
227,-0.0003338827525859456,2025-12-07 02:26:54.538752,2025-12-07 02:26:56.189487,0 days 00:00:01.650735,0.8418741149359008,0.018318814010186243,3,39,801,70,0.9384892670462087,2.7356314606975984,0.5657519561793222,110,extensive,110,COMPLETE
228,-0.0009377641833158146,2025-12-07 02:26:56.190486,2025-12-07 02:26:57.885281,0 days 00:00:01.694795,0.8346288730297645,0.01827756032977399,3,40,866,69,0.9127005300130714,2.626763440236657,0.5645156881705898,129,extensive,129,COMPLETE
229,-0.0003630666401975476,2025-12-07 02:26:57.886794,2025-12-07 02:26:59.589747,0 days 00:00:01.702953,0.8431401151515724,0.01897553122564889,3,40,836,73,0.9380258925610626,2.112441602674763,0.5296696859528573,110,extensive,110,COMPLETE
230,-0.00036435444326591665,2025-12-07 02:26:59.590746,2025-12-07 02:27:01.304141,0 days 00:00:01.713395,0.8480105453704794,0.01866623547167619,3,37,778,73,0.937447243698683,3.030752112984701,0.5719405944729199,113,extensive,113,COMPLETE
231,-0.0003479718617199386,2025-12-07 02:27:01.305140,2025-12-07 02:27:03.145641,0 days 00:00:01.840501,0.8448667873925472,0.018822674670588232,3,38,735,74,0.9383011827990602,2.007947820592597,0.5756627314300897,113,extensive,113,COMPLETE
232,-0.0003542805076762745,2025-12-07 02:27:03.146639,2025-12-07 02:27:04.912688,0 days 00:00:01.766049,0.85157222794309,0.019001543375818282,3,36,739,74,0.8507043067548496,2.187013132943174,0.5940301152952652,111,extensive,111,COMPLETE
233,-0.0003136172872288216,2025-12-07 02:27:04.913688,2025-12-07 02:27:06.797016,0 days 00:00:01.883328,0.8530370186515802,0.019497105720893696,3,36,778,74,0.882565305528336,2.1626597991430025,0.576440362512158,108,extensive,108,COMPLETE
234,-0.0005541697198177727,2025-12-07 02:27:06.798016,2025-12-07 02:27:08.630384,0 days 00:00:01.832368,0.8445314841544017,0.01894997842321475,3,36,774,74,0.8136413957134818,1.9682728448042874,0.5799357759022605,110,extensive,110,COMPLETE
235,-0.0005793329835639035,2025-12-07 02:27:08.632897,2025-12-07 02:27:10.475164,0 days 00:00:01.842267,0.8553483227228045,0.02022598995521031,3,38,726,73,0.819238909756344,2.1134408038277934,0.5845983327058828,109,extensive,109,COMPLETE
236,-0.0019927201577408424,2025-12-07 02:27:10.477175,2025-12-07 02:27:12.214822,0 days 00:00:01.737647,0.8457604328132389,0.021635988293648743,3,41,858,70,0.7047628734724057,3.1934188139787456,0.5907822241263304,106,extensive,106,COMPLETE
237,-0.00035217382885473675,2025-12-07 02:27:12.215329,2025-12-07 02:27:13.914933,0 days 00:00:01.699604,0.8407807615520303,0.01941738723627801,3,36,785,74,0.8847560419049352,2.913987397735696,0.5689606058415597,130,extensive,130,COMPLETE
238,-0.001947752458256032,2025-12-07 02:27:13.915939,2025-12-07 02:27:15.706976,0 days 00:00:01.791037,0.8570703846961981,0.017851858343342946,3,33,939,73,0.9025280296124936,2.768364841721358,0.5696226520086124,140,extensive,140,COMPLETE
239,-0.002551983177410603,2025-12-07 02:27:15.707975,2025-12-07 02:27:17.483654,0 days 00:00:01.775679,0.8494446716717259,0.019311057822172798,3,37,816,74,0.5559878761404753,2.4064800002049367,0.6091048970797794,129,extensive,129,COMPLETE
240,-0.0009188490179706429,2025-12-07 02:27:17.485660,2025-12-07 02:27:19.139391,0 days 00:00:01.653731,0.8383985669209593,0.016751525168770348,3,35,750,71,1.1018064034446815,3.0189599653488908,0.5741782619886691,114,extensive,114,COMPLETE
241,-0.0003116667423993154,2025-12-07 02:27:19.141390,2025-12-07 02:27:20.896377,0 days 00:00:01.754987,0.84157182223426,0.019747418110256407,3,38,821,73,0.8675638555487374,1.7620628418803521,0.5964804144176511,128,extensive,128,COMPLETE
242,-0.0009526727874513696,2025-12-07 02:27:20.897383,2025-12-07 02:27:22.620956,0 days 00:00:01.723573,0.8383391830794297,0.01926535620115394,3,38,875,68,0.800562380658397,2.1936471264858897,0.5892385693802349,121,extensive,121,COMPLETE
243,-0.00026185265735823027,2025-12-07 02:27:22.621962,2025-12-07 02:27:24.309777,0 days 00:00:01.687815,0.8571542417071192,0.018105363626686025,3,39,825,75,0.8802465062010463,1.7537436930522505,0.5957994500818778,106,extensive,106,COMPLETE
244,-0.0004316572771975539,2025-12-07 02:27:24.309777,2025-12-07 02:27:26.020654,0 days 00:00:01.710877,0.8580929841796875,0.019763236079932793,3,40,1002,75,0.9226675730999409,1.7274131733137577,0.6002517252323714,105,extensive,105,COMPLETE
245,-0.00196501982808317,2025-12-07 02:27:26.021659,2025-12-07 02:27:27.693252,0 days 00:00:01.671593,0.8430668294855761,0.01752497459858219,3,36,798,72,0.69265061642127,1.9598736500309635,0.5935341131117562,98,extensive,98,COMPLETE
246,-0.0005142909828321033,2025-12-07 02:27:27.694251,2025-12-07 02:27:29.283874,0 days 00:00:01.589623,0.8293926334726514,0.021237316200497545,3,38,898,75,0.9687232677780319,2.4592934021211366,0.5757009132172607,108,extensive,108,COMPLETE
247,-0.00018329323877856277,2025-12-07 02:27:29.284844,2025-12-07 02:27:31.049145,0 days 00:00:01.764301,0.8510227944260134,0.018899377314641697,3,40,731,73,0.8625366199373635,5.735151514499859,0.6205656172338864,132,extensive,132,COMPLETE
248,-0.0017409055908759556,2025-12-07 02:27:31.050152,2025-12-07 02:27:32.799787,0 days 00:00:01.749635,0.8625535562120007,0.01875792727448739,3,40,832,73,1.0921807309160054,6.924225606693418,0.6290879471867811,133,extensive,133,COMPLETE
249,-0.0022355874805667733,2025-12-07 02:27:32.800793,2025-12-07 02:27:34.475272,0 days 00:00:01.674479,0.8506816285752837,0.022053426227303295,3,34,703,71,0.7446822134619919,4.780563036904167,0.6083353794567078,139,extensive,139,COMPLETE
250,0.00015425368409949236,2025-12-07 02:27:34.476277,2025-12-07 02:27:36.147646,0 days 00:00:01.671369,0.8363998749381759,0.02002055958614022,3,37,761,75,0.8613775568805205,5.651426662607883,0.5649461091414821,117,extensive,117,COMPLETE
251,0.00013409542093467675,2025-12-07 02:27:36.148654,2025-12-07 02:27:37.961503,0 days 00:00:01.812849,0.8331954174229811,0.02014010419962977,3,37,763,74,0.851692115558427,5.236718462749649,0.5629623317720515,116,extensive,116,COMPLETE
252,-0.0016559720935109083,2025-12-07 02:27:37.963779,2025-12-07 02:27:39.677999,0 days 00:00:01.714220,0.8357727541526132,0.019497451332777454,3,36,720,74,2.5644922465507527,6.17046542743112,0.5675909772174104,114,extensive,114,COMPLETE
253,-0.00030178501621240067,2025-12-07 02:27:39.680006,2025-12-07 02:27:41.460449,0 days 00:00:01.780443,0.8490725513397437,0.01851959010242651,3,38,942,75,0.8734767539481638,5.310281630249989,0.580803044844044,126,extensive,126,COMPLETE
254,-0.0016019466687330342,2025-12-07 02:27:41.461450,2025-12-07 02:27:43.251806,0 days 00:00:01.790356,0.8353146751469148,0.020167287294773028,3,39,952,75,0.6559077407263032,6.3336050058838165,0.584054787700121,127,extensive,127,COMPLETE
255,-0.0021073821029901074,2025-12-07 02:27:43.252813,2025-12-07 02:27:45.012677,0 days 00:00:01.759864,0.8281055736032856,0.016547537972872527,3,41,833,76,0.8640127522322985,5.578720779249268,0.5599386663943211,141,extensive,141,COMPLETE
256,-0.0011629487854399878,2025-12-07 02:27:45.015192,2025-12-07 02:27:46.822222,0 days 00:00:01.807030,0.8572075270858079,0.01843761880810363,10,39,906,72,0.7839620884064612,4.234779647861079,0.5810367022491253,130,extensive,130,COMPLETE
257,-0.0016756718638850643,2025-12-07 02:27:46.823219,2025-12-07 02:27:48.545186,0 days 00:00:01.721967,0.8467728930498297,0.020705909599006034,3,34,727,76,1.0593872974281766,5.1262325039515355,0.5979286015223222,153,extensive,153,COMPLETE
258,-0.0006043509677068348,2025-12-07 02:27:48.546185,2025-12-07 02:27:50.299468,0 days 00:00:01.753283,0.8635835871130879,0.020050016217570774,3,36,1030,74,0.8740348566927315,1.5451184272471026,0.6183905286902596,121,extensive,121,COMPLETE
259,-0.002473840851357082,2025-12-07 02:27:50.300480,2025-12-07 02:27:52.061935,0 days 00:00:01.761455,0.8275561147759826,0.01759491415463233,3,32,795,70,0.5999320983828125,3.6344983879200328,0.562100818733849,113,extensive,113,COMPLETE
260,-0.002446060027705791,2025-12-07 02:27:52.063934,2025-12-07 02:27:53.942936,0 days 00:00:01.879002,0.8415238047680091,0.01899149860055574,3,43,689,73,0.9693787875523456,1.7481501032026419,0.5755325207392681,261,extensive,261,COMPLETE
261,-0.001344685911081352,2025-12-07 02:27:53.942936,2025-12-07 02:27:55.656618,0 days 00:00:01.713682,0.8543172970203482,0.02231889048421992,3,41,854,75,0.7185081583233495,7.607304425077131,0.5646245157430326,131,extensive,131,COMPLETE
262,-0.0007053857321950296,2025-12-07 02:27:55.658619,2025-12-07 02:27:57.339078,0 days 00:00:01.680459,0.8230655080746847,0.01607321177782032,3,38,747,72,0.865438965760616,2.120527505135295,0.5900593226053531,97,extensive,97,COMPLETE
263,-0.000758629553533711,2025-12-07 02:27:57.340075,2025-12-07 02:27:59.034707,0 days 00:00:01.694632,0.8734931138148307,0.01719389357641558,3,37,684,77,1.0000664742873169,5.09356367265632,0.5619074876039571,120,extensive,120,COMPLETE
264,-0.0016559720935109083,2025-12-07 02:27:59.035713,2025-12-07 02:28:00.768630,0 days 00:00:01.732917,0.8404622673993414,0.021071260569586647,3,40,922,74,2.0231389267219386,1.9003571300961717,0.6024787074645481,147,extensive,147,COMPLETE
265,-0.0006840597768067447,2025-12-07 02:28:00.769762,2025-12-07 02:28:02.567652,0 days 00:00:01.797890,0.8629440325899552,0.0405729366130981,3,44,804,67,0.7671515362199569,5.820435851929058,0.554901848640106,109,extensive,109,COMPLETE
266,-0.011728107317678335,2025-12-07 02:28:02.568652,2025-12-07 02:28:04.852677,0 days 00:00:02.284025,0.848702509857866,0.019585349398599114,3,34,1179,71,0.48735749925031613,2.5198156092069772,0.5818542925152388,209,extensive,209,COMPLETE
267,-0.0018885098709580477,2025-12-07 02:28:04.854248,2025-12-07 02:28:06.622693,0 days 00:00:01.768445,0.8316327517938086,0.018474159596956873,3,42,658,76,0.6437635049632195,6.769119592245956,0.5504795700134145,126,extensive,126,COMPLETE
268,-0.0002473430419022889,2025-12-07 02:28:06.625209,2025-12-07 02:28:08.301206,0 days 00:00:01.675997,0.8765703917495841,0.01814445015305593,3,38,742,74,0.8517343148092674,4.334443454926781,0.5739010340489924,102,extensive,102,COMPLETE
269,-0.0010338237407263584,2025-12-07 02:28:08.303213,2025-12-07 02:28:09.983419,0 days 00:00:01.680206,0.8795531899416638,0.016524298905825317,3,31,750,75,0.806862004634036,4.290212633917118,0.5736831125583607,96,extensive,96,COMPLETE
270,-0.001364947089051068,2025-12-07 02:28:09.984798,2025-12-07 02:28:11.642920,0 days 00:00:01.658122,0.883430680094206,0.017696103373881274,3,38,646,71,0.7092647069328728,4.941359519689186,0.5959764296273868,102,extensive,102,COMPLETE
271,-0.00221188871582223,2025-12-07 02:28:11.643926,2025-12-07 02:28:13.384804,0 days 00:00:01.740878,0.8731581558459327,0.02028030697847352,3,35,732,65,0.8566780736417934,4.012534931604436,0.5857369603129369,135,extensive,135,COMPLETE
272,-0.0006255432412967851,2025-12-07 02:28:13.385800,2025-12-07 02:28:15.094736,0 days 00:00:01.708936,0.865523247993983,0.022381819764450875,3,36,654,74,1.05604522888675,3.631902616850429,0.5687949756766394,117,extensive,117,COMPLETE
273,-0.0016838545120713884,2025-12-07 02:28:15.095736,2025-12-07 02:28:16.848232,0 days 00:00:01.752496,0.8552995436095505,0.01801454521594544,3,38,793,77,0.5792221491628116,4.4786813529382234,0.5579061369407348,105,extensive,105,COMPLETE
274,-0.0014185663060363174,2025-12-07 02:28:16.849231,2025-12-07 02:28:18.593237,0 days 00:00:01.744006,0.5001221724594518,0.02091677884415994,3,43,887,75,0.7773233289378978,8.655324422923698,0.6511811308454692,121,extensive,121,COMPLETE
275,-0.0006119942045257712,2025-12-07 02:28:18.594236,2025-12-07 02:28:20.328687,0 days 00:00:01.734451,0.8228151161802273,0.019579041707920013,3,40,708,69,0.9105424362486837,5.358911705263226,0.5774781124190442,95,extensive,95,COMPLETE
276,-0.0015682043085223363,2025-12-07 02:28:20.329684,2025-12-07 02:28:22.051014,0 days 00:00:01.721330,0.8903868036326194,0.016677223784424305,3,37,648,73,1.1304226877938572,6.157158632050157,0.5659697536707209,143,extensive,143,COMPLETE
277,-0.0010114112297486821,2025-12-07 02:28:22.052020,2025-12-07 02:28:23.786384,0 days 00:00:01.734364,0.8372403404060987,0.018794812839457338,3,39,775,72,1.0005745313991294,2.7960599635126666,0.5511791091685583,128,extensive,128,COMPLETE
278,-0.0017602697250143073,2025-12-07 02:28:23.787390,2025-12-07 02:28:25.420985,0 days 00:00:01.633595,0.8522871949705255,0.017876630537834514,3,45,632,76,0.6812208074901832,2.0181192964190187,0.6087893233616957,113,extensive,113,COMPLETE
279,-0.0016559720935109083,2025-12-07 02:28:25.421983,2025-12-07 02:28:27.371661,0 days 00:00:01.949678,0.8753903311201081,0.02136793795636821,8,32,948,74,2.385936954233875,2.2708577171987776,0.5720045574071013,291,extensive,291,COMPLETE
280,0.0003094365481967065,2025-12-07 02:28:27.372667,2025-12-07 02:28:29.005133,0 days 00:00:01.632466,0.8663754387959836,0.019880153545036697,3,41,710,70,0.8782953076952817,3.4838410887142506,0.5901282617044841,117,extensive,117,COMPLETE
281,-0.0008838178263027574,2025-12-07 02:28:29.006130,2025-12-07 02:28:30.601021,0 days 00:00:01.594891,0.8649446676082423,0.015735596092374328,3,41,831,70,0.9630285519315249,3.3399357147518924,0.5592688262075464,124,extensive,124,COMPLETE
282,-0.0022032060106103777,2025-12-07 02:28:30.603019,2025-12-07 02:28:32.369998,0 days 00:00:01.766979,0.8812823702393575,0.020343006506806403,3,44,626,68,0.7748844688271929,4.373527267792234,0.5833490191804418,135,extensive,135,COMPLETE
283,-0.00014193084588480046,2025-12-07 02:28:32.371004,2025-12-07 02:28:34.183586,0 days 00:00:01.812582,0.819496020181314,0.02306637521512676,3,42,1753,71,0.88685696948813,3.930334227607609,0.5502373718290151,101,extensive,101,COMPLETE
284,-0.0010202849071606994,2025-12-07 02:28:34.184097,2025-12-07 02:28:35.853361,0 days 00:00:01.669264,0.8214734387722049,0.023135260123525604,12,43,708,69,1.1435152025338295,3.4101573357493447,0.546805073560002,94,extensive,94,COMPLETE
285,-0.0006823200659361225,2025-12-07 02:28:35.854358,2025-12-07 02:28:37.599906,0 days 00:00:01.745548,0.8960738412343899,0.022760982500195783,3,42,1051,71,1.0277507454709807,4.7259789986182295,0.6281971909173636,103,extensive,103,COMPLETE
286,-0.0024580089237956626,2025-12-07 02:28:37.600906,2025-12-07 02:28:39.483790,0 days 00:00:01.882884,0.8170587111723275,0.021667630221170454,3,45,2125,72,0.674919464045761,4.00983670412699,0.5476117776408752,103,extensive,103,COMPLETE
287,-0.13740162627430474,2025-12-07 02:28:39.484797,2025-12-07 02:28:42.259011,0 days 00:00:02.774214,0.8303417921466035,0.025229884574110656,3,41,1501,70,0.07597699398728364,3.7370962363717175,0.5574041038620535,115,extensive,115,COMPLETE
288,-0.0010927354523022255,2025-12-07 02:28:42.260009,2025-12-07 02:28:44.224805,0 days 00:00:01.964796,0.8588047628928199,0.01705211604719091,3,39,2321,77,0.8212291027029823,5.379791417885805,0.5426047157510189,93,extensive,93,COMPLETE
289,-0.0049776552373337335,2025-12-07 02:28:44.225803,2025-12-07 02:28:46.016741,0 days 00:00:01.790938,0.868349303040932,0.02031005364851603,3,42,606,72,0.5270745714333729,1.0128450086836849,0.5778034339829695,115,extensive,115,COMPLETE
290,-0.0005483573129230571,2025-12-07 02:28:46.018749,2025-12-07 02:28:47.727775,0 days 00:00:01.709026,0.8817405641743703,0.01803313344495599,3,45,676,73,0.9448076467912442,1.8195266334631581,0.5651579626434549,105,extensive,105,COMPLETE
291,-0.0004959849388589769,2025-12-07 02:28:47.728780,2025-12-07 02:28:49.445708,0 days 00:00:01.716928,0.8340867724830753,0.024313984208164847,3,47,882,76,0.7456758362064675,1.640957911988162,0.5321922031515323,117,extensive,117,COMPLETE
292,-0.0003256311971917188,2025-12-07 02:28:49.447718,2025-12-07 02:28:51.143071,0 days 00:00:01.695353,0.8493679980974168,0.04535573890055506,4,39,730,71,0.8928504594947758,4.854453804070947,0.5526441759760974,96,extensive,96,COMPLETE
293,-0.0024064872277135643,2025-12-07 02:28:51.144079,2025-12-07 02:28:52.850750,0 days 00:00:01.706671,0.8172067313081731,0.021360842470736743,4,29,632,69,0.6335808714929327,4.688797403580472,0.550756735642389,93,extensive,93,COMPLETE
294,-0.00024344733547047395,2025-12-07 02:28:52.852765,2025-12-07 02:28:54.517329,0 days 00:00:01.664564,0.8887756896471337,0.047786384979845976,4,40,788,71,0.8654087495237306,4.341800488199374,0.662618272335139,101,extensive,101,COMPLETE
295,-0.0016959626748823304,2025-12-07 02:28:54.518335,2025-12-07 02:28:56.216668,0 days 00:00:01.698333,0.8689067563079556,0.05161218624960637,4,40,990,67,0.8342099882688885,4.090382482250561,0.5567541790108921,94,extensive,94,COMPLETE
296,-0.002794888166277598,2025-12-07 02:28:56.218199,2025-12-07 02:28:58.026521,0 days 00:00:01.808322,0.6001551799207948,0.01597880055908746,4,43,1795,71,0.7345781566083854,5.037064333706814,0.671167204128114,102,extensive,102,COMPLETE
297,-0.0006993211049356832,2025-12-07 02:28:58.027529,2025-12-07 02:28:59.710609,0 days 00:00:01.683080,0.8842543370879846,0.03498007403363599,4,41,827,71,1.055051792102442,4.462831179801978,0.6434472336435906,89,extensive,89,COMPLETE
298,-0.0016559720935109083,2025-12-07 02:28:59.711606,2025-12-07 02:29:01.720964,0 days 00:00:02.009358,0.8591367210853025,0.04756620727466656,4,39,760,69,3.8735857648353775,6.93567823229616,0.6615582605198214,380,extensive,380,COMPLETE
299,-0.011773579548056615,2025-12-07 02:29:01.721963,2025-12-07 02:29:03.533780,0 days 00:00:01.811817,0.8272527297268818,0.04390631559806228,4,44,893,72,0.3908926379426726,5.788893204023263,0.5906421274135156,123,extensive,123,COMPLETE
