number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,params_selector__k,user_attrs_feature_level,user_attrs_top_k_features,state
171,-0.0053222726720461395,2025-12-07 02:00:17.096414,2025-12-07 02:00:19.009762,0 days 00:00:01.913348,743.9511688304033,10,extensive,10,COMPLETE
172,-1.8977934301373878,2025-12-07 02:00:19.010801,2025-12-07 02:00:20.872364,0 days 00:00:01.861563,589.1357588368058,166,extensive,166,COMPLETE
173,-0.007519530665025198,2025-12-07 02:00:20.873370,2025-12-07 02:00:22.742346,0 days 00:00:01.868976,376.72092050296766,8,extensive,8,COMPLETE
174,-0.03878338937778173,2025-12-07 02:00:22.743630,2025-12-07 02:00:24.645568,0 days 00:00:01.901938,978.8221966860094,20,extensive,20,COMPLETE
175,0.000809962897255286,2025-12-07 02:00:24.647134,2025-12-07 02:00:26.495545,0 days 00:00:01.848411,722.742464166688,1,extensive,1,COMPLETE
176,-0.00655076100708137,2025-12-07 02:00:26.497110,2025-12-07 02:00:28.290025,0 days 00:00:01.792915,515.4852833545882,12,extensive,12,COMPLETE
177,-0.047349801150533444,2025-12-07 02:00:28.291024,2025-12-07 02:00:30.093916,0 days 00:00:01.802892,996.6657520217212,26,extensive,26,COMPLETE
178,-0.007543673407177098,2025-12-07 02:00:30.094914,2025-12-07 02:00:31.972340,0 days 00:00:01.877426,349.5152850579432,10,extensive,10,COMPLETE
179,-0.030829104008671854,2025-12-07 02:00:31.973343,2025-12-07 02:00:33.909264,0 days 00:00:01.935921,710.9674517010412,18,extensive,18,COMPLETE
180,-0.11538569610531653,2025-12-07 02:00:33.910343,2025-12-07 02:00:35.678960,0 days 00:00:01.768617,241.34855681669055,33,extensive,33,COMPLETE
181,0.0008918150043330334,2025-12-07 02:00:35.680194,2025-12-07 02:00:37.493377,0 days 00:00:01.813183,988.7406391692596,1,extensive,1,COMPLETE
182,0.0015691361040496659,2025-12-07 02:00:37.494390,2025-12-07 02:00:39.396427,0 days 00:00:01.902037,557.9019927543044,2,extensive,2,COMPLETE
183,-0.006583548682254266,2025-12-07 02:00:39.397481,2025-12-07 02:00:41.447593,0 days 00:00:02.050112,523.0504471966836,9,extensive,9,COMPLETE
184,0.0016632905438307422,2025-12-07 02:00:41.448598,2025-12-07 02:00:43.427067,0 days 00:00:01.978469,692.2231369092505,2,extensive,2,COMPLETE
185,0.0007401136368793878,2025-12-07 02:00:43.428093,2025-12-07 02:00:45.396671,0 days 00:00:01.968578,575.9495329364622,1,extensive,1,COMPLETE
186,-0.03638597640148907,2025-12-07 02:00:45.397746,2025-12-07 02:00:47.343520,0 days 00:00:01.945774,416.7904576666332,17,extensive,17,COMPLETE
187,-0.04958926453525244,2025-12-07 02:00:47.344675,2025-12-07 02:00:49.327636,0 days 00:00:01.982961,747.9749859222285,23,extensive,23,COMPLETE
188,-0.007530223585644258,2025-12-07 02:00:49.328640,2025-12-07 02:00:51.243868,0 days 00:00:01.915228,351.44047734153804,10,extensive,10,COMPLETE
189,0.0007545158349917166,2025-12-07 02:00:51.245999,2025-12-07 02:00:53.275567,0 days 00:00:02.029568,602.7897436185,1,extensive,1,COMPLETE
190,-0.07956623395231317,2025-12-07 02:00:53.277235,2025-12-07 02:00:55.210153,0 days 00:00:01.932918,429.1799353986708,27,extensive,27,COMPLETE
191,0.0008263549148315175,2025-12-07 02:00:55.210660,2025-12-07 02:00:57.011235,0 days 00:00:01.800575,764.88816159082,1,extensive,1,COMPLETE
192,-0.006009314077902728,2025-12-07 02:00:57.013252,2025-12-07 02:00:58.711153,0 days 00:00:01.697901,746.5160269091346,14,extensive,14,COMPLETE
193,-0.006047434901636987,2025-12-07 02:00:58.712209,2025-12-07 02:01:00.361705,0 days 00:00:01.649496,552.2354473902795,11,extensive,11,COMPLETE
194,-0.11122576764101282,2025-12-07 02:01:00.362709,2025-12-07 02:01:02.027668,0 days 00:00:01.664959,0.0005605208207325656,19,extensive,19,COMPLETE
195,0.0008884366731350957,2025-12-07 02:01:02.028818,2025-12-07 02:01:03.644714,0 days 00:00:01.615896,973.8333599955118,1,extensive,1,COMPLETE
196,-0.005360920745608973,2025-12-07 02:01:03.645715,2025-12-07 02:01:05.294523,0 days 00:00:01.648808,735.4559280935199,10,extensive,10,COMPLETE
197,-2.908802029792401,2025-12-07 02:01:05.296376,2025-12-07 02:01:06.910417,0 days 00:00:01.614041,462.5830313626517,142,extensive,142,COMPLETE
198,-0.3186097901796298,2025-12-07 02:01:06.912429,2025-12-07 02:01:08.511316,0 days 00:00:01.598887,0.005407603573331367,28,extensive,28,COMPLETE
199,-0.008857518815943507,2025-12-07 02:01:08.512428,2025-12-07 02:01:10.242962,0 days 00:00:01.730534,288.02543388989324,16,extensive,16,COMPLETE
200,-0.004264101234606003,2025-12-07 02:01:10.242962,2025-12-07 02:01:11.932030,0 days 00:00:01.689068,964.0138908675157,8,extensive,8,COMPLETE
201,0.002997041822762355,2025-12-07 02:01:11.932030,2025-12-07 02:01:13.544918,0 days 00:00:01.612888,984.7332359692848,3,extensive,3,COMPLETE
202,-0.005854313027806442,2025-12-07 02:01:13.546001,2025-12-07 02:01:15.110216,0 days 00:00:01.564215,633.008441494619,10,extensive,10,COMPLETE
203,-0.03845891121450884,2025-12-07 02:01:15.111749,2025-12-07 02:01:16.831367,0 days 00:00:01.719618,992.8443411045589,20,extensive,20,COMPLETE
204,0.0008938256266647718,2025-12-07 02:01:16.832516,2025-12-07 02:01:18.511757,0 days 00:00:01.679241,997.8806724197236,1,extensive,1,COMPLETE
205,0.0015827239917684717,2025-12-07 02:01:18.512957,2025-12-07 02:01:20.181778,0 days 00:00:01.668821,575.3554301268088,2,extensive,2,COMPLETE
206,0.0007215676972857447,2025-12-07 02:01:20.182977,2025-12-07 02:01:21.814617,0 days 00:00:01.631640,543.419524445482,1,extensive,1,COMPLETE
207,-0.006060965734892713,2025-12-07 02:01:21.815733,2025-12-07 02:01:23.511039,0 days 00:00:01.695306,702.0053726598533,16,extensive,16,COMPLETE
208,-0.0843106327144512,2025-12-07 02:01:23.512042,2025-12-07 02:01:25.179476,0 days 00:00:01.667434,414.85817267768186,37,extensive,37,COMPLETE
209,-0.05758611575975318,2025-12-07 02:01:25.180481,2025-12-07 02:01:26.746944,0 days 00:00:01.566463,633.860827867968,25,extensive,25,COMPLETE
210,-0.006919648418309092,2025-12-07 02:01:26.747943,2025-12-07 02:01:28.462204,0 days 00:00:01.714261,453.9673155926368,12,extensive,12,COMPLETE
211,0.0008118609229907925,2025-12-07 02:01:28.463498,2025-12-07 02:01:30.094763,0 days 00:00:01.631265,727.4330931214275,1,extensive,1,COMPLETE
212,-0.005383331339144777,2025-12-07 02:01:30.095766,2025-12-07 02:01:31.731215,0 days 00:00:01.635449,735.6466615629436,9,extensive,9,COMPLETE
213,-0.004297451352777111,2025-12-07 02:01:31.731720,2025-12-07 02:01:33.262532,0 days 00:00:01.530812,999.4087683730137,10,extensive,10,COMPLETE
214,0.0007414209868833455,2025-12-07 02:01:33.263613,2025-12-07 02:01:34.761308,0 days 00:00:01.497695,578.3260786214787,1,extensive,1,COMPLETE
215,-0.0387282185347401,2025-12-07 02:01:34.762760,2025-12-07 02:01:36.330033,0 days 00:00:01.567273,981.1906753899417,20,extensive,20,COMPLETE
216,-2.6577002580453644,2025-12-07 02:01:36.331040,2025-12-07 02:01:38.111606,0 days 00:00:01.780566,509.70962004532953,418,extensive,418,COMPLETE
217,-0.03856040802826044,2025-12-07 02:01:38.113017,2025-12-07 02:01:39.713014,0 days 00:00:01.599997,329.4311347338173,18,extensive,18,COMPLETE
218,-0.00537178350526583,2025-12-07 02:01:39.714288,2025-12-07 02:01:41.346342,0 days 00:00:01.632054,737.9399779930002,9,extensive,9,COMPLETE
219,0.0008050156632410562,2025-12-07 02:01:41.348113,2025-12-07 02:01:42.980444,0 days 00:00:01.632331,2.568787228254893,2,extensive,2,COMPLETE
220,-0.07194649692356692,2025-12-07 02:01:42.981449,2025-12-07 02:01:44.611299,0 days 00:00:01.629850,524.9495546830843,29,extensive,29,COMPLETE
221,0.0008319166932682457,2025-12-07 02:01:44.611804,2025-12-07 02:01:46.161806,0 days 00:00:01.550002,780.1004660795007,1,extensive,1,COMPLETE
222,0.0008795037896957014,2025-12-07 02:01:46.162810,2025-12-07 02:01:47.813488,0 days 00:00:01.650678,936.8355647944901,1,extensive,1,COMPLETE
223,-0.004428192045930923,2025-12-07 02:01:47.815601,2025-12-07 02:01:49.528591,0 days 00:00:01.712990,976.2560878431495,12,extensive,12,COMPLETE
224,-0.03212071408025948,2025-12-07 02:01:49.529591,2025-12-07 02:01:51.149597,0 days 00:00:01.620006,637.5728825625138,18,extensive,18,COMPLETE
225,0.0006321912266863405,2025-12-07 02:01:51.150703,2025-12-07 02:01:52.712802,0 days 00:00:01.562099,411.10717882549176,1,extensive,1,COMPLETE
226,-0.0059186953528790704,2025-12-07 02:01:52.713627,2025-12-07 02:01:54.313669,0 days 00:00:01.600042,984.4185529697511,13,extensive,13,COMPLETE
227,-0.005698386986943027,2025-12-07 02:01:54.314779,2025-12-07 02:01:55.912111,0 days 00:00:01.597332,675.0900970936761,9,extensive,9,COMPLETE
228,-0.0577688340824812,2025-12-07 02:01:55.912111,2025-12-07 02:01:57.481266,0 days 00:00:01.569155,564.6677855111238,22,extensive,22,COMPLETE
229,0.0008039614954579166,2025-12-07 02:01:57.482271,2025-12-07 02:01:59.011842,0 days 00:00:01.529571,708.2102967569848,1,extensive,1,COMPLETE
230,-0.004087566611254497,2025-12-07 02:01:59.012846,2025-12-07 02:02:00.630622,0 days 00:00:01.617776,997.3784596597693,11,extensive,11,COMPLETE
231,-0.004854128631266256,2025-12-07 02:02:00.631861,2025-12-07 02:02:02.298239,0 days 00:00:01.666378,846.6893952915195,9,extensive,9,COMPLETE
232,0.0008192022383252858,2025-12-07 02:02:02.299242,2025-12-07 02:02:03.932758,0 days 00:00:01.633516,746.0295073468874,1,extensive,1,COMPLETE
233,0.0006895670093122938,2025-12-07 02:02:03.932758,2025-12-07 02:02:05.497497,0 days 00:00:01.564739,491.89163873056776,1,extensive,1,COMPLETE
234,-0.047276907616671617,2025-12-07 02:02:05.499174,2025-12-07 02:02:07.035534,0 days 00:00:01.536360,745.4561682753838,19,extensive,19,COMPLETE
235,-0.004360115350043732,2025-12-07 02:02:07.036606,2025-12-07 02:02:08.662929,0 days 00:00:01.626323,981.8889316908594,10,extensive,10,COMPLETE
236,0.0008924613067412546,2025-12-07 02:02:08.664519,2025-12-07 02:02:10.357784,0 days 00:00:01.693265,991.6560755806079,1,extensive,1,COMPLETE
237,-0.1629191708277887,2025-12-07 02:02:10.358790,2025-12-07 02:02:12.456877,0 days 00:00:02.098087,0.5807334691874856,25,extensive,25,COMPLETE
238,-0.03443972325943142,2025-12-07 02:02:12.457884,2025-12-07 02:02:14.203042,0 days 00:00:01.745158,508.04869143623694,17,extensive,17,COMPLETE
239,-2.6473464998621723,2025-12-07 02:02:14.204049,2025-12-07 02:02:15.997207,0 days 00:00:01.793158,423.78530825713,344,extensive,344,COMPLETE
240,-0.005714853345696584,2025-12-07 02:02:15.998720,2025-12-07 02:02:17.868273,0 days 00:00:01.869553,614.9122552199574,11,extensive,11,COMPLETE
241,0.0008853360579410922,2025-12-07 02:02:17.869277,2025-12-07 02:02:19.712029,0 days 00:00:01.842752,960.6139708009091,1,extensive,1,COMPLETE
242,-0.004275398895837094,2025-12-07 02:02:19.713034,2025-12-07 02:02:21.592390,0 days 00:00:01.879356,984.2325887596759,9,extensive,9,COMPLETE
243,-0.005591888899191821,2025-12-07 02:02:21.593389,2025-12-07 02:02:23.292361,0 days 00:00:01.698972,695.1372419685044,9,extensive,9,COMPLETE
244,0.0008147818118120487,2025-12-07 02:02:23.293357,2025-12-07 02:02:24.987583,0 days 00:00:01.694226,734.7440721935715,1,extensive,1,COMPLETE
245,0.0008940377046509443,2025-12-07 02:02:24.989585,2025-12-07 02:02:26.755274,0 days 00:00:01.765689,998.856989556153,1,extensive,1,COMPLETE
246,-0.03408027767538243,2025-12-07 02:02:26.756277,2025-12-07 02:02:28.457284,0 days 00:00:01.701007,534.3617233850387,18,extensive,18,COMPLETE
247,-0.005401656124777092,2025-12-07 02:02:28.458287,2025-12-07 02:02:30.179108,0 days 00:00:01.720821,726.57973821914,10,extensive,10,COMPLETE
248,-0.06463195780614395,2025-12-07 02:02:30.180113,2025-12-07 02:02:31.869727,0 days 00:00:01.689614,365.93528011331875,19,extensive,19,COMPLETE
249,-82.42812945806112,2025-12-07 02:02:31.870728,2025-12-07 02:02:33.529588,0 days 00:00:01.658860,33.0484949228488,188,extensive,188,COMPLETE
250,0.0007350120762927107,2025-12-07 02:02:33.530568,2025-12-07 02:02:35.157453,0 days 00:00:01.626885,566.7843743636644,1,extensive,1,COMPLETE
251,-0.0048669375899580425,2025-12-07 02:02:35.158458,2025-12-07 02:02:36.751253,0 days 00:00:01.592795,796.212627858853,11,extensive,11,COMPLETE
252,-0.04779874132233745,2025-12-07 02:02:36.752258,2025-12-07 02:02:38.391294,0 days 00:00:01.639036,983.4795974289055,26,extensive,26,COMPLETE
253,-0.00783846086345219,2025-12-07 02:02:38.392293,2025-12-07 02:02:40.119517,0 days 00:00:01.727224,518.4364397675222,15,extensive,15,COMPLETE
254,-0.0931498071554741,2025-12-07 02:02:40.120522,2025-12-07 02:02:41.948563,0 days 00:00:01.828041,332.2270125704735,32,extensive,32,COMPLETE
255,0.000781061853538397,2025-12-07 02:02:41.950216,2025-12-07 02:02:43.856402,0 days 00:00:01.906186,656.5088808167134,1,extensive,1,COMPLETE
256,-0.5071929637796955,2025-12-07 02:02:43.857407,2025-12-07 02:02:45.783523,0 days 00:00:01.926116,991.3375457483742,461,extensive,461,COMPLETE
257,-0.007076660504553837,2025-12-07 02:02:45.784528,2025-12-07 02:02:47.550386,0 days 00:00:01.765858,419.1355287336787,10,extensive,10,COMPLETE
258,-0.04678164964239129,2025-12-07 02:02:47.551390,2025-12-07 02:02:49.284286,0 days 00:00:01.732896,693.3674795881328,20,extensive,20,COMPLETE
259,-0.006118471938262833,2025-12-07 02:02:49.285285,2025-12-07 02:02:51.058098,0 days 00:00:01.772813,599.8784860226025,9,extensive,9,COMPLETE
260,0.0008939188783288291,2025-12-07 02:02:51.060101,2025-12-07 02:02:52.724410,0 days 00:00:01.664309,998.3096704399952,1,extensive,1,COMPLETE
261,-0.0756834289849632,2025-12-07 02:02:52.725415,2025-12-07 02:02:54.347894,0 days 00:00:01.622479,470.1261853110439,27,extensive,27,COMPLETE
262,-0.04002633376472361,2025-12-07 02:02:54.348896,2025-12-07 02:02:56.049489,0 days 00:00:01.700593,264.98094730420064,17,extensive,17,COMPLETE
263,0.000821797767829017,2025-12-07 02:02:56.049997,2025-12-07 02:02:57.813661,0 days 00:00:01.763664,752.7849927999127,1,extensive,1,COMPLETE
264,0.0008145419225165836,2025-12-07 02:02:57.814666,2025-12-07 02:02:59.440698,0 days 00:00:01.626032,734.1393270908891,1,extensive,1,COMPLETE
265,-0.007372079802612415,2025-12-07 02:02:59.441699,2025-12-07 02:03:01.057432,0 days 00:00:01.615733,384.0051720123865,12,extensive,12,COMPLETE
266,-0.05060731450103347,2025-12-07 02:03:01.058438,2025-12-07 02:03:02.819549,0 days 00:00:01.761111,589.3523675602179,20,extensive,20,COMPLETE
267,-0.004300522147247817,2025-12-07 02:03:02.820553,2025-12-07 02:03:04.519649,0 days 00:00:01.699096,998.5436316195436,10,extensive,10,COMPLETE
268,-0.45570654344426514,2025-12-07 02:03:04.520653,2025-12-07 02:03:06.234680,0 days 00:00:01.714027,0.1998418007103266,33,extensive,33,COMPLETE
269,0.0008936479991524804,2025-12-07 02:03:06.239719,2025-12-07 02:03:07.905579,0 days 00:00:01.665860,997.0647772595596,1,extensive,1,COMPLETE
270,0.0006912622996749033,2025-12-07 02:03:07.906158,2025-12-07 02:03:09.611734,0 days 00:00:01.705576,494.4907970879476,1,extensive,1,COMPLETE
271,-0.045263915318327075,2025-12-07 02:03:09.612738,2025-12-07 02:03:11.359119,0 days 00:00:01.746381,739.759252731375,20,extensive,20,COMPLETE
272,-0.004105728718409862,2025-12-07 02:03:11.360124,2025-12-07 02:03:12.963713,0 days 00:00:01.603589,992.2296692133508,11,extensive,11,COMPLETE
273,-0.06849928049104163,2025-12-07 02:03:12.964716,2025-12-07 02:03:14.651719,0 days 00:00:01.687003,563.3689311529047,26,extensive,26,COMPLETE
274,-0.007451442715593319,2025-12-07 02:03:14.652723,2025-12-07 02:03:16.404349,0 days 00:00:01.751626,327.82105892070143,11,extensive,11,COMPLETE
275,-0.08189530911809643,2025-12-07 02:03:16.405354,2025-12-07 02:03:18.149547,0 days 00:00:01.744193,698.021023892787,114,extensive,114,COMPLETE
276,0.0008935207823721111,2025-12-07 02:03:18.150057,2025-12-07 02:03:19.887647,0 days 00:00:01.737590,996.4814519339129,1,extensive,1,COMPLETE
277,-0.036228303046975364,2025-12-07 02:03:19.888650,2025-12-07 02:03:21.598905,0 days 00:00:01.710255,423.90129267405604,17,extensive,17,COMPLETE
278,0.0008126230215420582,2025-12-07 02:03:21.599410,2025-12-07 02:03:23.318567,0 days 00:00:01.719157,729.3296989816569,1,extensive,1,COMPLETE
279,-0.006381761059365942,2025-12-07 02:03:23.319571,2025-12-07 02:03:25.027620,0 days 00:00:01.708049,534.46203049135,10,extensive,10,COMPLETE
280,-0.45317203454219973,2025-12-07 02:03:25.028761,2025-12-07 02:03:26.774887,0 days 00:00:01.746126,0.026549240449033732,37,extensive,37,COMPLETE
281,-0.08422366518774689,2025-12-07 02:03:26.775892,2025-12-07 02:03:28.459097,0 days 00:00:01.683205,245.72953068161164,24,extensive,24,COMPLETE
282,-0.004349534918874058,2025-12-07 02:03:28.460600,2025-12-07 02:03:30.021457,0 days 00:00:01.560857,998.0135405292732,12,extensive,12,COMPLETE
283,0.000811933763020467,2025-12-07 02:03:30.022461,2025-12-07 02:03:31.913254,0 days 00:00:01.890793,727.6140375843484,1,extensive,1,COMPLETE
284,-0.03612913041521978,2025-12-07 02:03:31.914259,2025-12-07 02:03:33.935618,0 days 00:00:02.021359,435.73907436104423,18,extensive,18,COMPLETE
285,-0.006119336344745337,2025-12-07 02:03:33.935618,2025-12-07 02:03:35.805655,0 days 00:00:01.870037,582.1879748305896,10,extensive,10,COMPLETE
286,0.0008175122093657672,2025-12-07 02:03:35.806826,2025-12-07 02:03:37.622129,0 days 00:00:01.815303,741.6826873946422,1,extensive,1,COMPLETE
287,-0.0916991300040435,2025-12-07 02:03:37.623271,2025-12-07 02:03:39.203087,0 days 00:00:01.579816,359.1947757002765,30,extensive,30,COMPLETE
288,-0.04065989675840246,2025-12-07 02:03:39.204096,2025-12-07 02:03:40.672069,0 days 00:00:01.467973,978.2513823575878,19,extensive,19,COMPLETE
289,-0.005977374162071854,2025-12-07 02:03:40.672580,2025-12-07 02:03:42.285953,0 days 00:00:01.613373,609.0687488184618,10,extensive,10,COMPLETE
290,-0.0067360604293054864,2025-12-07 02:03:42.287093,2025-12-07 02:03:43.919373,0 days 00:00:01.632280,499.1710134217292,9,extensive,9,COMPLETE
291,-0.1560512071765273,2025-12-07 02:03:43.919373,2025-12-07 02:03:45.555729,0 days 00:00:01.636356,744.145535548357,131,extensive,131,COMPLETE
292,-0.042722943173840254,2025-12-07 02:03:45.556734,2025-12-07 02:03:47.135239,0 days 00:00:01.578505,996.1518854330723,24,extensive,24,COMPLETE
293,0.00016580697497185307,2025-12-07 02:03:47.136239,2025-12-07 02:03:48.869726,0 days 00:00:01.733487,16.686169449343353,1,extensive,1,COMPLETE
294,-0.039207384218035234,2025-12-07 02:03:48.870729,2025-12-07 02:03:50.623249,0 days 00:00:01.752520,297.18355820560504,17,extensive,17,COMPLETE
295,0.0007276160719999295,2025-12-07 02:03:50.631256,2025-12-07 02:03:52.303650,0 days 00:00:01.672394,553.7937946019988,1,extensive,1,COMPLETE
296,-0.005307666105393238,2025-12-07 02:03:52.305667,2025-12-07 02:03:53.888315,0 days 00:00:01.582648,747.1807787371055,10,extensive,10,COMPLETE
297,-0.13546685312666082,2025-12-07 02:03:53.889321,2025-12-07 02:03:55.436687,0 days 00:00:01.547366,205.4673082226749,39,extensive,39,COMPLETE
298,-0.08295728543259469,2025-12-07 02:03:55.437853,2025-12-07 02:03:56.981640,0 days 00:00:01.543787,399.244356745558,26,extensive,26,COMPLETE
299,-0.3646598933336893,2025-12-07 02:03:56.981640,2025-12-07 02:03:58.620122,0 days 00:00:01.638482,752.5796088683154,231,extensive,231,COMPLETE
