number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
0,-0.0016559721404409238,2025-12-07 18:51:43.320208,2025-12-07 18:51:54.530590,0 days 00:00:11.210382,0.659195090518222,0.0018410729205738682,5,20,792,4.330880728874676,0.1360354613611808,0.7391963650868432,extensive,COMPLETE
1,-0.008256042854008458,2025-12-07 18:51:54.530590,2025-12-07 18:52:16.014590,0 days 00:00:21.484000,0.8819459112971966,0.025959425503112647,7,15,1007,0.9170225492671691,0.2620503255096255,0.31235069657748143,extensive,COMPLETE
