number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
0,-0.0016559721242364045,2025-12-07 18:49:13.322229,2025-12-07 18:49:16.278696,0 days 00:00:02.956467,0.0074593432857265485,extensive,COMPLETE
1,-0.0016559721242364045,2025-12-07 18:49:16.283230,2025-12-07 18:49:18.823711,0 days 00:00:02.540481,5.669849511478847,extensive,COMPLETE
