number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
0,-1336518.217142487,2025-12-07 18:48:51.178486,2025-12-07 18:48:53.843155,0 days 00:00:02.664669,0.041858227295469716,advanced,COMPLETE
1,-26683.416468970627,2025-12-07 18:48:53.849954,2025-12-07 18:48:56.694380,0 days 00:00:02.844426,451.85609510240965,advanced,COMPLETE
