number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
0,-33263030.52011223,2025-12-07 18:48:56.703616,2025-12-07 18:49:00.424935,0 days 00:00:03.721319,0.041858227295469716,extensive,COMPLETE
1,-9823.040330334594,2025-12-07 18:49:00.430538,2025-12-07 18:49:03.640684,0 days 00:00:03.210146,451.85609510240965,extensive,COMPLETE
