number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
0,-0.0016559721242364045,2025-12-07 18:49:04.104788,2025-12-07 18:49:04.260688,0 days 00:00:00.155900,0.0074593432857265485,simple,COMPLETE
1,-0.0016559721242364045,2025-12-07 18:49:04.265691,2025-12-07 18:49:04.526441,0 days 00:00:00.260750,5.669849511478847,simple,COMPLETE
