number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
0,-29.060330059634044,2025-12-07 18:47:59.786846,2025-12-07 18:48:02.874701,0 days 00:00:03.087855,simple2,COMPLETE
1,-29.060330059634044,2025-12-07 18:48:02.879751,2025-12-07 18:48:05.287286,0 days 00:00:02.407535,simple2,COMPLETE
