number,value,datetime_start,datetime_complete,duration,params_enet_alpha,params_enet_l1_ratio,user_attrs_feature_level,state
0,-0.025520067162627447,2025-12-07 18:49:20.718946,2025-12-07 18:49:22.893761,0 days 00:00:02.174815,0.00031489116479568613,0.9507143064099162,medium,COMPLETE
1,-0.0016559721242364045,2025-12-07 18:49:22.897940,2025-12-07 18:49:24.761824,0 days 00:00:01.863884,0.008471801418819975,0.5986584841970366,medium,COMPLETE
