number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
23,-0.000422081442561469,2025-12-04 19:45:21.655573,2025-12-04 19:46:25.214876,0 days 00:01:03.559303,0.4550042873565994,0.0014870851012272238,8,3,3436,1.3441476540940918,8.960020836291921,0.6784037351341254,extensive,COMPLETE
24,-0.0009493764443306111,2025-12-04 19:46:25.215874,2025-12-04 19:46:52.376423,0 days 00:00:27.160549,0.4533305973700009,0.005230643823754551,7,1,3569,2.0333507582025057,7.435000884393246,0.7203734668018497,medium,COMPLETE
25,-0.0008461523845672373,2025-12-04 19:46:52.378424,2025-12-04 19:47:45.865300,0 days 00:00:53.486876,0.30385393402144706,0.0013976577861803112,9,3,3286,1.48171281169021,11.839450420223303,0.7932880902849423,advanced,COMPLETE
26,-0.014377894450895953,2025-12-04 19:47:45.866300,2025-12-04 19:50:23.916510,0 days 00:02:38.050210,0.35259549166026094,0.002670553261734134,8,5,3419,0.5649595273128221,3.167506345730143,0.5936470791253672,extensive,COMPLETE
27,-0.0009470627425554786,2025-12-04 19:50:23.917510,2025-12-04 19:50:43.099957,0 days 00:00:19.182447,0.4430206659862206,0.0014333084262816832,7,2,2434,3.1206492325909077,1.0901855465036632,0.6781296696270194,medium,COMPLETE
28,-0.0009470627425554786,2025-12-04 19:50:43.101460,2025-12-04 19:51:19.761675,0 days 00:00:36.660215,0.5321297657311508,0.002187453216745278,10,8,3013,2.335606217255968,8.495925993099613,0.7734890707910653,advanced,COMPLETE
29,-0.0009179255999546646,2025-12-04 19:51:19.762246,2025-12-04 19:52:08.613771,0 days 00:00:48.851525,0.33875470903264737,0.0014076263404857355,6,5,3713,1.7160190803633228,14.53687417782185,0.7053770092050519,extensive,COMPLETE
30,-0.0009470627425554786,2025-12-04 19:52:08.615772,2025-12-04 19:52:33.829485,0 days 00:00:25.213713,0.38101735729819225,0.00357286842515305,9,9,3423,2.9315495422632063,0.1254174428157919,0.6034492147166468,medium,COMPLETE
31,-0.0007718085642135867,2025-12-04 19:52:33.830489,2025-12-04 19:53:44.984996,0 days 00:01:11.154507,0.39549574089157735,0.0018565549644282992,8,3,3974,1.2723530293274286,4.200461603097126,0.6504105777510252,advanced,COMPLETE
32,-0.0007322141361423284,2025-12-04 19:53:44.986499,2025-12-04 19:55:10.535587,0 days 00:01:25.549088,0.4705902932686574,0.0018590716648292458,8,2,3985,1.2445172550224832,6.8714971333017365,0.7529904551250473,extensive,COMPLETE
33,-0.010865378115824406,2025-12-04 19:55:10.537091,2025-12-04 19:57:36.851462,0 days 00:02:26.314371,0.43097873443282053,0.0012992535202811823,7,5,3760,0.3440755833986744,9.785080343709723,0.6327189193673565,medium,COMPLETE
34,-0.005964483410230555,2025-12-04 19:57:36.852463,2025-12-04 19:59:28.921689,0 days 00:01:52.069226,0.3697346265094217,0.0022133821603946067,7,2,3480,0.7653946523569894,0.2249567115874426,0.5562553709229584,advanced,COMPLETE
35,-0.00044570234623727184,2025-12-04 19:59:28.922689,2025-12-04 19:59:57.228647,0 days 00:00:28.305958,0.4854838587098457,0.0030282278090897788,4,4,1314,1.1483228870322568,14.679309267709332,0.6776099617878936,extensive,COMPLETE
36,-0.0009470627425554786,2025-12-04 19:59:57.230650,2025-12-04 20:00:09.161903,0 days 00:00:11.931253,0.49252037285174327,0.003059611898931616,4,4,1390,4.0663367595425175,19.86045668295125,0.49765819830545566,medium,COMPLETE
37,-0.0009548189622498408,2025-12-04 20:00:09.162904,2025-12-04 20:00:22.589703,0 days 00:00:13.426799,0.5674901600575579,0.00641135794353046,4,6,858,1.9378942712500395,13.940706870809812,0.6964205351622753,advanced,COMPLETE
38,-0.00018227353437653507,2025-12-04 20:00:22.591709,2025-12-04 20:00:32.079555,0 days 00:00:09.487846,0.47066932409466267,0.0035877851324643125,4,1,210,0.9687044683877986,2.590962043295184,0.8187263961202348,extensive,COMPLETE
39,-0.009073508888963078,2025-12-04 20:00:32.080555,2025-12-04 20:00:59.711360,0 days 00:00:27.630805,0.6388527137049204,0.005498833951977125,4,1,1495,0.7426647005374469,2.7040776236785105,0.8331716140575977,medium,COMPLETE
40,-7.259570806668798e-05,2025-12-04 20:00:59.713362,2025-12-04 20:01:09.772822,0 days 00:00:10.059460,0.47510046513859067,0.0037365192776165415,4,2,272,0.9965129874706948,1.7371639265996512,0.8604791116202523,advanced,COMPLETE
41,-0.0005599894961301569,2025-12-04 20:01:09.774822,2025-12-04 20:01:32.377069,0 days 00:00:22.602247,0.48715613835661886,0.0037991818765202674,4,2,771,0.9342971349481257,1.6891656691320522,0.8349645151481407,extensive,COMPLETE
