number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feature_level,state
88,-0.000742282560095305,2025-12-04 19:25:58.658641,2025-12-04 19:26:04.458118,0 days 00:00:05.799477,0.6105325667260876,0.01912745025470213,5,40,597,22,0.9316725401714914,0.5502129677392034,0.9940180441743305,advanced,COMPLETE
89,-0.0002853762140145137,2025-12-04 19:26:04.459118,2025-12-04 19:26:12.781442,0 days 00:00:08.322324,0.5827027616864096,0.023308851786061062,6,33,1170,35,1.2122449064905325,0.356237180669784,0.9428219142443294,extensive,COMPLETE
90,-0.03390565183661557,2025-12-04 19:26:12.782944,2025-12-04 19:26:18.601931,0 days 00:00:05.818987,0.5721651739383802,0.022991708243749527,4,32,1162,34,0.4721811000340801,0.32538456350020534,0.9410801248606181,medium,COMPLETE
91,-0.0002852803475457873,2025-12-04 19:26:18.602931,2025-12-04 19:26:27.163074,0 days 00:00:08.560143,0.5900796170279048,0.014075419328896173,6,44,1456,27,1.1684840144129223,0.2145051914270694,0.9271017158518271,advanced,COMPLETE
92,-0.000252376299412956,2025-12-04 19:26:27.165074,2025-12-04 19:26:36.420400,0 days 00:00:09.255326,0.5977585510879013,0.01284637924372569,6,33,1456,25,1.2017550839358209,0.2462498424450079,0.9190414218758105,extensive,COMPLETE
93,-0.0008276768431201287,2025-12-04 19:26:36.421403,2025-12-04 19:26:41.360353,0 days 00:00:04.938950,0.5956481509357106,0.010516120232797108,6,34,1467,26,1.2081191471080646,0.25064174338933315,0.9553952102252844,medium,COMPLETE
94,-0.0008619747542876569,2025-12-04 19:26:41.362858,2025-12-04 19:26:50.111722,0 days 00:00:08.748864,0.6011252019423687,0.012705989308191052,5,41,1561,16,1.4326285771077507,0.2072461476794914,0.8857335679514581,advanced,COMPLETE
95,-0.004179389927672379,2025-12-04 19:26:50.112725,2025-12-04 19:27:02.872662,0 days 00:00:12.759937,0.9995534801234836,0.01374807311655484,6,28,1650,36,0.8340123936571823,0.1596367576904918,0.9071665287294933,extensive,COMPLETE
96,-0.0009470627455911244,2025-12-04 19:27:02.874667,2025-12-04 19:27:07.218702,0 days 00:00:04.344035,0.5002679941707739,0.0144204512072354,6,37,1302,28,1.9110069051721594,0.35592649478342614,0.8893188259856059,medium,COMPLETE
97,-0.0010107196932984674,2025-12-04 19:27:07.219701,2025-12-04 19:27:16.479437,0 days 00:00:09.259736,0.5469239901600438,0.011029361291728056,7,59,1728,39,1.6371963573613162,0.27231461740178364,0.9477293593882228,advanced,COMPLETE
98,-5.9150400250396196e-05,2025-12-04 19:27:16.481436,2025-12-04 19:27:25.135690,0 days 00:00:08.654254,0.7699333969734843,0.007723770512341078,5,33,1116,41,1.1403810592329853,0.1870177942011048,0.9217127882130903,extensive,COMPLETE
99,-0.0010263813111974034,2025-12-04 19:27:25.136691,2025-12-04 19:27:30.183703,0 days 00:00:05.047012,0.7712886213937887,0.0074829747836255575,4,28,1450,34,1.3659428855182814,0.20329107163068524,0.9176090570373555,medium,COMPLETE
