number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
62,-0.0016562486744637155,2025-12-08 15:38:39.556200,2025-12-08 15:38:52.162068,0 days 00:00:12.605868,0.44936067446116124,0.046087371295046635,10,14,3202,1.7590114262696017,0.20684065610197988,0.4120470583030797,extensive,final,xgb,pca_hybrid,True,COMPLETE
63,-0.0024064142317143933,2025-12-08 15:38:52.163288,2025-12-08 15:38:57.629538,0 days 00:00:05.466250,0.774264817509182,0.028103968982398173,9,12,1281,1.0432984670567738,0.30222836841167067,0.38170409812523093,extensive,final,xgb,pca_hybrid,True,COMPLETE
64,-0.0016559721404409238,2025-12-08 15:38:57.629538,2025-12-08 15:39:12.865124,0 days 00:00:15.235586,0.8455688898737732,0.016705061693814124,8,13,3957,3.0380717233752037,0.10779869980726015,0.32736148714738345,extensive,final,xgb,pca_hybrid,True,COMPLETE
65,-0.001664116112002419,2025-12-08 15:39:12.865407,2025-12-08 15:39:22.830354,0 days 00:00:09.964947,0.39222690522143233,0.0031992863672610093,3,15,2568,1.4703192925775612,4.33229370166404,0.500102283983674,extensive,final,xgb,pca_hybrid,True,COMPLETE
66,-0.0016559721404409238,2025-12-08 15:39:22.831651,2025-12-08 15:39:25.973494,0 days 00:00:03.141843,0.32608941438785144,0.011247853126474836,6,10,745,2.091941855045166,1.2361513747331876,0.47216695709953027,extensive,final,xgb,pca_hybrid,True,COMPLETE
67,-0.0016559721404409238,2025-12-08 15:39:25.975187,2025-12-08 15:39:38.264888,0 days 00:00:12.289701,0.49232251060212673,0.002381040165366887,5,14,3190,4.2979071233782475,11.810670581467033,0.6067333716168054,extensive,final,xgb,pca_hybrid,True,COMPLETE
68,-0.0016559721404409238,2025-12-08 15:39:38.266106,2025-12-08 15:39:52.379497,0 days 00:00:14.113391,0.4771918862457032,0.0027310420610161153,4,16,3650,4.035092953074799,0.16905170147647836,0.8976119681956147,extensive,final,xgb,pca_hybrid,True,COMPLETE
69,-0.0016559721404409238,2025-12-08 15:39:52.381506,2025-12-08 15:39:59.799101,0 days 00:00:07.417595,0.898964668043589,0.03863743636482333,7,15,1886,4.512877389980537,0.12684194898321097,0.43224297542996076,extensive,final,xgb,pca_hybrid,True,COMPLETE
70,-0.0018425728543748725,2025-12-08 15:39:59.800198,2025-12-08 15:40:02.947507,0 days 00:00:03.147309,0.7437201199423713,0.007091949795990456,9,11,522,0.7745565551096861,15.397650069318225,0.35443767830635803,extensive,final,xgb,pca_hybrid,True,COMPLETE
71,-0.0016559721404409238,2025-12-08 15:40:02.948031,2025-12-08 15:40:11.881659,0 days 00:00:08.933628,0.41787574109069614,0.0019463173559715321,3,4,2246,2.4941677894520202,0.3896704694862334,0.6619774087424988,extensive,final,xgb,pca_hybrid,True,COMPLETE
