number,value,datetime_start,datetime_complete,duration,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
166,-20985.84046261681,2025-12-08 12:34:03.542460,2025-12-08 12:34:04.945226,0 days 00:00:01.402766,extensive,final,ols,pca_hybrid,True,COMPLETE
167,-20387.436233984274,2025-12-08 12:34:04.946731,2025-12-08 12:34:06.331600,0 days 00:00:01.384869,extensive,final,ols,pca_hybrid,True,COMPLETE
168,-20750.751518887515,2025-12-08 12:34:06.331600,2025-12-08 12:34:07.678097,0 days 00:00:01.346497,extensive,final,ols,pca_hybrid,True,COMPLETE
169,-20496.622935760603,2025-12-08 12:34:07.678864,2025-12-08 12:34:09.010598,0 days 00:00:01.331734,extensive,final,ols,pca_hybrid,True,COMPLETE
170,-20097.23316407861,2025-12-08 12:34:09.011702,2025-12-08 12:34:10.400698,0 days 00:00:01.388996,extensive,final,ols,pca_hybrid,True,COMPLETE
171,-20672.845654432673,2025-12-08 12:34:10.400698,2025-12-08 12:34:11.835909,0 days 00:00:01.435211,extensive,final,ols,pca_hybrid,True,COMPLETE
172,-20655.484399860365,2025-12-08 12:34:11.835909,2025-12-08 12:34:13.253853,0 days 00:00:01.417944,extensive,final,ols,pca_hybrid,True,COMPLETE
173,-20774.754394025964,2025-12-08 12:34:13.253853,2025-12-08 12:34:14.643142,0 days 00:00:01.389289,extensive,final,ols,pca_hybrid,True,COMPLETE
174,-20176.281221504218,2025-12-08 12:34:14.644227,2025-12-08 12:34:15.870022,0 days 00:00:01.225795,extensive,final,ols,pca_hybrid,True,COMPLETE
175,-20470.57851275557,2025-12-08 12:34:15.870022,2025-12-08 12:34:17.237710,0 days 00:00:01.367688,extensive,final,ols,pca_hybrid,True,COMPLETE
176,-19773.892434104197,2025-12-08 12:34:17.237710,2025-12-08 12:34:18.611249,0 days 00:00:01.373539,extensive,final,ols,pca_hybrid,True,COMPLETE
177,-21208.556337438753,2025-12-08 12:34:18.611249,2025-12-08 12:34:19.966670,0 days 00:00:01.355421,extensive,final,ols,pca_hybrid,True,COMPLETE
178,-19871.567194715106,2025-12-08 12:34:19.967671,2025-12-08 12:34:21.409371,0 days 00:00:01.441700,extensive,final,ols,pca_hybrid,True,COMPLETE
179,-20302.894021573196,2025-12-08 12:34:21.410374,2025-12-08 12:34:22.789326,0 days 00:00:01.378952,extensive,final,ols,pca_hybrid,True,COMPLETE
180,-20858.264864651996,2025-12-08 12:34:22.789326,2025-12-08 12:34:24.126980,0 days 00:00:01.337654,extensive,final,ols,pca_hybrid,True,COMPLETE
181,-20455.15606600785,2025-12-08 12:34:24.127980,2025-12-08 12:34:25.481669,0 days 00:00:01.353689,extensive,final,ols,pca_hybrid,True,COMPLETE
182,-19898.858690023153,2025-12-08 12:34:25.481669,2025-12-08 12:34:26.851690,0 days 00:00:01.370021,extensive,final,ols,pca_hybrid,True,COMPLETE
183,-21143.768113372553,2025-12-08 12:34:26.851690,2025-12-08 12:34:28.208738,0 days 00:00:01.357048,extensive,final,ols,pca_hybrid,True,COMPLETE
184,-20139.52915214959,2025-12-08 12:34:28.208738,2025-12-08 12:34:29.543795,0 days 00:00:01.335057,extensive,final,ols,pca_hybrid,True,COMPLETE
185,-20546.124914614047,2025-12-08 12:34:29.543795,2025-12-08 12:34:30.882929,0 days 00:00:01.339134,extensive,final,ols,pca_hybrid,True,COMPLETE
186,-20688.803639060257,2025-12-08 12:34:30.884002,2025-12-08 12:34:32.271656,0 days 00:00:01.387654,extensive,final,ols,pca_hybrid,True,COMPLETE
187,-20652.361148040018,2025-12-08 12:34:32.271656,2025-12-08 12:34:33.611101,0 days 00:00:01.339445,extensive,final,ols,pca_hybrid,True,COMPLETE
188,-20799.304077114957,2025-12-08 12:34:33.612104,2025-12-08 12:34:34.947010,0 days 00:00:01.334906,extensive,final,ols,pca_hybrid,True,COMPLETE
189,-20432.707738290967,2025-12-08 12:34:34.947010,2025-12-08 12:34:36.306832,0 days 00:00:01.359822,extensive,final,ols,pca_hybrid,True,COMPLETE
190,-20412.589627976933,2025-12-08 12:34:36.306832,2025-12-08 12:34:37.661286,0 days 00:00:01.354454,extensive,final,ols,pca_hybrid,True,COMPLETE
191,-21285.736671817034,2025-12-08 12:34:37.661286,2025-12-08 12:34:39.011612,0 days 00:00:01.350326,extensive,final,ols,pca_hybrid,True,COMPLETE
192,-20438.422455938326,2025-12-08 12:34:39.012605,2025-12-08 12:34:40.366645,0 days 00:00:01.354040,extensive,final,ols,pca_hybrid,True,COMPLETE
193,-20497.634526009162,2025-12-08 12:34:40.366645,2025-12-08 12:34:41.711699,0 days 00:00:01.345054,extensive,final,ols,pca_hybrid,True,COMPLETE
194,-20223.05098537187,2025-12-08 12:34:41.711699,2025-12-08 12:34:43.063341,0 days 00:00:01.351642,extensive,final,ols,pca_hybrid,True,COMPLETE
195,-20756.309283650626,2025-12-08 12:34:43.063341,2025-12-08 12:34:44.431131,0 days 00:00:01.367790,extensive,final,ols,pca_hybrid,True,COMPLETE
196,-20517.563225392525,2025-12-08 12:34:44.431131,2025-12-08 12:34:45.825452,0 days 00:00:01.394321,extensive,final,ols,pca_hybrid,True,COMPLETE
197,-20134.764830709264,2025-12-08 12:34:45.825452,2025-12-08 12:34:47.209817,0 days 00:00:01.384365,extensive,final,ols,pca_hybrid,True,COMPLETE
198,-20932.92673212813,2025-12-08 12:34:47.209817,2025-12-08 12:34:48.581118,0 days 00:00:01.371301,extensive,final,ols,pca_hybrid,True,COMPLETE
199,-20407.005274234583,2025-12-08 12:34:48.582263,2025-12-08 12:34:49.998695,0 days 00:00:01.416432,extensive,final,ols,pca_hybrid,True,COMPLETE
200,-20562.890688289688,2025-12-08 12:34:49.999582,2025-12-08 12:34:51.428569,0 days 00:00:01.428987,extensive,final,ols,pca_hybrid,True,COMPLETE
201,-20504.831384565114,2025-12-08 12:34:51.428569,2025-12-08 12:34:52.791323,0 days 00:00:01.362754,extensive,final,ols,pca_hybrid,True,COMPLETE
202,-20522.914058113925,2025-12-08 12:34:52.791323,2025-12-08 12:34:54.143788,0 days 00:00:01.352465,extensive,final,ols,pca_hybrid,True,COMPLETE
203,-20399.81588766436,2025-12-08 12:34:54.143788,2025-12-08 12:34:55.471762,0 days 00:00:01.327974,extensive,final,ols,pca_hybrid,True,COMPLETE
204,-20509.790628714924,2025-12-08 12:34:55.471762,2025-12-08 12:34:56.822998,0 days 00:00:01.351236,extensive,final,ols,pca_hybrid,True,COMPLETE
205,-20583.83043006968,2025-12-08 12:34:56.822998,2025-12-08 12:34:58.177151,0 days 00:00:01.354153,extensive,final,ols,pca_hybrid,True,COMPLETE
206,-20652.964436708113,2025-12-08 12:34:58.177151,2025-12-08 12:34:59.498985,0 days 00:00:01.321834,extensive,final,ols,pca_hybrid,True,COMPLETE
207,-20425.52030836691,2025-12-08 12:34:59.498985,2025-12-08 12:35:00.883829,0 days 00:00:01.384844,extensive,final,ols,pca_hybrid,True,COMPLETE
208,-20469.993244418813,2025-12-08 12:35:00.883829,2025-12-08 12:35:02.211639,0 days 00:00:01.327810,extensive,final,ols,pca_hybrid,True,COMPLETE
209,-20558.64519878034,2025-12-08 12:35:02.211639,2025-12-08 12:35:03.581563,0 days 00:00:01.369924,extensive,final,ols,pca_hybrid,True,COMPLETE
210,-21072.37935099081,2025-12-08 12:35:03.581563,2025-12-08 12:35:04.972187,0 days 00:00:01.390624,extensive,final,ols,pca_hybrid,True,COMPLETE
211,-20186.832435259108,2025-12-08 12:35:04.973191,2025-12-08 12:35:06.273660,0 days 00:00:01.300469,extensive,final,ols,pca_hybrid,True,COMPLETE
212,-20637.74145354739,2025-12-08 12:35:06.273660,2025-12-08 12:35:07.616118,0 days 00:00:01.342458,extensive,final,ols,pca_hybrid,True,COMPLETE
213,-20342.584963400117,2025-12-08 12:35:07.617251,2025-12-08 12:35:08.949438,0 days 00:00:01.332187,extensive,final,ols,pca_hybrid,True,COMPLETE
214,-20465.410504585718,2025-12-08 12:35:08.949438,2025-12-08 12:35:10.417045,0 days 00:00:01.467607,extensive,final,ols,pca_hybrid,True,COMPLETE
215,-20773.16956578194,2025-12-08 12:35:10.417045,2025-12-08 12:35:11.764281,0 days 00:00:01.347236,extensive,final,ols,pca_hybrid,True,COMPLETE
216,-20569.149885680294,2025-12-08 12:35:11.764281,2025-12-08 12:35:13.098206,0 days 00:00:01.333925,extensive,final,ols,pca_hybrid,True,COMPLETE
217,-19859.973783420504,2025-12-08 12:35:13.098206,2025-12-08 12:35:14.429184,0 days 00:00:01.330978,extensive,final,ols,pca_hybrid,True,COMPLETE
218,-19588.81213509505,2025-12-08 12:35:14.430032,2025-12-08 12:35:15.776277,0 days 00:00:01.346245,extensive,final,ols,pca_hybrid,True,COMPLETE
219,-20566.227669225904,2025-12-08 12:35:15.776277,2025-12-08 12:35:17.147764,0 days 00:00:01.371487,extensive,final,ols,pca_hybrid,True,COMPLETE
220,-21162.71717105458,2025-12-08 12:35:17.148612,2025-12-08 12:35:18.485054,0 days 00:00:01.336442,extensive,final,ols,pca_hybrid,True,COMPLETE
221,-20349.077348523573,2025-12-08 12:35:18.486136,2025-12-08 12:35:19.856449,0 days 00:00:01.370313,extensive,final,ols,pca_hybrid,True,COMPLETE
222,-20418.844388168534,2025-12-08 12:35:19.856449,2025-12-08 12:35:21.226326,0 days 00:00:01.369877,extensive,final,ols,pca_hybrid,True,COMPLETE
223,-20677.226262282,2025-12-08 12:35:21.226326,2025-12-08 12:35:22.582146,0 days 00:00:01.355820,extensive,final,ols,pca_hybrid,True,COMPLETE
224,-20012.974402720643,2025-12-08 12:35:22.582146,2025-12-08 12:35:23.948256,0 days 00:00:01.366110,extensive,final,ols,pca_hybrid,True,COMPLETE
225,-20579.799413032288,2025-12-08 12:35:23.948256,2025-12-08 12:35:25.449737,0 days 00:00:01.501481,extensive,final,ols,pca_hybrid,True,COMPLETE
226,-19870.278475502975,2025-12-08 12:35:25.450098,2025-12-08 12:35:26.839534,0 days 00:00:01.389436,extensive,final,ols,pca_hybrid,True,COMPLETE
227,-20246.31264682516,2025-12-08 12:35:26.839534,2025-12-08 12:35:28.214511,0 days 00:00:01.374977,extensive,final,ols,pca_hybrid,True,COMPLETE
228,-20648.730187252262,2025-12-08 12:35:28.215015,2025-12-08 12:35:29.419072,0 days 00:00:01.204057,extensive,final,ols,pca_hybrid,True,COMPLETE
229,-20634.184745878298,2025-12-08 12:35:29.419072,2025-12-08 12:35:30.778388,0 days 00:00:01.359316,extensive,final,ols,pca_hybrid,True,COMPLETE
230,-20857.669816859398,2025-12-08 12:35:30.778388,2025-12-08 12:35:32.101163,0 days 00:00:01.322775,extensive,final,ols,pca_hybrid,True,COMPLETE
231,-20218.227264484893,2025-12-08 12:35:32.101163,2025-12-08 12:35:33.446760,0 days 00:00:01.345597,extensive,final,ols,pca_hybrid,True,COMPLETE
232,-21045.644648108093,2025-12-08 12:35:33.448534,2025-12-08 12:35:34.808931,0 days 00:00:01.360397,extensive,final,ols,pca_hybrid,True,COMPLETE
233,-20498.75614983496,2025-12-08 12:35:34.808931,2025-12-08 12:35:36.180221,0 days 00:00:01.371290,extensive,final,ols,pca_hybrid,True,COMPLETE
234,-20539.435407933586,2025-12-08 12:35:36.180221,2025-12-08 12:35:37.499363,0 days 00:00:01.319142,extensive,final,ols,pca_hybrid,True,COMPLETE
235,-20099.47112555954,2025-12-08 12:35:37.499363,2025-12-08 12:35:38.892918,0 days 00:00:01.393555,extensive,final,ols,pca_hybrid,True,COMPLETE
236,-20365.988097490084,2025-12-08 12:35:38.893419,2025-12-08 12:35:40.245529,0 days 00:00:01.352110,extensive,final,ols,pca_hybrid,True,COMPLETE
237,-20485.72694468844,2025-12-08 12:35:40.246532,2025-12-08 12:35:41.600176,0 days 00:00:01.353644,extensive,final,ols,pca_hybrid,True,COMPLETE
238,-20372.13377960239,2025-12-08 12:35:41.600176,2025-12-08 12:35:42.950107,0 days 00:00:01.349931,extensive,final,ols,pca_hybrid,True,COMPLETE
239,-20336.045274030355,2025-12-08 12:35:42.950107,2025-12-08 12:35:44.293558,0 days 00:00:01.343451,extensive,final,ols,pca_hybrid,True,COMPLETE
240,-20964.24895157285,2025-12-08 12:35:44.293558,2025-12-08 12:35:45.669122,0 days 00:00:01.375564,extensive,final,ols,pca_hybrid,True,COMPLETE
241,-20670.736729120435,2025-12-08 12:35:45.669122,2025-12-08 12:35:47.050428,0 days 00:00:01.381306,extensive,final,ols,pca_hybrid,True,COMPLETE
242,-19763.672103082667,2025-12-08 12:35:47.050428,2025-12-08 12:35:48.409744,0 days 00:00:01.359316,extensive,final,ols,pca_hybrid,True,COMPLETE
243,-20529.341778730788,2025-12-08 12:35:48.409744,2025-12-08 12:35:49.792971,0 days 00:00:01.383227,extensive,final,ols,pca_hybrid,True,COMPLETE
244,-21000.83135331536,2025-12-08 12:35:49.792971,2025-12-08 12:35:51.148692,0 days 00:00:01.355721,extensive,final,ols,pca_hybrid,True,COMPLETE
245,-20728.455304023144,2025-12-08 12:35:51.148692,2025-12-08 12:35:52.485790,0 days 00:00:01.337098,extensive,final,ols,pca_hybrid,True,COMPLETE
246,-20575.48775367276,2025-12-08 12:35:52.486651,2025-12-08 12:35:53.857410,0 days 00:00:01.370759,extensive,final,ols,pca_hybrid,True,COMPLETE
247,-20196.475733183393,2025-12-08 12:35:53.857410,2025-12-08 12:35:55.199364,0 days 00:00:01.341954,extensive,final,ols,pca_hybrid,True,COMPLETE
248,-20657.621398976484,2025-12-08 12:35:55.199364,2025-12-08 12:35:56.517816,0 days 00:00:01.318452,extensive,final,ols,pca_hybrid,True,COMPLETE
249,-20469.255597625768,2025-12-08 12:35:56.518816,2025-12-08 12:35:57.849808,0 days 00:00:01.330992,extensive,final,ols,pca_hybrid,True,COMPLETE
250,-20961.932843357103,2025-12-08 12:35:57.849808,2025-12-08 12:35:59.214137,0 days 00:00:01.364329,extensive,final,ols,pca_hybrid,True,COMPLETE
251,-20291.133919929012,2025-12-08 12:35:59.215520,2025-12-08 12:36:00.585327,0 days 00:00:01.369807,extensive,final,ols,pca_hybrid,True,COMPLETE
252,-20998.17695780634,2025-12-08 12:36:00.586076,2025-12-08 12:36:01.953063,0 days 00:00:01.366987,extensive,final,ols,pca_hybrid,True,COMPLETE
253,-20621.167382593416,2025-12-08 12:36:01.953063,2025-12-08 12:36:03.309072,0 days 00:00:01.356009,extensive,final,ols,pca_hybrid,True,COMPLETE
254,-20227.154803608802,2025-12-08 12:36:03.309072,2025-12-08 12:36:04.652840,0 days 00:00:01.343768,extensive,final,ols,pca_hybrid,True,COMPLETE
255,-19015.38988300681,2025-12-08 12:36:04.652840,2025-12-08 12:36:05.984961,0 days 00:00:01.332121,extensive,final,ols,pca_hybrid,True,COMPLETE
256,-21182.762478270302,2025-12-08 12:36:05.984961,2025-12-08 12:36:07.356688,0 days 00:00:01.371727,extensive,final,ols,pca_hybrid,True,COMPLETE
257,-19331.728714501853,2025-12-08 12:36:07.356688,2025-12-08 12:36:08.699756,0 days 00:00:01.343068,extensive,final,ols,pca_hybrid,True,COMPLETE
258,-20399.203367569193,2025-12-08 12:36:08.699756,2025-12-08 12:36:10.035283,0 days 00:00:01.335527,extensive,final,ols,pca_hybrid,True,COMPLETE
259,-20464.360273049748,2025-12-08 12:36:10.036415,2025-12-08 12:36:11.370564,0 days 00:00:01.334149,extensive,final,ols,pca_hybrid,True,COMPLETE
260,-20776.784060285434,2025-12-08 12:36:11.371209,2025-12-08 12:36:12.733737,0 days 00:00:01.362528,extensive,final,ols,pca_hybrid,True,COMPLETE
261,-20581.612175674363,2025-12-08 12:36:12.733737,2025-12-08 12:36:14.102396,0 days 00:00:01.368659,extensive,final,ols,pca_hybrid,True,COMPLETE
262,-20411.558952260424,2025-12-08 12:36:14.103999,2025-12-08 12:36:15.444910,0 days 00:00:01.340911,extensive,final,ols,pca_hybrid,True,COMPLETE
263,-20816.285285316757,2025-12-08 12:36:15.444910,2025-12-08 12:36:16.796443,0 days 00:00:01.351533,extensive,final,ols,pca_hybrid,True,COMPLETE
264,-20963.232817081313,2025-12-08 12:36:16.797447,2025-12-08 12:36:18.152394,0 days 00:00:01.354947,extensive,final,ols,pca_hybrid,True,COMPLETE
265,-20125.468527386405,2025-12-08 12:36:18.152394,2025-12-08 12:36:19.587530,0 days 00:00:01.435136,extensive,final,ols,pca_hybrid,True,COMPLETE
266,-20313.899106740962,2025-12-08 12:36:19.587530,2025-12-08 12:36:20.890832,0 days 00:00:01.303302,extensive,final,ols,pca_hybrid,True,COMPLETE
267,-21133.862647910762,2025-12-08 12:36:20.890832,2025-12-08 12:36:22.234960,0 days 00:00:01.344128,extensive,final,ols,pca_hybrid,True,COMPLETE
268,-20649.658763692507,2025-12-08 12:36:22.234960,2025-12-08 12:36:23.569365,0 days 00:00:01.334405,extensive,final,ols,pca_hybrid,True,COMPLETE
269,-20526.051537071206,2025-12-08 12:36:23.570629,2025-12-08 12:36:24.932931,0 days 00:00:01.362302,extensive,final,ols,pca_hybrid,True,COMPLETE
270,-20319.264174460444,2025-12-08 12:36:24.932931,2025-12-08 12:36:26.277877,0 days 00:00:01.344946,extensive,final,ols,pca_hybrid,True,COMPLETE
271,-20361.62464908302,2025-12-08 12:36:26.277877,2025-12-08 12:36:27.637733,0 days 00:00:01.359856,extensive,final,ols,pca_hybrid,True,COMPLETE
272,-20189.29458392339,2025-12-08 12:36:27.638812,2025-12-08 12:36:28.986051,0 days 00:00:01.347239,extensive,final,ols,pca_hybrid,True,COMPLETE
273,-20513.799130359926,2025-12-08 12:36:28.986051,2025-12-08 12:36:30.313918,0 days 00:00:01.327867,extensive,final,ols,pca_hybrid,True,COMPLETE
274,-20486.608511970866,2025-12-08 12:36:30.317934,2025-12-08 12:36:31.637835,0 days 00:00:01.319901,extensive,final,ols,pca_hybrid,True,COMPLETE
275,-20415.80839450578,2025-12-08 12:36:31.637835,2025-12-08 12:36:32.986873,0 days 00:00:01.349038,extensive,final,ols,pca_hybrid,True,COMPLETE
276,-20651.02204177003,2025-12-08 12:36:32.987978,2025-12-08 12:36:34.396660,0 days 00:00:01.408682,extensive,final,ols,pca_hybrid,True,COMPLETE
277,-20687.77555306607,2025-12-08 12:36:34.396660,2025-12-08 12:36:35.813829,0 days 00:00:01.417169,extensive,final,ols,pca_hybrid,True,COMPLETE
278,-20732.539385956607,2025-12-08 12:36:35.813829,2025-12-08 12:36:37.202631,0 days 00:00:01.388802,extensive,final,ols,pca_hybrid,True,COMPLETE
279,-20358.474653791138,2025-12-08 12:36:37.202631,2025-12-08 12:36:38.521985,0 days 00:00:01.319354,extensive,final,ols,pca_hybrid,True,COMPLETE
280,-20496.569968725827,2025-12-08 12:36:38.521985,2025-12-08 12:36:39.927862,0 days 00:00:01.405877,extensive,final,ols,pca_hybrid,True,COMPLETE
281,-20178.771637076676,2025-12-08 12:36:39.929869,2025-12-08 12:36:41.249043,0 days 00:00:01.319174,extensive,final,ols,pca_hybrid,True,COMPLETE
282,-20642.080714914435,2025-12-08 12:36:41.250055,2025-12-08 12:36:42.521477,0 days 00:00:01.271422,extensive,final,ols,pca_hybrid,True,COMPLETE
283,-20694.565738020854,2025-12-08 12:36:42.521477,2025-12-08 12:36:43.863310,0 days 00:00:01.341833,extensive,final,ols,pca_hybrid,True,COMPLETE
284,-20395.745778210712,2025-12-08 12:36:43.864315,2025-12-08 12:36:45.152774,0 days 00:00:01.288459,extensive,final,ols,pca_hybrid,True,COMPLETE
285,-20471.47424192626,2025-12-08 12:36:45.154274,2025-12-08 12:36:46.471771,0 days 00:00:01.317497,extensive,final,ols,pca_hybrid,True,COMPLETE
286,-20417.787410032404,2025-12-08 12:36:46.471771,2025-12-08 12:36:47.769663,0 days 00:00:01.297892,extensive,final,ols,pca_hybrid,True,COMPLETE
287,-20358.5335709843,2025-12-08 12:36:47.771117,2025-12-08 12:36:49.052903,0 days 00:00:01.281786,extensive,final,ols,pca_hybrid,True,COMPLETE
288,-20473.74338222922,2025-12-08 12:36:49.054463,2025-12-08 12:36:50.320259,0 days 00:00:01.265796,extensive,final,ols,pca_hybrid,True,COMPLETE
289,-20501.10279062087,2025-12-08 12:36:50.320259,2025-12-08 12:36:51.588838,0 days 00:00:01.268579,extensive,final,ols,pca_hybrid,True,COMPLETE
290,-20438.193932495287,2025-12-08 12:36:51.590003,2025-12-08 12:36:52.878529,0 days 00:00:01.288526,extensive,final,ols,pca_hybrid,True,COMPLETE
291,-20344.892524395076,2025-12-08 12:36:52.878529,2025-12-08 12:36:54.153918,0 days 00:00:01.275389,extensive,final,ols,pca_hybrid,True,COMPLETE
292,-20564.37368750479,2025-12-08 12:36:54.153918,2025-12-08 12:36:55.471598,0 days 00:00:01.317680,extensive,final,ols,pca_hybrid,True,COMPLETE
293,-20718.096055004025,2025-12-08 12:36:55.471598,2025-12-08 12:36:56.798795,0 days 00:00:01.327197,extensive,final,ols,pca_hybrid,True,COMPLETE
294,-20399.499769280068,2025-12-08 12:36:56.798795,2025-12-08 12:36:58.088467,0 days 00:00:01.289672,extensive,final,ols,pca_hybrid,True,COMPLETE
295,-20123.638365027215,2025-12-08 12:36:58.089629,2025-12-08 12:36:59.390007,0 days 00:00:01.300378,extensive,final,ols,pca_hybrid,True,COMPLETE
296,-20747.909660989804,2025-12-08 12:36:59.392188,2025-12-08 12:37:00.688656,0 days 00:00:01.296468,extensive,final,ols,pca_hybrid,True,COMPLETE
297,-20406.128772423705,2025-12-08 12:37:00.688656,2025-12-08 12:37:01.956511,0 days 00:00:01.267855,extensive,final,ols,pca_hybrid,True,COMPLETE
298,-20502.844587883974,2025-12-08 12:37:01.957393,2025-12-08 12:37:03.248682,0 days 00:00:01.291289,extensive,final,ols,pca_hybrid,True,COMPLETE
299,-20502.036968877117,2025-12-08 12:37:03.248682,2025-12-08 12:37:04.539109,0 days 00:00:01.290427,extensive,final,ols,pca_hybrid,True,COMPLETE
