number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
78,-0.0016559720935109083,2025-12-08 14:12:05.393412,2025-12-08 14:12:07.253747,0 days 00:00:01.860335,0.8689606187436683,0.014730344579576811,10,66,506,125,3.226711366339062,0.12243268652857331,0.5478047507925332,extensive,final,lgbm,pca_hybrid,True,COMPLETE
79,-0.0016559720935109083,2025-12-08 14:12:07.253747,2025-12-08 14:12:09.109743,0 days 00:00:01.855996,0.8900037157991747,0.059757782192242,12,57,1365,100,3.984083712876834,17.332226544772407,0.835309817482152,extensive,final,lgbm,pca_hybrid,True,COMPLETE
80,-0.0016559720935109083,2025-12-08 14:12:09.109743,2025-12-08 14:12:11.575555,0 days 00:00:02.465812,0.8251100256813306,0.018220846613090775,9,44,3928,90,2.9609820971983165,0.21419652416167867,0.9682034324794933,extensive,final,lgbm,pca_hybrid,True,COMPLETE
81,-0.0016559720935109083,2025-12-08 14:12:11.575880,2025-12-08 14:12:13.257702,0 days 00:00:01.681822,0.5283247173335862,0.0376249291737927,4,62,207,128,1.7620073628277626,11.066337275187175,0.6563156129346979,extensive,final,lgbm,pca_hybrid,True,COMPLETE
82,-0.0016559720935109083,2025-12-08 14:12:13.258705,2025-12-08 14:12:14.906891,0 days 00:00:01.648186,0.5237889145721942,0.022292757985708997,3,49,353,122,1.4865038025562294,14.51592945313173,0.6959036800288629,extensive,final,lgbm,pca_hybrid,True,COMPLETE
83,-0.0016559720935109083,2025-12-08 14:12:14.906891,2025-12-08 14:12:16.667529,0 days 00:00:01.760638,0.5684881279574131,0.08847569639340112,5,34,949,121,1.9766278628771263,5.195918616569247,0.5309445363364563,extensive,final,lgbm,pca_hybrid,True,COMPLETE
84,-0.0016559720935109083,2025-12-08 14:12:16.667997,2025-12-08 14:12:19.058664,0 days 00:00:02.390667,0.6642602924858951,0.026852085918039004,3,89,3592,119,1.37746404889805,2.3014390758345398,0.6771425621193461,extensive,final,lgbm,pca_hybrid,True,COMPLETE
85,-0.002013319746464607,2025-12-08 14:12:19.058664,2025-12-08 14:12:20.757611,0 days 00:00:01.698947,0.9463169694304678,0.07159199413224686,3,10,448,124,1.0844936133076757,8.32124608022017,0.7598654644266124,extensive,final,lgbm,pca_hybrid,True,COMPLETE
86,-0.0016559720935109083,2025-12-08 14:12:20.757611,2025-12-08 14:12:23.229000,0 days 00:00:02.471389,0.6275789930246556,0.008072143166707492,4,68,3761,103,1.6489563049093237,0.8227236499168439,0.73439403617468,extensive,final,lgbm,pca_hybrid,True,COMPLETE
87,-0.0016559720935109083,2025-12-08 14:12:23.230086,2025-12-08 14:12:25.026768,0 days 00:00:01.796682,0.8006544118012033,0.00987665983387921,10,40,574,116,3.4668313385264313,19.867795905476,0.5134887392262127,extensive,final,lgbm,pca_hybrid,True,COMPLETE
