number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
76,-0.001632059470740262,2025-12-08 13:51:40.745105,2025-12-08 13:51:52.090448,0 days 00:00:11.345343,0.6150630551690344,0.021658644311147075,6,15,926,1.9586763372246452,1.5795124251849921,0.7016680341768978,extensive,final,xgb,,False,COMPLETE
77,-0.0016724135619671972,2025-12-08 13:51:52.091587,2025-12-08 13:52:15.891142,0 days 00:00:23.799555,0.586313493702362,0.014162816273207044,7,13,1833,1.4138187741489086,1.076044449319423,0.7326558316354396,extensive,final,xgb,,False,COMPLETE
78,-0.001622290966617405,2025-12-08 13:52:15.892476,2025-12-08 13:52:33.958103,0 days 00:00:18.065627,0.6794339481449975,0.01774005394415386,6,17,1628,1.723039580309581,0.8936057015058985,0.6033341520394493,extensive,final,xgb,,False,COMPLETE
79,-0.0016172335788809573,2025-12-08 13:52:33.959678,2025-12-08 13:52:49.635570,0 days 00:00:15.675892,0.5628439082074956,0.008898268923566963,5,20,1170,1.5442413791212266,1.252978996605876,0.7638072345832717,extensive,final,xgb,,False,COMPLETE
80,-0.24576863783066494,2025-12-08 13:52:49.636075,2025-12-08 13:54:52.173276,0 days 00:02:02.537201,0.6435015175201764,0.024630830625020406,5,18,2382,0.018824760900066018,2.497979084210401,0.5350035854657245,extensive,final,xgb,,False,COMPLETE
81,-0.0015188685107867528,2025-12-08 13:54:52.173276,2025-12-08 13:55:13.319393,0 days 00:00:21.146117,0.6632754842218734,0.02897015202733997,4,15,2061,1.6385804264726571,0.4673214732272522,0.6385057132050594,extensive,final,xgb,,False,COMPLETE
82,-0.013849951885668213,2025-12-08 13:55:13.320397,2025-12-08 13:55:41.191900,0 days 00:00:27.871503,0.7044890877704002,0.029956655624048485,4,16,2064,1.1553450663296299,0.37934310563998547,0.6609159531126341,extensive,final,xgb,,False,COMPLETE
83,-0.0016581349976273845,2025-12-08 13:55:41.193900,2025-12-08 13:55:59.219861,0 days 00:00:18.025961,0.675814212213775,0.027972129419424188,3,11,1721,1.634040068048694,0.2627657413531336,0.6219477136842466,extensive,final,xgb,,False,COMPLETE
84,-0.0016559721404409238,2025-12-08 13:55:59.220881,2025-12-08 13:56:13.900737,0 days 00:00:14.679856,0.6389422145568114,0.02389729248398246,3,14,1380,2.2162231112680244,0.4827750043478251,0.7132161972648642,extensive,final,xgb,,False,COMPLETE
85,-0.003625522677852248,2025-12-08 13:56:13.901739,2025-12-08 13:56:34.513619,0 days 00:00:20.611880,0.6199478349524574,0.020436384257638045,6,8,1514,1.3241719271755221,0.5844559211879456,0.6800726172926758,extensive,final,xgb,,False,COMPLETE
86,-0.040684685932405186,2025-12-08 13:56:34.513619,2025-12-08 13:57:19.242924,0 days 00:00:44.729305,0.5956044004122584,0.01654792013758617,4,15,2262,0.7790758085798285,3.613567015391636,0.5953741502638027,extensive,final,xgb,,False,COMPLETE
87,-0.0016559721404409238,2025-12-08 13:57:19.244008,2025-12-08 13:57:40.010312,0 days 00:00:20.766304,0.6616483122902284,0.033791013404416516,4,18,2136,2.0698217226192477,0.9890420047800627,0.5782462303192792,extensive,final,xgb,,False,COMPLETE
88,-0.0016089815807385222,2025-12-08 13:57:40.010312,2025-12-08 13:58:00.345071,0 days 00:00:20.334759,0.7530119266273323,0.03854732321561834,5,13,1976,1.8697748592720107,0.8625517492033509,0.5552982231806658,extensive,final,xgb,,False,COMPLETE
89,-0.001643228535232318,2025-12-08 13:58:00.345071,2025-12-08 13:58:22.996419,0 days 00:00:22.651348,0.6922200998056159,0.002969938444638703,7,9,1837,1.5660837358912658,0.703508033741554,0.631379159079454,extensive,final,xgb,,False,COMPLETE
90,-0.00807016837458252,2025-12-08 13:58:22.997450,2025-12-08 13:58:49.287553,0 days 00:00:26.290103,0.7752162495080185,0.005383299916246514,3,16,1309,0.9266730856256549,1.4484250062362034,0.6140198195936536,extensive,final,xgb,,False,COMPLETE
91,-0.001453133034832521,2025-12-08 13:58:49.289137,2025-12-08 13:59:09.264998,0 days 00:00:19.975861,0.6579444537053774,0.04107182383867177,4,4,1933,1.6861267843063221,0.4775088309446815,0.6435396691310405,extensive,final,xgb,,False,COMPLETE
