number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
81,-0.0016559721242364045,2025-12-08 13:31:00.502740,2025-12-08 13:31:01.935790,0 days 00:00:01.433050,0.004014838578706868,extensive,final,lasso,pca_block,True,COMPLETE
82,-0.0016559721242364045,2025-12-08 13:31:01.935790,2025-12-08 13:31:03.537389,0 days 00:00:01.601599,0.00785221521905247,extensive,final,lasso,pca_block,True,COMPLETE
83,-0.0016559721242364045,2025-12-08 13:31:03.537389,2025-12-08 13:31:05.019276,0 days 00:00:01.481887,0.013801738070022036,extensive,final,lasso,pca_block,True,COMPLETE
84,-0.0016559721242364045,2025-12-08 13:31:05.019276,2025-12-08 13:31:06.469256,0 days 00:00:01.449980,4.453794529213938,extensive,final,lasso,pca_block,True,COMPLETE
85,-0.3420583753711677,2025-12-08 13:31:06.469256,2025-12-08 13:31:07.818557,0 days 00:00:01.349301,0.0001884294356996551,extensive,final,lasso,pca_block,True,COMPLETE
86,-0.0016559721242364045,2025-12-08 13:31:07.818557,2025-12-08 13:31:09.638445,0 days 00:00:01.819888,0.022751982387241097,extensive,final,lasso,pca_block,True,COMPLETE
87,-0.0016559721242364045,2025-12-08 13:31:09.638445,2025-12-08 13:31:11.189881,0 days 00:00:01.551436,2.4468723188452097,extensive,final,lasso,pca_block,True,COMPLETE
88,-0.0016559721242364045,2025-12-08 13:31:11.189881,2025-12-08 13:31:12.636901,0 days 00:00:01.447020,0.03700889636554844,extensive,final,lasso,pca_block,True,COMPLETE
89,-0.0016559721242364045,2025-12-08 13:31:12.637899,2025-12-08 13:31:14.189576,0 days 00:00:01.551677,0.0017246331763084472,extensive,final,lasso,pca_block,True,COMPLETE
90,-0.0016559721242364045,2025-12-08 13:31:14.189576,2025-12-08 13:31:15.687691,0 days 00:00:01.498115,0.010079018661741794,extensive,final,lasso,pca_block,True,COMPLETE
91,-0.0016559721242364045,2025-12-08 13:31:15.687691,2025-12-08 13:31:17.157103,0 days 00:00:01.469412,0.38913862730805876,extensive,final,lasso,pca_block,True,COMPLETE
92,-0.0016559721242364045,2025-12-08 13:31:17.157103,2025-12-08 13:31:18.639046,0 days 00:00:01.481943,0.12624602682869346,extensive,final,lasso,pca_block,True,COMPLETE
93,-0.0016559721242364045,2025-12-08 13:31:18.639046,2025-12-08 13:31:20.089732,0 days 00:00:01.450686,0.15831004150759934,extensive,final,lasso,pca_block,True,COMPLETE
94,-0.0016559721242364045,2025-12-08 13:31:20.089732,2025-12-08 13:31:21.604046,0 days 00:00:01.514314,7.783182164890637,extensive,final,lasso,pca_block,True,COMPLETE
