number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
45,-0.0016559721242364045,2025-12-08 13:22:37.675531,2025-12-08 13:22:39.073703,0 days 00:00:01.398172,0.14302299325782702,extensive,final,lasso,pca_hybrid,True,COMPLETE
46,-0.0016559721242364045,2025-12-08 13:22:39.074361,2025-12-08 13:22:40.508738,0 days 00:00:01.434377,0.009091127367384499,extensive,final,lasso,pca_hybrid,True,COMPLETE
47,-138.3852172221765,2025-12-08 13:22:40.508738,2025-12-08 13:22:41.956193,0 days 00:00:01.447455,0.00011004502058311371,extensive,final,lasso,pca_hybrid,True,COMPLETE
48,-0.0016559721242364045,2025-12-08 13:22:41.956193,2025-12-08 13:22:43.389229,0 days 00:00:01.433036,0.0013587243845025242,extensive,final,lasso,pca_hybrid,True,COMPLETE
49,-0.0016559721242364045,2025-12-08 13:22:43.389229,2025-12-08 13:22:44.822588,0 days 00:00:01.433359,5.739754674942418,extensive,final,lasso,pca_hybrid,True,COMPLETE
50,-0.0016559721242364045,2025-12-08 13:22:44.823255,2025-12-08 13:22:46.320191,0 days 00:00:01.496936,0.0029526735996087132,extensive,final,lasso,pca_hybrid,True,COMPLETE
51,-0.0016559721242364045,2025-12-08 13:22:46.320191,2025-12-08 13:22:47.823471,0 days 00:00:01.503280,0.01822180372782774,extensive,final,lasso,pca_hybrid,True,COMPLETE
52,-0.0016559721242364045,2025-12-08 13:22:47.823471,2025-12-08 13:22:49.372145,0 days 00:00:01.548674,0.007962226541568362,extensive,final,lasso,pca_hybrid,True,COMPLETE
53,-0.0016559721242364045,2025-12-08 13:22:49.373347,2025-12-08 13:22:50.888754,0 days 00:00:01.515407,0.0012298576158974465,extensive,final,lasso,pca_hybrid,True,COMPLETE
54,-0.0016559721242364045,2025-12-08 13:22:50.889693,2025-12-08 13:22:52.340320,0 days 00:00:01.450627,0.048819609462618124,extensive,final,lasso,pca_hybrid,True,COMPLETE
55,-0.0016559721242364045,2025-12-08 13:22:52.340320,2025-12-08 13:22:53.789910,0 days 00:00:01.449590,0.8052553612788222,extensive,final,lasso,pca_hybrid,True,COMPLETE
56,-0.0016559721242364045,2025-12-08 13:22:53.791070,2025-12-08 13:22:55.220321,0 days 00:00:01.429251,0.003110540775854338,extensive,final,lasso,pca_hybrid,True,COMPLETE
57,-0.0016559721242364045,2025-12-08 13:22:55.220321,2025-12-08 13:22:56.674407,0 days 00:00:01.454086,1.4807438124718908,extensive,final,lasso,pca_hybrid,True,COMPLETE
58,-0.0016559721242364045,2025-12-08 13:22:56.675407,2025-12-08 13:22:58.126324,0 days 00:00:01.450917,0.02674515984096019,extensive,final,lasso,pca_hybrid,True,COMPLETE
59,-0.0035676848876540213,2025-12-08 13:22:58.126324,2025-12-08 13:22:59.506046,0 days 00:00:01.379722,0.0005717706473476712,extensive,final,lasso,pca_hybrid,True,COMPLETE
60,-0.0016559721242364045,2025-12-08 13:22:59.507051,2025-12-08 13:23:00.956944,0 days 00:00:01.449893,0.0019727471898538045,extensive,final,lasso,pca_hybrid,True,COMPLETE
61,-0.0016559721242364045,2025-12-08 13:23:00.956944,2025-12-08 13:23:02.357041,0 days 00:00:01.400097,0.5594272657723347,extensive,final,lasso,pca_hybrid,True,COMPLETE
62,-0.0016559721242364045,2025-12-08 13:23:02.357041,2025-12-08 13:23:03.806230,0 days 00:00:01.449189,2.3641142869105534,extensive,final,lasso,pca_hybrid,True,COMPLETE
63,-0.0016559721242364045,2025-12-08 13:23:03.807173,2025-12-08 13:23:05.143822,0 days 00:00:01.336649,0.005614053802596223,extensive,final,lasso,pca_hybrid,True,COMPLETE
64,-0.0016559721242364045,2025-12-08 13:23:05.144920,2025-12-08 13:23:06.543484,0 days 00:00:01.398564,0.012435413845778422,extensive,final,lasso,pca_hybrid,True,COMPLETE
65,-0.0016559721242364045,2025-12-08 13:23:06.543484,2025-12-08 13:23:07.990868,0 days 00:00:01.447384,4.125768724040765,extensive,final,lasso,pca_hybrid,True,COMPLETE
66,-0.0016559721242364045,2025-12-08 13:23:07.990868,2025-12-08 13:23:09.441347,0 days 00:00:01.450479,0.05680764020808286,extensive,final,lasso,pca_hybrid,True,COMPLETE
67,-0.0016559721242364045,2025-12-08 13:23:09.441347,2025-12-08 13:23:10.906523,0 days 00:00:01.465176,0.4141970730353257,extensive,final,lasso,pca_hybrid,True,COMPLETE
68,-0.0016559721242364045,2025-12-08 13:23:10.907495,2025-12-08 13:23:12.350487,0 days 00:00:01.442992,0.17294808399745085,extensive,final,lasso,pca_hybrid,True,COMPLETE
69,-0.0016559721242364045,2025-12-08 13:23:12.350487,2025-12-08 13:23:13.777246,0 days 00:00:01.426759,1.3235323407037314,extensive,final,lasso,pca_hybrid,True,COMPLETE
70,-0.0016559721242364045,2025-12-08 13:23:13.777246,2025-12-08 13:23:15.192485,0 days 00:00:01.415239,0.021798712188280906,extensive,final,lasso,pca_hybrid,True,COMPLETE
71,-0.0016559721242364045,2025-12-08 13:23:15.193449,2025-12-08 13:23:16.642395,0 days 00:00:01.448946,0.10492774522576358,extensive,final,lasso,pca_hybrid,True,COMPLETE
72,-0.0016559721242364045,2025-12-08 13:23:16.643391,2025-12-08 13:23:18.094550,0 days 00:00:01.451159,0.8363050074112524,extensive,final,lasso,pca_hybrid,True,COMPLETE
73,-0.0016559721242364045,2025-12-08 13:23:18.095549,2025-12-08 13:23:19.511480,0 days 00:00:01.415931,0.24179415549706232,extensive,final,lasso,pca_hybrid,True,COMPLETE
74,-0.0016559721242364045,2025-12-08 13:23:19.511480,2025-12-08 13:23:21.008751,0 days 00:00:01.497271,0.12813651456700284,extensive,final,lasso,pca_hybrid,True,COMPLETE
75,-0.0016559721242364045,2025-12-08 13:23:21.008751,2025-12-08 13:23:22.642679,0 days 00:00:01.633928,0.037367192988960386,extensive,final,lasso,pca_hybrid,True,COMPLETE
76,-0.0016559721242364045,2025-12-08 13:23:22.643675,2025-12-08 13:23:24.209048,0 days 00:00:01.565373,0.07241769825177152,extensive,final,lasso,pca_hybrid,True,COMPLETE
77,-0.0016559721242364045,2025-12-08 13:23:24.209048,2025-12-08 13:23:25.608233,0 days 00:00:01.399185,0.012201884827808394,extensive,final,lasso,pca_hybrid,True,COMPLETE
78,-0.0016559721242364045,2025-12-08 13:23:25.609481,2025-12-08 13:23:27.108526,0 days 00:00:01.499045,0.005559404536735686,extensive,final,lasso,pca_hybrid,True,COMPLETE
79,-0.0016559721242364045,2025-12-08 13:23:27.109643,2025-12-08 13:23:28.592953,0 days 00:00:01.483310,2.0891616687799273,extensive,final,lasso,pca_hybrid,True,COMPLETE
80,-0.0016559721242364045,2025-12-08 13:23:28.593954,2025-12-08 13:23:30.028345,0 days 00:00:01.434391,0.3062680641002037,extensive,final,lasso,pca_hybrid,True,COMPLETE
81,-0.0016559721242364045,2025-12-08 13:23:30.028345,2025-12-08 13:23:31.561310,0 days 00:00:01.532965,0.9366557929825144,extensive,final,lasso,pca_hybrid,True,COMPLETE
82,-0.0016559721242364045,2025-12-08 13:23:31.561310,2025-12-08 13:23:33.008877,0 days 00:00:01.447567,3.7634456279261665,extensive,final,lasso,pca_hybrid,True,COMPLETE
83,-0.0016559721242364045,2025-12-08 13:23:33.009423,2025-12-08 13:23:34.458960,0 days 00:00:01.449537,0.4454597713851698,extensive,final,lasso,pca_hybrid,True,COMPLETE
84,-0.0016559721242364045,2025-12-08 13:23:34.459465,2025-12-08 13:23:35.874643,0 days 00:00:01.415178,0.7202725073757417,extensive,final,lasso,pca_hybrid,True,COMPLETE
85,-0.0016559721242364045,2025-12-08 13:23:35.874643,2025-12-08 13:23:37.375855,0 days 00:00:01.501212,0.004298218856449277,extensive,final,lasso,pca_hybrid,True,COMPLETE
86,-0.0016559721242364045,2025-12-08 13:23:37.375855,2025-12-08 13:23:38.892597,0 days 00:00:01.516742,1.3970340093773461,extensive,final,lasso,pca_hybrid,True,COMPLETE
87,-0.0016559721242364045,2025-12-08 13:23:38.892597,2025-12-08 13:23:40.325148,0 days 00:00:01.432551,6.006062685636482,extensive,final,lasso,pca_hybrid,True,COMPLETE
88,-0.0016559721242364045,2025-12-08 13:23:40.326044,2025-12-08 13:23:41.910037,0 days 00:00:01.583993,0.2185713304976849,extensive,final,lasso,pca_hybrid,True,COMPLETE
89,-0.0016559721242364045,2025-12-08 13:23:41.910037,2025-12-08 13:23:43.325341,0 days 00:00:01.415304,0.0009619808530325165,extensive,final,lasso,pca_hybrid,True,COMPLETE
90,-0.0016559721242364045,2025-12-08 13:23:43.326185,2025-12-08 13:23:44.859175,0 days 00:00:01.532990,0.0021223789272420595,extensive,final,lasso,pca_hybrid,True,COMPLETE
91,-0.0016559721242364045,2025-12-08 13:23:44.859677,2025-12-08 13:23:46.308872,0 days 00:00:01.449195,0.0035199755951065034,extensive,final,lasso,pca_hybrid,True,COMPLETE
