number,value,datetime_start,datetime_complete,duration,params_enet_alpha,params_enet_l1_ratio,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
72,-0.0016559721242364045,2025-12-08 13:38:07.045593,2025-12-08 13:38:08.561642,0 days 00:00:01.516049,0.03337499933437231,0.07259004308160476,extensive,final,elastic,pca_only,True,COMPLETE
73,-0.0016559721242364045,2025-12-08 13:38:08.561642,2025-12-08 13:38:10.077569,0 days 00:00:01.515927,0.07495969789674077,0.1947174808968506,extensive,final,elastic,pca_only,True,COMPLETE
74,-0.0016559721242364045,2025-12-08 13:38:10.077569,2025-12-08 13:38:11.594461,0 days 00:00:01.516892,0.024427266552407997,0.3519278642989633,extensive,final,elastic,pca_only,True,COMPLETE
75,-0.0016559721242364045,2025-12-08 13:38:11.595460,2025-12-08 13:38:13.144598,0 days 00:00:01.549138,0.015597192647997624,0.8882593412832722,extensive,final,elastic,pca_only,True,COMPLETE
76,-0.0016559721242364045,2025-12-08 13:38:13.144598,2025-12-08 13:38:14.827028,0 days 00:00:01.682430,0.04356851336823366,0.11701131140447747,extensive,final,elastic,pca_only,True,COMPLETE
77,-132.54470566631323,2025-12-08 13:38:14.827465,2025-12-08 13:38:16.427510,0 days 00:00:01.600045,0.005170833432994701,0.04006318897870511,extensive,final,elastic,pca_only,True,COMPLETE
78,-753.1873815113612,2025-12-08 13:38:16.427510,2025-12-08 13:38:17.943721,0 days 00:00:01.516211,0.0005180506941679168,0.24243559740289972,extensive,final,elastic,pca_only,True,COMPLETE
79,-0.0016559721242364045,2025-12-08 13:38:17.944263,2025-12-08 13:38:19.494556,0 days 00:00:01.550293,0.009017628066007,0.31859519650983503,extensive,final,elastic,pca_only,True,COMPLETE
80,-0.0016559721242364045,2025-12-08 13:38:19.494556,2025-12-08 13:38:21.047075,0 days 00:00:01.552519,0.058270446058172824,0.14579229063951682,extensive,final,elastic,pca_only,True,COMPLETE
81,-0.0016559721242364045,2025-12-08 13:38:21.047075,2025-12-08 13:38:22.580087,0 days 00:00:01.533012,0.08114674901125539,0.5837756453230851,extensive,final,elastic,pca_only,True,COMPLETE
82,-0.0016559721242364045,2025-12-08 13:38:22.580593,2025-12-08 13:38:24.078601,0 days 00:00:01.498008,0.0478547787613792,0.9674364718497103,extensive,final,elastic,pca_only,True,COMPLETE
83,-0.0016559721242364045,2025-12-08 13:38:24.079602,2025-12-08 13:38:25.694361,0 days 00:00:01.614759,0.029507986716595838,0.5076886456334841,extensive,final,elastic,pca_only,True,COMPLETE
84,-0.0016559721242364045,2025-12-08 13:38:25.695368,2025-12-08 13:38:27.195986,0 days 00:00:01.500618,0.08783952698049406,0.39389799508580453,extensive,final,elastic,pca_only,True,COMPLETE
85,-0.0016559721242364045,2025-12-08 13:38:27.195986,2025-12-08 13:38:28.713182,0 days 00:00:01.517196,0.03888363471274302,0.648570596260051,extensive,final,elastic,pca_only,True,COMPLETE
86,-2.624473838493008,2025-12-08 13:38:28.714186,2025-12-08 13:38:30.197570,0 days 00:00:01.483384,0.01859381730152014,0.02233890650035883,extensive,final,elastic,pca_only,True,COMPLETE
87,-0.0016559721242364045,2025-12-08 13:38:30.197570,2025-12-08 13:38:31.729055,0 days 00:00:01.531485,0.0010677012293848192,0.6901814135070274,extensive,final,elastic,pca_only,True,COMPLETE
88,-0.0016559721242364045,2025-12-08 13:38:31.730019,2025-12-08 13:38:33.179096,0 days 00:00:01.449077,0.014282196286649123,0.9273054526950537,extensive,final,elastic,pca_only,True,COMPLETE
89,-0.0016559721242364045,2025-12-08 13:38:33.180090,2025-12-08 13:38:34.680616,0 days 00:00:01.500526,0.058401527373136454,0.7640986102462632,extensive,final,elastic,pca_only,True,COMPLETE
90,-0.0016559721242364045,2025-12-08 13:38:34.680616,2025-12-08 13:38:36.128346,0 days 00:00:01.447730,0.02177092557247536,0.25929736918195123,extensive,final,elastic,pca_only,True,COMPLETE
91,-0.0016559721242364045,2025-12-08 13:38:36.128346,2025-12-08 13:38:37.579311,0 days 00:00:01.450965,0.007161422348192486,0.18896698617059957,extensive,final,elastic,pca_only,True,COMPLETE
92,-46.83963188340536,2025-12-08 13:38:37.580799,2025-12-08 13:38:39.028871,0 days 00:00:01.448072,0.004281528575332787,0.081263166849802,extensive,final,elastic,pca_only,True,COMPLETE
93,-0.0016559721242364045,2025-12-08 13:38:39.028871,2025-12-08 13:38:40.528678,0 days 00:00:01.499807,0.010298006089394926,0.31671011483256556,extensive,final,elastic,pca_only,True,COMPLETE
94,-0.0016559721242364045,2025-12-08 13:38:40.529734,2025-12-08 13:38:42.345813,0 days 00:00:01.816079,0.002798416003145176,0.5380032987411189,extensive,final,elastic,pca_only,True,COMPLETE
95,-3835.1694233724998,2025-12-08 13:38:42.345813,2025-12-08 13:38:43.978515,0 days 00:00:01.632702,0.07571987140818065,0.00041447648061671005,extensive,final,elastic,pca_only,True,COMPLETE
96,-0.0016559721242364045,2025-12-08 13:38:43.979200,2025-12-08 13:38:45.630489,0 days 00:00:01.651289,0.034365920480128855,0.1028392608846943,extensive,final,elastic,pca_only,True,COMPLETE
97,-5.986339380785755,2025-12-08 13:38:45.630489,2025-12-08 13:38:47.198602,0 days 00:00:01.568113,0.002040204184476586,0.209591335275844,extensive,final,elastic,pca_only,True,COMPLETE
98,-36.55368102692319,2025-12-08 13:38:47.198602,2025-12-08 13:38:48.795732,0 days 00:00:01.597130,0.005958771923665606,0.06428097041746036,extensive,final,elastic,pca_only,True,COMPLETE
99,-0.0016559721242364045,2025-12-08 13:38:48.796121,2025-12-08 13:38:50.411407,0 days 00:00:01.615286,0.026901954923593235,0.1515780913195421,extensive,final,elastic,pca_only,True,COMPLETE
100,-0.0016559721242364045,2025-12-08 13:38:50.413151,2025-12-08 13:38:51.962925,0 days 00:00:01.549774,0.06646386181536185,0.7986572793002478,extensive,final,elastic,pca_only,True,COMPLETE
101,-0.0016559721242364045,2025-12-08 13:38:51.962925,2025-12-08 13:38:53.546973,0 days 00:00:01.584048,0.04363092288363704,0.5710432651170188,extensive,final,elastic,pca_only,True,COMPLETE
102,-0.0016559721242364045,2025-12-08 13:38:53.546973,2025-12-08 13:38:55.165752,0 days 00:00:01.618779,0.01914961629384144,0.28014139066669075,extensive,final,elastic,pca_only,True,COMPLETE
103,-0.0016559721242364045,2025-12-08 13:38:55.166753,2025-12-08 13:38:56.718092,0 days 00:00:01.551339,0.04903405269703873,0.39427121304430146,extensive,final,elastic,pca_only,True,COMPLETE
104,-137.9296776274781,2025-12-08 13:38:56.718836,2025-12-08 13:38:58.615540,0 days 00:00:01.896704,0.0007124019053164202,0.37216201208943017,extensive,final,elastic,pca_only,True,COMPLETE
105,-0.08399353938475063,2025-12-08 13:38:58.615540,2025-12-08 13:39:00.198954,0 days 00:00:01.583414,0.013235092693494478,0.03797750924441091,extensive,final,elastic,pca_only,True,COMPLETE
106,-0.0016559721242364045,2025-12-08 13:39:00.198954,2025-12-08 13:39:01.697477,0 days 00:00:01.498523,0.03500097678748641,0.466630789309913,extensive,final,elastic,pca_only,True,COMPLETE
107,-0.0016559721242364045,2025-12-08 13:39:01.697477,2025-12-08 13:39:03.147520,0 days 00:00:01.450043,0.09686328698689228,0.17466625921323597,extensive,final,elastic,pca_only,True,COMPLETE
108,-4433.4307379586435,2025-12-08 13:39:03.147520,2025-12-08 13:39:04.879928,0 days 00:00:01.732408,6.271551712519442e-05,0.3082501230614059,extensive,final,elastic,pca_only,True,COMPLETE
109,-0.0016559721242364045,2025-12-08 13:39:04.880278,2025-12-08 13:39:06.513916,0 days 00:00:01.633638,0.025663755523082567,0.8678259482905456,extensive,final,elastic,pca_only,True,COMPLETE
110,-0.02104966486814049,2025-12-08 13:39:06.513916,2025-12-08 13:39:08.046685,0 days 00:00:01.532769,0.0012203625455758371,0.4353876042973928,extensive,final,elastic,pca_only,True,COMPLETE
111,-0.0016559721242364045,2025-12-08 13:39:08.046685,2025-12-08 13:39:09.714571,0 days 00:00:01.667886,0.0030575889879824146,0.48546362430662854,extensive,final,elastic,pca_only,True,COMPLETE
112,-0.0016559721242364045,2025-12-08 13:39:09.715570,2025-12-08 13:39:11.199677,0 days 00:00:01.484107,0.008269997954992057,0.6281902049267563,extensive,final,elastic,pca_only,True,COMPLETE
113,-0.0016559721242364045,2025-12-08 13:39:11.199677,2025-12-08 13:39:12.700165,0 days 00:00:01.500488,0.00458452207108148,0.9452782404916521,extensive,final,elastic,pca_only,True,COMPLETE
114,-0.0016559721242364045,2025-12-08 13:39:12.701144,2025-12-08 13:39:14.247458,0 days 00:00:01.546314,0.001675809311459771,0.5507234976882401,extensive,final,elastic,pca_only,True,COMPLETE
115,-0.0016559721242364045,2025-12-08 13:39:14.247458,2025-12-08 13:39:15.797241,0 days 00:00:01.549783,0.0020741360484009294,0.6056198535844011,extensive,final,elastic,pca_only,True,COMPLETE
116,-0.0016559721242364045,2025-12-08 13:39:15.797761,2025-12-08 13:39:17.347970,0 days 00:00:01.550209,0.003641926832610619,0.9037024701093246,extensive,final,elastic,pca_only,True,COMPLETE
117,-0.0016559721242364045,2025-12-08 13:39:17.347970,2025-12-08 13:39:18.832954,0 days 00:00:01.484984,0.011760991265118469,0.5150033488018003,extensive,final,elastic,pca_only,True,COMPLETE
118,-0.0016559721242364045,2025-12-08 13:39:18.832954,2025-12-08 13:39:20.329843,0 days 00:00:01.496889,0.0529914234596166,0.11810693780695042,extensive,final,elastic,pca_only,True,COMPLETE
119,-0.0016559721242364045,2025-12-08 13:39:20.330913,2025-12-08 13:39:21.863230,0 days 00:00:01.532317,0.06470717947527267,0.2310373861018111,extensive,final,elastic,pca_only,True,COMPLETE
120,-0.0016559721242364045,2025-12-08 13:39:21.864185,2025-12-08 13:39:23.381266,0 days 00:00:01.517081,0.04331901839746796,0.9873514152251405,extensive,final,elastic,pca_only,True,COMPLETE
121,-0.0016559721242364045,2025-12-08 13:39:23.381266,2025-12-08 13:39:24.814968,0 days 00:00:01.433702,0.01682450602541536,0.29096870248320217,extensive,final,elastic,pca_only,True,COMPLETE
122,-767.2219511506937,2025-12-08 13:39:24.814968,2025-12-08 13:39:26.281221,0 days 00:00:01.466253,0.0005006050171896558,0.24783169403849298,extensive,final,elastic,pca_only,True,COMPLETE
