number,value,datetime_start,datetime_complete,duration,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
138,-3859.784384291601,2025-12-08 12:26:30.648340,2025-12-08 12:26:31.978947,0 days 00:00:01.330607,extensive,final,ols,pca_only,True,COMPLETE
139,-3805.357178924384,2025-12-08 12:26:31.979948,2025-12-08 12:26:33.305751,0 days 00:00:01.325803,extensive,final,ols,pca_only,True,COMPLETE
140,-3676.3020995694383,2025-12-08 12:26:33.305751,2025-12-08 12:26:34.662277,0 days 00:00:01.356526,extensive,final,ols,pca_only,True,COMPLETE
141,-3523.07176603082,2025-12-08 12:26:34.662277,2025-12-08 12:26:35.997197,0 days 00:00:01.334920,extensive,final,ols,pca_only,True,COMPLETE
142,-5927.279490694894,2025-12-08 12:26:35.997197,2025-12-08 12:26:37.337399,0 days 00:00:01.340202,extensive,final,ols,pca_only,True,COMPLETE
143,-3936.668383837636,2025-12-08 12:26:37.338648,2025-12-08 12:26:38.711985,0 days 00:00:01.373337,extensive,final,ols,pca_only,True,COMPLETE
144,-4006.1086248615356,2025-12-08 12:26:38.713991,2025-12-08 12:26:40.065093,0 days 00:00:01.351102,extensive,final,ols,pca_only,True,COMPLETE
145,-3777.490991604927,2025-12-08 12:26:40.065093,2025-12-08 12:26:41.395057,0 days 00:00:01.329964,extensive,final,ols,pca_only,True,COMPLETE
146,-3949.8020601382655,2025-12-08 12:26:41.395057,2025-12-08 12:26:42.775421,0 days 00:00:01.380364,extensive,final,ols,pca_only,True,COMPLETE
147,-3943.872745904366,2025-12-08 12:26:42.775421,2025-12-08 12:26:44.015966,0 days 00:00:01.240545,extensive,final,ols,pca_only,True,COMPLETE
148,-4127.787412815763,2025-12-08 12:26:44.015966,2025-12-08 12:26:45.399216,0 days 00:00:01.383250,extensive,final,ols,pca_only,True,COMPLETE
149,-3726.827641473261,2025-12-08 12:26:45.399216,2025-12-08 12:26:46.729080,0 days 00:00:01.329864,extensive,final,ols,pca_only,True,COMPLETE
150,-4696.486277965085,2025-12-08 12:26:46.729080,2025-12-08 12:26:48.083157,0 days 00:00:01.354077,extensive,final,ols,pca_only,True,COMPLETE
151,-4195.368616935847,2025-12-08 12:26:48.083157,2025-12-08 12:26:49.464461,0 days 00:00:01.381304,extensive,final,ols,pca_only,True,COMPLETE
152,-4040.6538742315274,2025-12-08 12:26:49.464461,2025-12-08 12:26:50.824386,0 days 00:00:01.359925,extensive,final,ols,pca_only,True,COMPLETE
153,-3964.026902144023,2025-12-08 12:26:50.824386,2025-12-08 12:26:52.212020,0 days 00:00:01.387634,extensive,final,ols,pca_only,True,COMPLETE
154,-3924.3003842014336,2025-12-08 12:26:52.212020,2025-12-08 12:26:53.514869,0 days 00:00:01.302849,extensive,final,ols,pca_only,True,COMPLETE
155,-4039.29423179193,2025-12-08 12:26:53.516046,2025-12-08 12:26:54.856283,0 days 00:00:01.340237,extensive,final,ols,pca_only,True,COMPLETE
156,-4199.61256519029,2025-12-08 12:26:54.856283,2025-12-08 12:26:56.196606,0 days 00:00:01.340323,extensive,final,ols,pca_only,True,COMPLETE
157,-3853.521365560757,2025-12-08 12:26:56.196606,2025-12-08 12:26:57.513992,0 days 00:00:01.317386,extensive,final,ols,pca_only,True,COMPLETE
158,-3978.258806296039,2025-12-08 12:26:57.513992,2025-12-08 12:26:58.846750,0 days 00:00:01.332758,extensive,final,ols,pca_only,True,COMPLETE
159,-4018.07636932244,2025-12-08 12:26:58.846750,2025-12-08 12:27:00.227498,0 days 00:00:01.380748,extensive,final,ols,pca_only,True,COMPLETE
160,-3824.8005217584155,2025-12-08 12:27:00.227498,2025-12-08 12:27:01.548904,0 days 00:00:01.321406,extensive,final,ols,pca_only,True,COMPLETE
161,-4674.784256750617,2025-12-08 12:27:01.548904,2025-12-08 12:27:02.887530,0 days 00:00:01.338626,extensive,final,ols,pca_only,True,COMPLETE
162,-3648.704726087771,2025-12-08 12:27:02.887530,2025-12-08 12:27:04.210803,0 days 00:00:01.323273,extensive,final,ols,pca_only,True,COMPLETE
163,-4110.4667592316755,2025-12-08 12:27:04.211744,2025-12-08 12:27:05.550479,0 days 00:00:01.338735,extensive,final,ols,pca_only,True,COMPLETE
164,-4272.821132953154,2025-12-08 12:27:05.551419,2025-12-08 12:27:06.892270,0 days 00:00:01.340851,extensive,final,ols,pca_only,True,COMPLETE
165,-4099.911309471917,2025-12-08 12:27:06.892270,2025-12-08 12:27:08.211743,0 days 00:00:01.319473,extensive,final,ols,pca_only,True,COMPLETE
166,-3740.6300213300074,2025-12-08 12:27:08.211743,2025-12-08 12:27:09.666590,0 days 00:00:01.454847,extensive,final,ols,pca_only,True,COMPLETE
167,-3873.0991687987803,2025-12-08 12:27:09.666590,2025-12-08 12:27:10.902749,0 days 00:00:01.236159,extensive,final,ols,pca_only,True,COMPLETE
168,-3623.4002345741246,2025-12-08 12:27:10.902749,2025-12-08 12:27:12.227304,0 days 00:00:01.324555,extensive,final,ols,pca_only,True,COMPLETE
169,-3406.4411478161114,2025-12-08 12:27:12.227304,2025-12-08 12:27:13.551376,0 days 00:00:01.324072,extensive,final,ols,pca_only,True,COMPLETE
170,-3079.0722802025116,2025-12-08 12:27:13.552838,2025-12-08 12:27:14.888825,0 days 00:00:01.335987,extensive,final,ols,pca_only,True,COMPLETE
