number,value,datetime_start,datetime_complete,duration,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
171,-88880.52587835048,2025-12-08 12:40:36.357560,2025-12-08 12:40:37.585855,0 days 00:00:01.228295,extensive,final,ols,pca_block,True,COMPLETE
172,-88875.48469979793,2025-12-08 12:40:37.585855,2025-12-08 12:40:38.815203,0 days 00:00:01.229348,extensive,final,ols,pca_block,True,COMPLETE
173,-88877.63121311436,2025-12-08 12:40:38.815656,2025-12-08 12:40:40.034168,0 days 00:00:01.218512,extensive,final,ols,pca_block,True,COMPLETE
174,-88878.79599689487,2025-12-08 12:40:40.035170,2025-12-08 12:40:41.248867,0 days 00:00:01.213697,extensive,final,ols,pca_block,True,COMPLETE
175,-88877.51541300696,2025-12-08 12:40:41.248867,2025-12-08 12:40:42.522507,0 days 00:00:01.273640,extensive,final,ols,pca_block,True,COMPLETE
176,-88873.57808410778,2025-12-08 12:40:42.522507,2025-12-08 12:40:43.763412,0 days 00:00:01.240905,extensive,final,ols,pca_block,True,COMPLETE
177,-88876.19559174143,2025-12-08 12:40:43.763412,2025-12-08 12:40:45.002711,0 days 00:00:01.239299,extensive,final,ols,pca_block,True,COMPLETE
178,-88878.07049190368,2025-12-08 12:40:45.003862,2025-12-08 12:40:46.247607,0 days 00:00:01.243745,extensive,final,ols,pca_block,True,COMPLETE
179,-88881.48720157544,2025-12-08 12:40:46.247607,2025-12-08 12:40:47.502773,0 days 00:00:01.255166,extensive,final,ols,pca_block,True,COMPLETE
180,-88878.3846840753,2025-12-08 12:40:47.505633,2025-12-08 12:40:48.801228,0 days 00:00:01.295595,extensive,final,ols,pca_block,True,COMPLETE
181,-88877.56096719665,2025-12-08 12:40:48.801228,2025-12-08 12:40:50.018361,0 days 00:00:01.217133,extensive,final,ols,pca_block,True,COMPLETE
182,-88876.04110834734,2025-12-08 12:40:50.019668,2025-12-08 12:40:51.247351,0 days 00:00:01.227683,extensive,final,ols,pca_block,True,COMPLETE
183,-88878.42574503065,2025-12-08 12:40:51.247351,2025-12-08 12:40:52.468270,0 days 00:00:01.220919,extensive,final,ols,pca_block,True,COMPLETE
184,-88878.39090687573,2025-12-08 12:40:52.471476,2025-12-08 12:40:53.686744,0 days 00:00:01.215268,extensive,final,ols,pca_block,True,COMPLETE
185,-88881.39869132005,2025-12-08 12:40:53.687700,2025-12-08 12:40:54.892485,0 days 00:00:01.204785,extensive,final,ols,pca_block,True,COMPLETE
186,-88880.58687791375,2025-12-08 12:40:54.892485,2025-12-08 12:40:56.118760,0 days 00:00:01.226275,extensive,final,ols,pca_block,True,COMPLETE
187,-88878.41203662085,2025-12-08 12:40:56.120103,2025-12-08 12:40:57.334818,0 days 00:00:01.214715,extensive,final,ols,pca_block,True,COMPLETE
188,-88874.54138579854,2025-12-08 12:40:57.334818,2025-12-08 12:40:58.551642,0 days 00:00:01.216824,extensive,final,ols,pca_block,True,COMPLETE
189,-88875.22859511443,2025-12-08 12:40:58.551642,2025-12-08 12:40:59.782395,0 days 00:00:01.230753,extensive,final,ols,pca_block,True,COMPLETE
190,-88879.18908503355,2025-12-08 12:40:59.782395,2025-12-08 12:41:01.052387,0 days 00:00:01.269992,extensive,final,ols,pca_block,True,COMPLETE
191,-88875.39528561865,2025-12-08 12:41:01.053668,2025-12-08 12:41:02.296089,0 days 00:00:01.242421,extensive,final,ols,pca_block,True,COMPLETE
192,-88879.33231004122,2025-12-08 12:41:02.296089,2025-12-08 12:41:03.522196,0 days 00:00:01.226107,extensive,final,ols,pca_block,True,COMPLETE
193,-88885.04507623259,2025-12-08 12:41:03.522196,2025-12-08 12:41:04.814130,0 days 00:00:01.291934,extensive,final,ols,pca_block,True,COMPLETE
194,-88878.74363048091,2025-12-08 12:41:04.814130,2025-12-08 12:41:06.022515,0 days 00:00:01.208385,extensive,final,ols,pca_block,True,COMPLETE
195,-88878.06991286659,2025-12-08 12:41:06.022515,2025-12-08 12:41:07.250183,0 days 00:00:01.227668,extensive,final,ols,pca_block,True,COMPLETE
196,-88878.3419169594,2025-12-08 12:41:07.250183,2025-12-08 12:41:08.472772,0 days 00:00:01.222589,extensive,final,ols,pca_block,True,COMPLETE
197,-88878.99114994144,2025-12-08 12:41:08.473277,2025-12-08 12:41:09.688579,0 days 00:00:01.215302,extensive,final,ols,pca_block,True,COMPLETE
198,-88879.00041583023,2025-12-08 12:41:09.688579,2025-12-08 12:41:10.910200,0 days 00:00:01.221621,extensive,final,ols,pca_block,True,COMPLETE
199,-88879.05814548075,2025-12-08 12:41:10.910200,2025-12-08 12:41:12.152733,0 days 00:00:01.242533,extensive,final,ols,pca_block,True,COMPLETE
200,-88877.90989406819,2025-12-08 12:41:12.154566,2025-12-08 12:41:13.363907,0 days 00:00:01.209341,extensive,final,ols,pca_block,True,COMPLETE
201,-88877.49877090183,2025-12-08 12:41:13.363907,2025-12-08 12:41:14.585805,0 days 00:00:01.221898,extensive,final,ols,pca_block,True,COMPLETE
202,-88880.36588820601,2025-12-08 12:41:14.585805,2025-12-08 12:41:15.813731,0 days 00:00:01.227926,extensive,final,ols,pca_block,True,COMPLETE
203,-88878.36693031575,2025-12-08 12:41:15.814528,2025-12-08 12:41:17.021664,0 days 00:00:01.207136,extensive,final,ols,pca_block,True,COMPLETE
204,-88879.91907737397,2025-12-08 12:41:17.022707,2025-12-08 12:41:18.251809,0 days 00:00:01.229102,extensive,final,ols,pca_block,True,COMPLETE
205,-88881.43707643005,2025-12-08 12:41:18.251809,2025-12-08 12:41:19.506000,0 days 00:00:01.254191,extensive,final,ols,pca_block,True,COMPLETE
206,-88878.02811920673,2025-12-08 12:41:19.507268,2025-12-08 12:41:20.720336,0 days 00:00:01.213068,extensive,final,ols,pca_block,True,COMPLETE
207,-88878.56343143003,2025-12-08 12:41:20.720336,2025-12-08 12:41:21.969234,0 days 00:00:01.248898,extensive,final,ols,pca_block,True,COMPLETE
208,-88878.04219562795,2025-12-08 12:41:21.969234,2025-12-08 12:41:23.202137,0 days 00:00:01.232903,extensive,final,ols,pca_block,True,COMPLETE
209,-88879.73224490775,2025-12-08 12:41:23.202137,2025-12-08 12:41:24.415917,0 days 00:00:01.213780,extensive,final,ols,pca_block,True,COMPLETE
210,-88878.79112365615,2025-12-08 12:41:24.416423,2025-12-08 12:41:25.639226,0 days 00:00:01.222803,extensive,final,ols,pca_block,True,COMPLETE
211,-88878.75940536907,2025-12-08 12:41:25.639226,2025-12-08 12:41:26.848232,0 days 00:00:01.209006,extensive,final,ols,pca_block,True,COMPLETE
212,-88876.93905836181,2025-12-08 12:41:26.848232,2025-12-08 12:41:28.072199,0 days 00:00:01.223967,extensive,final,ols,pca_block,True,COMPLETE
213,-88877.7369050198,2025-12-08 12:41:28.072763,2025-12-08 12:41:29.297629,0 days 00:00:01.224866,extensive,final,ols,pca_block,True,COMPLETE
214,-88878.81791024655,2025-12-08 12:41:29.297629,2025-12-08 12:41:30.522731,0 days 00:00:01.225102,extensive,final,ols,pca_block,True,COMPLETE
215,-88879.11561876716,2025-12-08 12:41:30.523236,2025-12-08 12:41:31.770481,0 days 00:00:01.247245,extensive,final,ols,pca_block,True,COMPLETE
216,-88882.2750358861,2025-12-08 12:41:31.770984,2025-12-08 12:41:33.006415,0 days 00:00:01.235431,extensive,final,ols,pca_block,True,COMPLETE
217,-88879.21318553727,2025-12-08 12:41:33.006921,2025-12-08 12:41:34.249872,0 days 00:00:01.242951,extensive,final,ols,pca_block,True,COMPLETE
218,-88878.8261847179,2025-12-08 12:41:34.249872,2025-12-08 12:41:35.506830,0 days 00:00:01.256958,extensive,final,ols,pca_block,True,COMPLETE
219,-88874.88327275378,2025-12-08 12:41:35.507927,2025-12-08 12:41:36.753021,0 days 00:00:01.245094,extensive,final,ols,pca_block,True,COMPLETE
220,-88879.42516531252,2025-12-08 12:41:36.753021,2025-12-08 12:41:38.023745,0 days 00:00:01.270724,extensive,final,ols,pca_block,True,COMPLETE
221,-88875.59238528796,2025-12-08 12:41:38.024256,2025-12-08 12:41:39.266689,0 days 00:00:01.242433,extensive,final,ols,pca_block,True,COMPLETE
222,-88878.78145854331,2025-12-08 12:41:39.267672,2025-12-08 12:41:40.491526,0 days 00:00:01.223854,extensive,final,ols,pca_block,True,COMPLETE
223,-88879.26045209503,2025-12-08 12:41:40.491526,2025-12-08 12:41:41.722887,0 days 00:00:01.231361,extensive,final,ols,pca_block,True,COMPLETE
224,-88874.06299433929,2025-12-08 12:41:41.722887,2025-12-08 12:41:42.936064,0 days 00:00:01.213177,extensive,final,ols,pca_block,True,COMPLETE
225,-88879.39840940229,2025-12-08 12:41:42.936064,2025-12-08 12:41:44.218724,0 days 00:00:01.282660,extensive,final,ols,pca_block,True,COMPLETE
226,-88877.17076382769,2025-12-08 12:41:44.218724,2025-12-08 12:41:45.540795,0 days 00:00:01.322071,extensive,final,ols,pca_block,True,COMPLETE
227,-88877.19379446925,2025-12-08 12:41:45.540795,2025-12-08 12:41:46.786344,0 days 00:00:01.245549,extensive,final,ols,pca_block,True,COMPLETE
228,-88875.99703642697,2025-12-08 12:41:46.786344,2025-12-08 12:41:48.040861,0 days 00:00:01.254517,extensive,final,ols,pca_block,True,COMPLETE
229,-88874.21696420299,2025-12-08 12:41:48.041627,2025-12-08 12:41:49.256040,0 days 00:00:01.214413,extensive,final,ols,pca_block,True,COMPLETE
230,-88879.00157164439,2025-12-08 12:41:49.257050,2025-12-08 12:41:50.475625,0 days 00:00:01.218575,extensive,final,ols,pca_block,True,COMPLETE
231,-88871.48972395006,2025-12-08 12:41:50.476185,2025-12-08 12:41:51.706241,0 days 00:00:01.230056,extensive,final,ols,pca_block,True,COMPLETE
232,-88878.0711388873,2025-12-08 12:41:51.706954,2025-12-08 12:41:52.912218,0 days 00:00:01.205264,extensive,final,ols,pca_block,True,COMPLETE
233,-88881.17160631194,2025-12-08 12:41:52.912218,2025-12-08 12:41:54.138368,0 days 00:00:01.226150,extensive,final,ols,pca_block,True,COMPLETE
234,-88876.75046258459,2025-12-08 12:41:54.138368,2025-12-08 12:41:55.361784,0 days 00:00:01.223416,extensive,final,ols,pca_block,True,COMPLETE
235,-88878.48675424141,2025-12-08 12:41:55.361784,2025-12-08 12:41:56.607963,0 days 00:00:01.246179,extensive,final,ols,pca_block,True,COMPLETE
236,-88879.16523656862,2025-12-08 12:41:56.608344,2025-12-08 12:41:57.905144,0 days 00:00:01.296800,extensive,final,ols,pca_block,True,COMPLETE
237,-88879.831428867,2025-12-08 12:41:57.905641,2025-12-08 12:41:59.188577,0 days 00:00:01.282936,extensive,final,ols,pca_block,True,COMPLETE
238,-88878.04284914948,2025-12-08 12:41:59.188577,2025-12-08 12:42:00.453759,0 days 00:00:01.265182,extensive,final,ols,pca_block,True,COMPLETE
239,-88880.68983141244,2025-12-08 12:42:00.454435,2025-12-08 12:42:01.722033,0 days 00:00:01.267598,extensive,final,ols,pca_block,True,COMPLETE
240,-88878.50443590996,2025-12-08 12:42:01.722033,2025-12-08 12:42:02.864386,0 days 00:00:01.142353,extensive,final,ols,pca_block,True,COMPLETE
241,-88876.33777232932,2025-12-08 12:42:02.864386,2025-12-08 12:42:04.136759,0 days 00:00:01.272373,extensive,final,ols,pca_block,True,COMPLETE
242,-88872.51729425868,2025-12-08 12:42:04.137763,2025-12-08 12:42:05.408241,0 days 00:00:01.270478,extensive,final,ols,pca_block,True,COMPLETE
243,-88878.11422610388,2025-12-08 12:42:05.409241,2025-12-08 12:42:06.698118,0 days 00:00:01.288877,extensive,final,ols,pca_block,True,COMPLETE
244,-88879.0630276848,2025-12-08 12:42:06.699121,2025-12-08 12:42:07.957786,0 days 00:00:01.258665,extensive,final,ols,pca_block,True,COMPLETE
245,-88879.57038589091,2025-12-08 12:42:07.959254,2025-12-08 12:42:09.241077,0 days 00:00:01.281823,extensive,final,ols,pca_block,True,COMPLETE
246,-88874.70876512125,2025-12-08 12:42:09.241077,2025-12-08 12:42:10.508017,0 days 00:00:01.266940,extensive,final,ols,pca_block,True,COMPLETE
247,-88877.96396420163,2025-12-08 12:42:10.508017,2025-12-08 12:42:11.789386,0 days 00:00:01.281369,extensive,final,ols,pca_block,True,COMPLETE
248,-88882.51342081877,2025-12-08 12:42:11.790391,2025-12-08 12:42:13.052001,0 days 00:00:01.261610,extensive,final,ols,pca_block,True,COMPLETE
249,-88877.46733047428,2025-12-08 12:42:13.052001,2025-12-08 12:42:14.787455,0 days 00:00:01.735454,extensive,final,ols,pca_block,True,COMPLETE
250,-88876.87363856874,2025-12-08 12:42:14.788961,2025-12-08 12:42:16.723784,0 days 00:00:01.934823,extensive,final,ols,pca_block,True,COMPLETE
251,-88878.37339546772,2025-12-08 12:42:16.724888,2025-12-08 12:42:18.346436,0 days 00:00:01.621548,extensive,final,ols,pca_block,True,COMPLETE
252,-88875.67731866076,2025-12-08 12:42:18.346436,2025-12-08 12:42:19.927867,0 days 00:00:01.581431,extensive,final,ols,pca_block,True,COMPLETE
253,-88881.57414349302,2025-12-08 12:42:19.927867,2025-12-08 12:42:21.575206,0 days 00:00:01.647339,extensive,final,ols,pca_block,True,COMPLETE
254,-88880.2854746665,2025-12-08 12:42:21.575206,2025-12-08 12:42:22.978745,0 days 00:00:01.403539,extensive,final,ols,pca_block,True,COMPLETE
255,-88875.54112804342,2025-12-08 12:42:22.979849,2025-12-08 12:42:24.315649,0 days 00:00:01.335800,extensive,final,ols,pca_block,True,COMPLETE
256,-88878.18436618785,2025-12-08 12:42:24.315649,2025-12-08 12:42:25.577330,0 days 00:00:01.261681,extensive,final,ols,pca_block,True,COMPLETE
257,-88878.54682793056,2025-12-08 12:42:25.577330,2025-12-08 12:42:26.834094,0 days 00:00:01.256764,extensive,final,ols,pca_block,True,COMPLETE
258,-88877.71541975452,2025-12-08 12:42:26.834094,2025-12-08 12:42:28.057593,0 days 00:00:01.223499,extensive,final,ols,pca_block,True,COMPLETE
259,-88878.82925760966,2025-12-08 12:42:28.057593,2025-12-08 12:42:29.285749,0 days 00:00:01.228156,extensive,final,ols,pca_block,True,COMPLETE
260,-88878.04909285992,2025-12-08 12:42:29.285749,2025-12-08 12:42:30.525990,0 days 00:00:01.240241,extensive,final,ols,pca_block,True,COMPLETE
261,-88879.8423956422,2025-12-08 12:42:30.527070,2025-12-08 12:42:31.756202,0 days 00:00:01.229132,extensive,final,ols,pca_block,True,COMPLETE
262,-88882.04090605874,2025-12-08 12:42:31.757169,2025-12-08 12:42:32.993549,0 days 00:00:01.236380,extensive,final,ols,pca_block,True,COMPLETE
263,-88875.84080940054,2025-12-08 12:42:32.993549,2025-12-08 12:42:34.285033,0 days 00:00:01.291484,extensive,final,ols,pca_block,True,COMPLETE
264,-88878.74566748702,2025-12-08 12:42:34.287040,2025-12-08 12:42:35.578339,0 days 00:00:01.291299,extensive,final,ols,pca_block,True,COMPLETE
265,-88873.64075396005,2025-12-08 12:42:35.578339,2025-12-08 12:42:37.076316,0 days 00:00:01.497977,extensive,final,ols,pca_block,True,COMPLETE
266,-88878.39449364143,2025-12-08 12:42:37.076316,2025-12-08 12:42:38.509991,0 days 00:00:01.433675,extensive,final,ols,pca_block,True,COMPLETE
267,-88879.79484170995,2025-12-08 12:42:38.510994,2025-12-08 12:42:39.788255,0 days 00:00:01.277261,extensive,final,ols,pca_block,True,COMPLETE
268,-88877.7313442392,2025-12-08 12:42:39.789262,2025-12-08 12:42:41.060974,0 days 00:00:01.271712,extensive,final,ols,pca_block,True,COMPLETE
269,-88880.75783813336,2025-12-08 12:42:41.060974,2025-12-08 12:42:42.287980,0 days 00:00:01.227006,extensive,final,ols,pca_block,True,COMPLETE
270,-88876.89896503225,2025-12-08 12:42:42.287980,2025-12-08 12:42:43.595111,0 days 00:00:01.307131,extensive,final,ols,pca_block,True,COMPLETE
271,-88877.9424221777,2025-12-08 12:42:43.596256,2025-12-08 12:42:44.946575,0 days 00:00:01.350319,extensive,final,ols,pca_block,True,COMPLETE
272,-88879.2033338087,2025-12-08 12:42:44.946575,2025-12-08 12:42:46.289708,0 days 00:00:01.343133,extensive,final,ols,pca_block,True,COMPLETE
273,-88878.56066447923,2025-12-08 12:42:46.290899,2025-12-08 12:42:48.458152,0 days 00:00:02.167253,extensive,final,ols,pca_block,True,COMPLETE
274,-88877.46972581466,2025-12-08 12:42:48.458152,2025-12-08 12:42:50.137071,0 days 00:00:01.678919,extensive,final,ols,pca_block,True,COMPLETE
275,-88877.32878411021,2025-12-08 12:42:50.137071,2025-12-08 12:42:51.507743,0 days 00:00:01.370672,extensive,final,ols,pca_block,True,COMPLETE
276,-88878.23356311324,2025-12-08 12:42:51.507743,2025-12-08 12:42:52.877659,0 days 00:00:01.369916,extensive,final,ols,pca_block,True,COMPLETE
277,-88879.83688798962,2025-12-08 12:42:52.877659,2025-12-08 12:42:54.028721,0 days 00:00:01.151062,extensive,final,ols,pca_block,True,COMPLETE
278,-88880.82235035552,2025-12-08 12:42:54.028721,2025-12-08 12:42:55.295230,0 days 00:00:01.266509,extensive,final,ols,pca_block,True,COMPLETE
279,-88877.27841847196,2025-12-08 12:42:55.297235,2025-12-08 12:42:56.591925,0 days 00:00:01.294690,extensive,final,ols,pca_block,True,COMPLETE
280,-88878.87470408862,2025-12-08 12:42:56.592926,2025-12-08 12:42:58.258932,0 days 00:00:01.666006,extensive,final,ols,pca_block,True,COMPLETE
281,-88880.2071883923,2025-12-08 12:42:58.258932,2025-12-08 12:43:00.065482,0 days 00:00:01.806550,extensive,final,ols,pca_block,True,COMPLETE
282,-88877.08060344495,2025-12-08 12:43:00.065482,2025-12-08 12:43:01.382125,0 days 00:00:01.316643,extensive,final,ols,pca_block,True,COMPLETE
283,-88877.43298036743,2025-12-08 12:43:01.383789,2025-12-08 12:43:02.861435,0 days 00:00:01.477646,extensive,final,ols,pca_block,True,COMPLETE
284,-88880.1896850437,2025-12-08 12:43:02.862715,2025-12-08 12:43:04.294833,0 days 00:00:01.432118,extensive,final,ols,pca_block,True,COMPLETE
285,-88878.63731486026,2025-12-08 12:43:04.295866,2025-12-08 12:43:05.894979,0 days 00:00:01.599113,extensive,final,ols,pca_block,True,COMPLETE
286,-88877.18801120843,2025-12-08 12:43:05.896087,2025-12-08 12:43:07.445524,0 days 00:00:01.549437,extensive,final,ols,pca_block,True,COMPLETE
287,-88878.48420242085,2025-12-08 12:43:07.445524,2025-12-08 12:43:08.775971,0 days 00:00:01.330447,extensive,final,ols,pca_block,True,COMPLETE
288,-88878.59984502028,2025-12-08 12:43:08.776343,2025-12-08 12:43:10.208807,0 days 00:00:01.432464,extensive,final,ols,pca_block,True,COMPLETE
289,-88881.95692637369,2025-12-08 12:43:10.208807,2025-12-08 12:43:11.838380,0 days 00:00:01.629573,extensive,final,ols,pca_block,True,COMPLETE
290,-88879.45392847963,2025-12-08 12:43:11.838380,2025-12-08 12:43:13.390273,0 days 00:00:01.551893,extensive,final,ols,pca_block,True,COMPLETE
291,-88878.06011243419,2025-12-08 12:43:13.390273,2025-12-08 12:43:14.728472,0 days 00:00:01.338199,extensive,final,ols,pca_block,True,COMPLETE
292,-88879.52154771086,2025-12-08 12:43:14.728472,2025-12-08 12:43:16.044583,0 days 00:00:01.316111,extensive,final,ols,pca_block,True,COMPLETE
293,-88875.3096928463,2025-12-08 12:43:16.045590,2025-12-08 12:43:17.352108,0 days 00:00:01.306518,extensive,final,ols,pca_block,True,COMPLETE
294,-88878.68343732564,2025-12-08 12:43:17.352108,2025-12-08 12:43:18.708284,0 days 00:00:01.356176,extensive,final,ols,pca_block,True,COMPLETE
295,-88878.66223290376,2025-12-08 12:43:18.709289,2025-12-08 12:43:20.112684,0 days 00:00:01.403395,extensive,final,ols,pca_block,True,COMPLETE
296,-88879.63488175684,2025-12-08 12:43:20.113817,2025-12-08 12:43:21.367897,0 days 00:00:01.254080,extensive,final,ols,pca_block,True,COMPLETE
297,-88877.49424823555,2025-12-08 12:43:21.368777,2025-12-08 12:43:22.647290,0 days 00:00:01.278513,extensive,final,ols,pca_block,True,COMPLETE
298,-88879.07934731532,2025-12-08 12:43:22.647290,2025-12-08 12:43:23.913590,0 days 00:00:01.266300,extensive,final,ols,pca_block,True,COMPLETE
299,-88880.87450069345,2025-12-08 12:43:23.913590,2025-12-08 12:43:25.319126,0 days 00:00:01.405536,extensive,final,ols,pca_block,True,COMPLETE
