number,value,datetime_start,datetime_complete,duration,params_enet_alpha,params_enet_l1_ratio,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
117,-0.0016559721242364045,2025-12-08 13:47:09.874417,2025-12-08 13:47:11.374995,0 days 00:00:01.500578,0.004722588230569537,0.9999832191343403,extensive,final,elastic,pca_hybrid,True,COMPLETE
118,-0.0016559721242364045,2025-12-08 13:47:11.374995,2025-12-08 13:47:12.874644,0 days 00:00:01.499649,0.008797942168289658,0.6421444693747344,extensive,final,elastic,pca_hybrid,True,COMPLETE
119,-0.0016559721242364045,2025-12-08 13:47:12.874644,2025-12-08 13:47:14.340174,0 days 00:00:01.465530,0.005684722193873084,0.23436005305792612,extensive,final,elastic,pca_hybrid,True,COMPLETE
120,-0.0016559721242364045,2025-12-08 13:47:14.341444,2025-12-08 13:47:15.825492,0 days 00:00:01.484048,0.09961194128842203,0.8252302904217103,extensive,final,elastic,pca_hybrid,True,COMPLETE
121,-12.220939193038769,2025-12-08 13:47:15.825492,2025-12-08 13:47:17.524040,0 days 00:00:01.698548,0.0006456146334215998,0.6654697721918774,extensive,final,elastic,pca_hybrid,True,COMPLETE
122,-0.0016559721242364045,2025-12-08 13:47:17.524929,2025-12-08 13:47:19.044638,0 days 00:00:01.519709,0.011507696343797046,0.7030306997900758,extensive,final,elastic,pca_hybrid,True,COMPLETE
123,-0.0016559721242364045,2025-12-08 13:47:19.044638,2025-12-08 13:47:20.560941,0 days 00:00:01.516303,0.0028699350973492416,0.6160931436274102,extensive,final,elastic,pca_hybrid,True,COMPLETE
124,-0.0016559721242364045,2025-12-08 13:47:20.561688,2025-12-08 13:47:22.094723,0 days 00:00:01.533035,0.032537462601750486,0.532015289252276,extensive,final,elastic,pca_hybrid,True,COMPLETE
125,-0.0016559721242364045,2025-12-08 13:47:22.094723,2025-12-08 13:47:23.578455,0 days 00:00:01.483732,0.006638131448033124,0.5889819785338611,extensive,final,elastic,pca_hybrid,True,COMPLETE
126,-0.004015440697384613,2025-12-08 13:47:23.578455,2025-12-08 13:47:25.309404,0 days 00:00:01.730949,0.001099545852112853,0.498523926211372,extensive,final,elastic,pca_hybrid,True,COMPLETE
127,-0.0016559721242364045,2025-12-08 13:47:25.309404,2025-12-08 13:47:26.775901,0 days 00:00:01.466497,0.007273589013348835,0.5749172795384797,extensive,final,elastic,pca_hybrid,True,COMPLETE
128,-0.0016559721242364045,2025-12-08 13:47:26.775901,2025-12-08 13:47:28.258861,0 days 00:00:01.482960,0.00461539913510859,0.6241098067194456,extensive,final,elastic,pca_hybrid,True,COMPLETE
129,-0.0016559721242364045,2025-12-08 13:47:28.260116,2025-12-08 13:47:29.742783,0 days 00:00:01.482667,0.0015641440606955549,0.9549682222178059,extensive,final,elastic,pca_hybrid,True,COMPLETE
130,-154.02683254274905,2025-12-08 13:47:29.742783,2025-12-08 13:47:31.275218,0 days 00:00:01.532435,0.003895653455949471,0.09964447354284686,extensive,final,elastic,pca_hybrid,True,COMPLETE
