number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
97,-2615.970143601086,2025-12-08 12:45:46.585833,2025-12-08 12:45:48.136134,0 days 00:00:01.550301,758.132101834579,extensive,final,ridge,pca_only,True,COMPLETE
98,-3490.149487678565,2025-12-08 12:45:48.137139,2025-12-08 12:45:49.522369,0 days 00:00:01.385230,199.78048016931822,extensive,final,ridge,pca_only,True,COMPLETE
99,-4059.6058407583428,2025-12-08 12:45:49.522369,2025-12-08 12:45:50.922372,0 days 00:00:01.400003,0.03171399200538918,extensive,final,ridge,pca_only,True,COMPLETE
100,-3103.3272749560433,2025-12-08 12:45:50.922372,2025-12-08 12:45:52.287573,0 days 00:00:01.365201,325.5165363818604,extensive,final,ridge,pca_only,True,COMPLETE
101,-2536.748432329525,2025-12-08 12:45:52.287573,2025-12-08 12:45:53.688776,0 days 00:00:01.401203,945.4301049890984,extensive,final,ridge,pca_only,True,COMPLETE
102,-2666.9755989511673,2025-12-08 12:45:53.688776,2025-12-08 12:45:55.167601,0 days 00:00:01.478825,641.983240487858,extensive,final,ridge,pca_only,True,COMPLETE
103,-3895.1813020167465,2025-12-08 12:45:55.168604,2025-12-08 12:45:56.583582,0 days 00:00:01.414978,0.003868987951101172,extensive,final,ridge,pca_only,True,COMPLETE
104,-3560.0471678380727,2025-12-08 12:45:56.584581,2025-12-08 12:45:58.004359,0 days 00:00:01.419778,499.3370653021705,extensive,final,ridge,pca_only,True,COMPLETE
105,-2188.7738372926265,2025-12-08 12:45:58.004359,2025-12-08 12:45:59.422956,0 days 00:00:01.418597,970.9881650893902,extensive,final,ridge,pca_only,True,COMPLETE
106,-2696.8188090986337,2025-12-08 12:45:59.422956,2025-12-08 12:46:00.872418,0 days 00:00:01.449462,719.7697458090518,extensive,final,ridge,pca_only,True,COMPLETE
107,-4049.6159316027765,2025-12-08 12:46:00.877188,2025-12-08 12:46:02.270491,0 days 00:00:01.393303,0.00010811248540180347,extensive,final,ridge,pca_only,True,COMPLETE
108,-2897.6495210371654,2025-12-08 12:46:02.271501,2025-12-08 12:46:03.654226,0 days 00:00:01.382725,425.1251770458519,extensive,final,ridge,pca_only,True,COMPLETE
109,-3887.601628645591,2025-12-08 12:46:03.654226,2025-12-08 12:46:05.049075,0 days 00:00:01.394849,7.6711450012962095,extensive,final,ridge,pca_only,True,COMPLETE
110,-3751.733242673569,2025-12-08 12:46:05.050078,2025-12-08 12:46:06.486218,0 days 00:00:01.436140,297.2465472346054,extensive,final,ridge,pca_only,True,COMPLETE
111,-2451.204817917681,2025-12-08 12:46:06.487218,2025-12-08 12:46:07.889003,0 days 00:00:01.401785,846.284975897664,extensive,final,ridge,pca_only,True,COMPLETE
112,-3242.9902856573203,2025-12-08 12:46:07.889003,2025-12-08 12:46:09.370909,0 days 00:00:01.481906,988.2842118708691,extensive,final,ridge,pca_only,True,COMPLETE
113,-2712.1695154036356,2025-12-08 12:46:09.370909,2025-12-08 12:46:10.789107,0 days 00:00:01.418198,537.6209955419179,extensive,final,ridge,pca_only,True,COMPLETE
114,-2783.920508958341,2025-12-08 12:46:10.789107,2025-12-08 12:46:12.221470,0 days 00:00:01.432363,678.6734900341711,extensive,final,ridge,pca_only,True,COMPLETE
115,-3119.6770751189033,2025-12-08 12:46:12.221470,2025-12-08 12:46:13.641455,0 days 00:00:01.419985,237.4799291765676,extensive,final,ridge,pca_only,True,COMPLETE
116,-2243.385422343145,2025-12-08 12:46:13.641455,2025-12-08 12:46:15.114931,0 days 00:00:01.473476,958.992219811888,extensive,final,ridge,pca_only,True,COMPLETE
117,-3231.830836451447,2025-12-08 12:46:15.114931,2025-12-08 12:46:16.738119,0 days 00:00:01.623188,387.7564567693682,extensive,final,ridge,pca_only,True,COMPLETE
118,-2343.542973821334,2025-12-08 12:46:16.739120,2025-12-08 12:46:18.287319,0 days 00:00:01.548199,993.5453627365637,extensive,final,ridge,pca_only,True,COMPLETE
119,-2869.6387776231854,2025-12-08 12:46:18.287821,2025-12-08 12:46:19.806396,0 days 00:00:01.518575,569.9140721025216,extensive,final,ridge,pca_only,True,COMPLETE
120,-3744.9600266290877,2025-12-08 12:46:19.806972,2025-12-08 12:46:21.239385,0 days 00:00:01.432413,156.2497643427227,extensive,final,ridge,pca_only,True,COMPLETE
121,-2669.787094576633,2025-12-08 12:46:21.240386,2025-12-08 12:46:22.620146,0 days 00:00:01.379760,719.6486749326125,extensive,final,ridge,pca_only,True,COMPLETE
122,-2436.0086847928565,2025-12-08 12:46:22.621147,2025-12-08 12:46:24.019967,0 days 00:00:01.398820,957.2383337526451,extensive,final,ridge,pca_only,True,COMPLETE
123,-3144.228649046982,2025-12-08 12:46:24.019967,2025-12-08 12:46:25.452400,0 days 00:00:01.432433,386.58848744240385,extensive,final,ridge,pca_only,True,COMPLETE
124,-2979.783638658027,2025-12-08 12:46:25.452400,2025-12-08 12:46:26.858540,0 days 00:00:01.406140,528.1715356093124,extensive,final,ridge,pca_only,True,COMPLETE
125,-2366.851703176946,2025-12-08 12:46:26.858540,2025-12-08 12:46:28.207463,0 days 00:00:01.348923,739.0213068990035,extensive,final,ridge,pca_only,True,COMPLETE
126,-3293.1216890757128,2025-12-08 12:46:28.208519,2025-12-08 12:46:29.602109,0 days 00:00:01.393590,273.48462884827245,extensive,final,ridge,pca_only,True,COMPLETE
127,-2487.2008935713907,2025-12-08 12:46:29.603109,2025-12-08 12:46:30.972312,0 days 00:00:01.369203,976.9227264257173,extensive,final,ridge,pca_only,True,COMPLETE
128,-3016.12085377659,2025-12-08 12:46:30.973315,2025-12-08 12:46:32.341045,0 days 00:00:01.367730,495.88049413258125,extensive,final,ridge,pca_only,True,COMPLETE
129,-3383.982845554447,2025-12-08 12:46:32.342213,2025-12-08 12:46:33.737632,0 days 00:00:01.395419,347.76818474281583,extensive,final,ridge,pca_only,True,COMPLETE
130,-2937.876261642697,2025-12-08 12:46:33.737632,2025-12-08 12:46:35.155638,0 days 00:00:01.418006,598.8342905639698,extensive,final,ridge,pca_only,True,COMPLETE
131,-2231.562599943295,2025-12-08 12:46:35.156640,2025-12-08 12:46:36.555481,0 days 00:00:01.398841,926.9008961462282,extensive,final,ridge,pca_only,True,COMPLETE
132,-2298.652198821381,2025-12-08 12:46:36.556482,2025-12-08 12:46:37.973973,0 days 00:00:01.417491,972.5421688119891,extensive,final,ridge,pca_only,True,COMPLETE
133,-3790.423069902483,2025-12-08 12:46:37.973973,2025-12-08 12:46:39.358321,0 days 00:00:01.384348,0.35569571729431065,extensive,final,ridge,pca_only,True,COMPLETE
134,-2085.527551481621,2025-12-08 12:46:39.359378,2025-12-08 12:46:40.846930,0 days 00:00:01.487552,704.1009621798001,extensive,final,ridge,pca_only,True,COMPLETE
135,-2602.9481870782324,2025-12-08 12:46:40.846930,2025-12-08 12:46:42.241791,0 days 00:00:01.394861,680.9703417292135,extensive,final,ridge,pca_only,True,COMPLETE
136,-3159.22624140195,2025-12-08 12:46:42.242860,2025-12-08 12:46:43.607944,0 days 00:00:01.365084,441.14896849523734,extensive,final,ridge,pca_only,True,COMPLETE
137,-3284.2808765595223,2025-12-08 12:46:43.608951,2025-12-08 12:46:44.974822,0 days 00:00:01.365871,213.02510765358755,extensive,final,ridge,pca_only,True,COMPLETE
138,-2772.8154398585743,2025-12-08 12:46:44.974822,2025-12-08 12:46:46.354612,0 days 00:00:01.379790,713.1855338806624,extensive,final,ridge,pca_only,True,COMPLETE
139,-3168.572203066788,2025-12-08 12:46:46.355613,2025-12-08 12:46:47.771599,0 days 00:00:01.415986,349.18432091742824,extensive,final,ridge,pca_only,True,COMPLETE
140,-3133.7177790217156,2025-12-08 12:46:47.772599,2025-12-08 12:46:49.141113,0 days 00:00:01.368514,534.8854916273589,extensive,final,ridge,pca_only,True,COMPLETE
141,-2593.5368759263815,2025-12-08 12:46:49.142114,2025-12-08 12:46:50.634856,0 days 00:00:01.492742,760.6494059251994,extensive,final,ridge,pca_only,True,COMPLETE
142,-3795.846077139929,2025-12-08 12:46:50.634856,2025-12-08 12:46:52.006043,0 days 00:00:01.371187,0.16886228130699787,extensive,final,ridge,pca_only,True,COMPLETE
143,-2364.4753058820147,2025-12-08 12:46:52.006549,2025-12-08 12:46:53.375731,0 days 00:00:01.369182,947.5742376984538,extensive,final,ridge,pca_only,True,COMPLETE
144,-2270.9323219831927,2025-12-08 12:46:53.376864,2025-12-08 12:46:54.772259,0 days 00:00:01.395395,986.7911326024234,extensive,final,ridge,pca_only,True,COMPLETE
145,-4531.099615612386,2025-12-08 12:46:54.772259,2025-12-08 12:46:56.107748,0 days 00:00:01.335489,1.9927979808707643,extensive,final,ridge,pca_only,True,COMPLETE
