number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
98,-0.001659627397217885,2025-12-08 14:47:09.987738,2025-12-08 14:47:15.126174,0 days 00:00:05.138436,0.3321057831619832,0.0019823478208658854,9,17,1265,1.254524625878662,0.8939385353983132,0.40626894068810954,extensive,final,xgb,pca_only,True,COMPLETE
99,-0.0018871199871058526,2025-12-08 14:47:15.126174,2025-12-08 14:47:28.842953,0 days 00:00:13.716779,0.37916428237553934,0.003592977133528944,10,16,3040,0.8073041826817822,1.4277115330178405,0.38916761631429775,extensive,final,xgb,pca_only,True,COMPLETE
100,-0.0016559721404409238,2025-12-08 14:47:28.842953,2025-12-08 14:47:35.959937,0 days 00:00:07.116984,0.34976281930665903,0.0013579573331672298,8,14,1787,2.795762967909828,4.853483005322692,0.3177476350740815,extensive,final,xgb,pca_only,True,COMPLETE
101,-0.0016536926417436426,2025-12-08 14:47:35.961020,2025-12-08 14:47:42.741575,0 days 00:00:06.780555,0.3153285095490642,0.0017708346028063341,9,19,1569,1.493878576105524,1.7091641501244113,0.35964225777688824,extensive,final,xgb,pca_only,True,COMPLETE
102,-0.0016571214305851623,2025-12-08 14:47:42.741575,2025-12-08 14:47:48.307320,0 days 00:00:05.565745,0.3118847484937751,0.0015849125704857094,9,19,1366,1.4744847837695754,2.0847754108134366,0.3394058631730157,extensive,final,xgb,pca_only,True,COMPLETE
103,-0.0016537445625338283,2025-12-08 14:47:48.308322,2025-12-08 14:47:55.962200,0 days 00:00:07.653878,0.3242164544109647,0.0017676797498124878,9,18,1856,1.5974523547383137,1.314360088541174,0.35121649106441793,extensive,final,xgb,pca_only,True,COMPLETE
104,-0.0016559721404409238,2025-12-08 14:47:55.962200,2025-12-08 14:48:03.630585,0 days 00:00:07.668385,0.32868813767302274,0.0023187107756553905,9,18,1924,1.8492894482347362,1.3641760539429888,0.3825158017254215,extensive,final,xgb,pca_only,True,COMPLETE
105,-0.0016539584984666493,2025-12-08 14:48:03.631588,2025-12-08 14:48:10.398364,0 days 00:00:06.766776,0.3002815042021215,0.0018513672576308967,9,15,1706,1.5771982485903793,1.7084679105109477,0.3520207937082594,extensive,final,xgb,pca_only,True,COMPLETE
106,-0.001656080662353565,2025-12-08 14:48:10.398364,2025-12-08 14:48:16.679030,0 days 00:00:06.280666,0.34011286378329664,0.0018018590402602561,8,15,1609,1.6858936750989577,1.7395146776768307,0.6119874321011831,extensive,final,xgb,pca_only,True,COMPLETE
107,-0.001655554538782485,2025-12-08 14:48:16.680166,2025-12-08 14:48:23.300123,0 days 00:00:06.619957,0.3072434038947736,0.002133239967333387,9,15,1682,1.6359702080547274,2.391947582014896,0.4451940550988739,extensive,final,xgb,pca_only,True,COMPLETE
108,-0.0016559721404409238,2025-12-08 14:48:23.300123,2025-12-08 14:48:30.212229,0 days 00:00:06.912106,0.3575765143126814,0.002981536172288169,9,17,1718,1.9449083733804917,1.9674707535964455,0.35138404555893554,extensive,final,xgb,pca_only,True,COMPLETE
109,-0.0016559721404409238,2025-12-08 14:48:30.215657,2025-12-08 14:48:37.494597,0 days 00:00:07.278940,0.3202327221015014,0.0026155724532798256,8,17,1874,2.205207568790766,2.8823899870548417,0.4184433054423705,extensive,final,xgb,pca_only,True,COMPLETE
110,-0.0016616074388550544,2025-12-08 14:48:37.495289,2025-12-08 14:48:43.645833,0 days 00:00:06.150544,0.37011598114664634,0.0019921706373413266,5,4,1530,1.3126188867974684,1.271471663963264,0.3300553733721583,extensive,final,xgb,pca_only,True,COMPLETE
111,-0.001653700824883364,2025-12-08 14:48:43.646837,2025-12-08 14:48:50.867420,0 days 00:00:07.220583,0.30054664213785004,0.0015595358262892535,9,20,1817,1.5523872509903163,1.5161917218955403,0.37143678710192973,extensive,final,xgb,pca_only,True,COMPLETE
112,-0.0016559831085513437,2025-12-08 14:48:50.867420,2025-12-08 14:48:56.481942,0 days 00:00:05.614522,0.30049683181462145,0.0017918634312456179,9,19,1410,1.575100212577966,1.7479771675916174,0.37563730975173937,extensive,final,xgb,pca_only,True,COMPLETE
113,-0.0016559721404409238,2025-12-08 14:48:56.482455,2025-12-08 14:49:04.915639,0 days 00:00:08.433184,0.332018908829937,0.0015874552445785887,9,16,2155,1.779168295264825,1.510354474202327,0.3560346309226713,extensive,final,xgb,pca_only,True,COMPLETE
114,-0.0016645622839281948,2025-12-08 14:49:04.916455,2025-12-08 14:49:12.283348,0 days 00:00:07.366893,0.3188805851277276,0.0014824516237858692,9,20,1815,1.1641082431244634,1.152901067369317,0.39717007876917976,extensive,final,xgb,pca_only,True,COMPLETE
115,-0.0016559721404409238,2025-12-08 14:49:12.284862,2025-12-08 14:49:18.752497,0 days 00:00:06.467635,0.34476124449064516,0.0019397725809398374,9,18,1586,1.5955404723696391,1.6369257761283151,0.3150508872984446,extensive,final,xgb,pca_only,True,COMPLETE
116,-0.0016721690823245556,2025-12-08 14:49:18.752497,2025-12-08 14:49:25.833752,0 days 00:00:07.081255,0.3564526220116153,0.002306827847513677,9,7,1714,1.0564771201745757,1.2921490621160145,0.36821488136998515,extensive,final,xgb,pca_only,True,COMPLETE
117,-0.0016539296767842753,2025-12-08 14:49:25.834753,2025-12-08 14:49:32.285067,0 days 00:00:06.450314,0.38348148550161626,0.0017421842612970982,8,15,1614,1.3463899913123913,0.9743546312874496,0.3381507459112377,extensive,final,xgb,pca_only,True,COMPLETE
118,-0.001663993602263621,2025-12-08 14:49:32.285067,2025-12-08 14:49:40.281896,0 days 00:00:07.996829,0.3827150989433194,0.0017208074451777065,7,19,2011,1.4077698882020682,0.9950775917887317,0.8840044967156004,extensive,final,xgb,pca_only,True,COMPLETE
119,-0.00166568819388672,2025-12-08 14:49:40.282902,2025-12-08 14:49:46.617747,0 days 00:00:06.334845,0.3136533660883718,0.00211115248403336,8,12,1476,1.232166858391308,1.8604157816515134,0.3362421698865394,extensive,final,xgb,pca_only,True,COMPLETE
120,-0.0016551490560221538,2025-12-08 14:49:46.617747,2025-12-08 14:49:52.237760,0 days 00:00:05.620013,0.41608825435453356,0.0019194210977660855,7,17,1344,1.4877045107975462,2.366809227165713,0.3869493465475538,extensive,final,xgb,pca_only,True,COMPLETE
121,-0.0016563864311049208,2025-12-08 14:49:52.237760,2025-12-08 14:49:58.668414,0 days 00:00:06.430654,0.3676843236690912,0.001589265643127149,9,14,1598,1.3508606126315308,1.0630584921929338,0.3558048099652182,extensive,final,xgb,pca_only,True,COMPLETE
122,-0.0016547126940877899,2025-12-08 14:49:58.669306,2025-12-08 14:50:05.912877,0 days 00:00:07.243571,0.3001045101803617,0.0013458517913088395,9,16,1857,1.73192736414752,0.9138532395373696,0.3416001167264376,extensive,final,xgb,pca_only,True,COMPLETE
123,-0.0016559721404409238,2025-12-08 14:50:05.912877,2025-12-08 14:50:14.669857,0 days 00:00:08.756980,0.335620657898141,0.0017215933132670722,8,15,2253,1.8628817670314852,1.4756207382074467,0.3676256474631134,extensive,final,xgb,pca_only,True,COMPLETE
124,-0.0016559721404409238,2025-12-08 14:50:14.669857,2025-12-08 14:50:22.755184,0 days 00:00:08.085327,0.3240191764548157,0.0014718030315908398,10,18,2084,1.594052145211323,1.3349179056091687,0.3210165792301364,extensive,final,xgb,pca_only,True,COMPLETE
125,-0.0016559721404409238,2025-12-08 14:50:22.756459,2025-12-08 14:50:30.404921,0 days 00:00:07.648462,0.3925321292419268,0.0022083146570987507,9,14,1929,2.07487209173018,1.135497779953062,0.3477956260471219,extensive,final,xgb,pca_only,True,COMPLETE
126,-0.0016559721404409238,2025-12-08 14:50:30.405472,2025-12-08 14:50:34.804100,0 days 00:00:04.398628,0.35035635103165336,0.005104728389190458,9,19,1058,1.7277145119213748,0.6166740747317915,0.38118098020279345,extensive,final,xgb,pca_only,True,COMPLETE
127,-0.001654781170579156,2025-12-08 14:50:34.805230,2025-12-08 14:50:41.835366,0 days 00:00:07.030136,0.7171039273183875,0.0018593644334969589,10,15,1763,1.4963162328951158,0.861220458157219,0.333163988819586,extensive,final,xgb,pca_only,True,COMPLETE
128,-0.0016580935644501988,2025-12-08 14:50:41.836370,2025-12-08 14:50:54.293547,0 days 00:00:12.457177,0.3633490416686618,0.0016956582442049935,9,18,3189,1.323976438457431,2.1157028059638456,0.400326891911304,extensive,final,xgb,pca_only,True,COMPLETE
129,-0.0016559721404409238,2025-12-08 14:50:54.294177,2025-12-08 14:51:07.638814,0 days 00:00:13.344637,0.33892428498469196,0.001397297848156062,8,20,3462,1.973439281968215,0.7425949052264976,0.36360849423427755,extensive,final,xgb,pca_only,True,COMPLETE
130,-0.0016637552768702009,2025-12-08 14:51:07.639918,2025-12-08 14:51:20.559528,0 days 00:00:12.919610,0.37400524860396117,0.001594772994871454,10,17,3294,1.1665352826493476,1.5830851380989286,0.3112548575637969,extensive,final,xgb,pca_only,True,COMPLETE
131,-0.0016594030733663907,2025-12-08 14:51:20.559528,2025-12-08 14:51:32.310657,0 days 00:00:11.751129,0.32374597438892405,0.0012199521155942604,9,20,2951,1.5500401568400373,0.9758319896900415,0.7299365689241148,extensive,final,xgb,pca_only,True,COMPLETE
132,-0.0016543317471059045,2025-12-08 14:51:32.310657,2025-12-08 14:51:44.752654,0 days 00:00:12.441997,0.31097884138435244,0.0012760868497032525,9,19,3127,1.6367729050206472,0.8071878859587739,0.34553487860292387,extensive,final,xgb,pca_only,True,COMPLETE
133,-0.0016537139228301652,2025-12-08 14:51:44.753208,2025-12-08 14:51:58.226625,0 days 00:00:13.473417,0.30886891246535564,0.0020214606215042553,9,19,3381,1.640579897020228,1.2027905388358389,0.35142861001440784,extensive,final,xgb,pca_only,True,COMPLETE
134,-0.001654194733996306,2025-12-08 14:51:58.227629,2025-12-08 14:52:04.947179,0 days 00:00:06.719550,0.3437811590704985,0.002040487017567526,9,18,1650,1.8174201042721299,1.0506275030600651,0.3739845454026379,extensive,final,xgb,pca_only,True,COMPLETE
135,-0.0016558874727449584,2025-12-08 14:52:04.947179,2025-12-08 14:52:18.974510,0 days 00:00:14.027331,0.40402311358856785,0.0024117682662269913,9,19,3562,1.4376687018426797,1.2288118494018507,0.3288869076064138,extensive,final,xgb,pca_only,True,COMPLETE
136,-0.0016559721404409238,2025-12-08 14:52:18.975512,2025-12-08 14:52:26.059217,0 days 00:00:07.083705,0.32981069143079245,0.0018912184649682584,9,18,1761,1.7097275696799157,1.8363800401139445,0.35394433123198554,extensive,final,xgb,pca_only,True,COMPLETE
137,-0.00164663407053256,2025-12-08 14:52:26.059217,2025-12-08 14:52:39.506932,0 days 00:00:13.447715,0.3099345007190374,0.010432325931591203,10,18,3376,1.3914135968339703,1.1914702555846952,0.390692986883119,extensive,final,xgb,pca_only,True,COMPLETE
138,-0.0017514225083317125,2025-12-08 14:52:39.506932,2025-12-08 14:52:53.365285,0 days 00:00:13.858353,0.31088145063009803,0.010472897358405063,10,18,3397,1.0500638780595537,1.4082938775769551,0.38833002405151434,extensive,final,xgb,pca_only,True,COMPLETE
139,-0.001673048623695032,2025-12-08 14:52:53.365285,2025-12-08 14:53:08.196554,0 days 00:00:14.831269,0.3076391122318291,0.014080086976335912,10,19,3699,1.2937647327805266,1.192998703973001,0.4020522201634425,extensive,final,xgb,pca_only,True,COMPLETE
140,-0.0016834436694006527,2025-12-08 14:53:08.196554,2025-12-08 14:53:23.196499,0 days 00:00:14.999945,0.3845807660010276,0.015833688145009003,10,17,3821,1.4299745613675718,2.708362547426664,0.4344311536014299,extensive,final,xgb,pca_only,True,COMPLETE
141,-0.0016465493376059588,2025-12-08 14:53:23.196499,2025-12-08 14:53:35.980531,0 days 00:00:12.784032,0.35437940014830727,0.008104488336885585,10,16,3267,1.582194405529241,0.9013833351442204,0.35919689506311353,extensive,final,xgb,pca_only,True,COMPLETE
142,-0.001647789609673452,2025-12-08 14:53:35.980531,2025-12-08 14:53:49.044544,0 days 00:00:13.064013,0.3568476245509966,0.009405080052768763,10,16,3283,1.530358827444373,0.9120390445478572,0.3626124282050961,extensive,final,xgb,pca_only,True,COMPLETE
143,-0.0016458524323537116,2025-12-08 14:53:49.045653,2025-12-08 14:54:02.475428,0 days 00:00:13.429775,0.3000036279583347,0.008571173478266752,10,16,3371,1.5717376257308553,0.9086806833032,0.3621801166707541,extensive,final,xgb,pca_only,True,COMPLETE
144,-0.0016511551696857623,2025-12-08 14:54:02.475428,2025-12-08 14:54:16.024199,0 days 00:00:13.548771,0.3198287303319001,0.008690078874834996,10,16,3386,1.3598744120178823,0.9442013069504818,0.3686400418218042,extensive,final,xgb,pca_only,True,COMPLETE
145,-0.0017008744582790818,2025-12-08 14:54:16.024199,2025-12-08 14:54:29.747527,0 days 00:00:13.723328,0.3223031942467237,0.008708500271599548,10,16,3375,1.2260726904808112,0.6822956432156922,0.4116347152084751,extensive,final,xgb,pca_only,True,COMPLETE
146,-0.001659076877880139,2025-12-08 14:54:29.747527,2025-12-08 14:54:43.715480,0 days 00:00:13.967953,0.33481029227660986,0.0073766036751926195,10,16,3519,1.4996847373400284,0.9098111166374642,0.3788582969197174,extensive,final,xgb,pca_only,True,COMPLETE
147,-0.001645914925190987,2025-12-08 14:54:43.715480,2025-12-08 14:54:57.234764,0 days 00:00:13.519284,0.31591065088629144,0.009443085054698635,10,16,3444,1.6271142937945768,0.5404945449105152,0.3659961019491642,extensive,final,xgb,pca_only,True,COMPLETE
148,-0.0016559721404409238,2025-12-08 14:54:57.235872,2025-12-08 14:55:10.758017,0 days 00:00:13.522145,0.31575318467943125,0.010699843485798714,10,16,3447,1.8225902181362437,0.4996645267393646,0.3620985984689797,extensive,final,xgb,pca_only,True,COMPLETE
149,-0.001660452715197917,2025-12-08 14:55:10.758017,2025-12-08 14:55:26.287097,0 days 00:00:15.529080,0.327757926087284,0.006808939934385463,10,16,3932,1.3961308089717728,0.6215378068858692,0.3945567469526997,extensive,final,xgb,pca_only,True,COMPLETE
150,-0.0016463755752165188,2025-12-08 14:55:26.287603,2025-12-08 14:55:39.206525,0 days 00:00:12.918922,0.31697077048783523,0.009407513689306788,10,17,3298,1.5591479063175926,1.0920052720494342,0.36901403529908683,extensive,final,xgb,pca_only,True,COMPLETE
151,-0.0016506873738084682,2025-12-08 14:55:39.207042,2025-12-08 14:55:51.964566,0 days 00:00:12.757524,0.30205150385801627,0.009181422433418546,10,17,3296,1.521157637927779,1.084128283803563,0.3700676511512318,extensive,final,xgb,pca_only,True,COMPLETE
152,-0.0016590665821546076,2025-12-08 14:55:51.964566,2025-12-08 14:56:04.577279,0 days 00:00:12.612713,0.3153200053743321,0.009693213338072892,10,17,3271,1.582813427824711,1.1073462679296115,0.382091469748139,extensive,final,xgb,pca_only,True,COMPLETE
153,-0.0016430267545842387,2025-12-08 14:56:04.577279,2025-12-08 14:56:17.514031,0 days 00:00:12.936752,0.3019555622486807,0.012619620389865582,10,17,3328,1.5218876963714723,1.1998307793787462,0.36963791029479237,extensive,final,xgb,pca_only,True,COMPLETE
154,-0.0016452076399448383,2025-12-08 14:56:17.514031,2025-12-08 14:56:31.855176,0 days 00:00:14.341145,0.30092152813230766,0.009071998473475975,10,16,3663,1.4878958251480567,1.2561078136289872,0.3705206951821163,extensive,final,xgb,pca_only,True,COMPLETE
155,-0.0016581639559982708,2025-12-08 14:56:31.855176,2025-12-08 14:56:46.158234,0 days 00:00:14.303058,0.30004979527562353,0.012125564512064485,10,17,3648,1.472658540932439,1.178668783244075,0.41902379422632174,extensive,final,xgb,pca_only,True,COMPLETE
156,-0.0016739892615729908,2025-12-08 14:56:46.159241,2025-12-08 14:56:59.077343,0 days 00:00:12.918102,0.30942658253373595,0.008714597036993135,10,16,3334,1.283463842735892,1.3069370548974828,0.3760203733500101,extensive,final,xgb,pca_only,True,COMPLETE
157,-0.0016476684967060191,2025-12-08 14:56:59.077343,2025-12-08 14:57:12.217212,0 days 00:00:13.139869,0.30024392870812033,0.011260435978269586,10,17,3415,1.7490720569436338,1.080418275777703,0.3920716090675759,extensive,final,xgb,pca_only,True,COMPLETE
158,-0.0017442774927296512,2025-12-08 14:57:12.217212,2025-12-08 14:57:26.476504,0 days 00:00:14.259292,0.3006409371457994,0.011247387964155755,10,17,3519,1.1377182139453879,1.0933826956168524,0.391641191790945,extensive,final,xgb,pca_only,True,COMPLETE
159,-0.0016500347625430696,2025-12-08 14:57:26.476504,2025-12-08 14:57:40.060616,0 days 00:00:13.584112,0.3172893958518068,0.012257429196330516,10,16,3387,1.7758463172393588,0.3480725119510398,0.40813443901887236,extensive,final,xgb,pca_only,True,COMPLETE
160,-0.0016536946053273087,2025-12-08 14:57:40.060616,2025-12-08 14:57:53.695855,0 days 00:00:13.635239,0.31990236408208667,0.01233154303399971,10,16,3437,1.8695535993415793,0.24784944267406173,0.41205277845707367,extensive,final,xgb,pca_only,True,COMPLETE
161,-0.0016559721404409238,2025-12-08 14:57:53.696921,2025-12-08 14:58:07.144190,0 days 00:00:13.447269,0.3193678884280943,0.009553939204462632,10,16,3414,1.8816992406633948,0.24124071830079788,0.40772777132353316,extensive,final,xgb,pca_only,True,COMPLETE
162,-0.0016495472361151748,2025-12-08 14:58:07.144914,2025-12-08 14:58:21.031784,0 days 00:00:13.886870,0.3338757414207002,0.013355062642961787,10,16,3538,1.7678668441380243,0.28064000875373496,0.4256303038901639,extensive,final,xgb,pca_only,True,COMPLETE
163,-0.0016520391343461949,2025-12-08 14:58:21.031784,2025-12-08 14:58:35.391285,0 days 00:00:14.359501,0.33578787292643625,0.018126572262285118,10,15,3720,1.7460007627229441,0.2504199621765535,0.4264490486695692,extensive,final,xgb,pca_only,True,COMPLETE
164,-0.0016518312140208675,2025-12-08 14:58:35.391285,2025-12-08 14:58:49.935844,0 days 00:00:14.544559,0.33919789291053337,0.017322900413773806,10,15,3721,1.7563494581019616,0.20540287954090675,0.4611251024587895,extensive,final,xgb,pca_only,True,COMPLETE
165,-0.0016417906981454806,2025-12-08 14:58:49.936850,2025-12-08 14:59:04.990464,0 days 00:00:15.053614,0.33864058663055824,0.0192554469826983,10,15,3794,1.7659640200119386,0.18231897859539234,0.4347950037748961,extensive,final,xgb,pca_only,True,COMPLETE
166,-0.0016561686501360324,2025-12-08 14:59:04.990464,2025-12-08 14:59:19.634071,0 days 00:00:14.643607,0.3468039669753378,0.01795000238453989,10,15,3757,1.9476984215899817,0.17242549867745155,0.4409321951298701,extensive,final,xgb,pca_only,True,COMPLETE
167,-0.0016502920827192735,2025-12-08 14:59:19.635105,2025-12-08 14:59:34.949325,0 days 00:00:15.314220,0.33738633163643655,0.021062585098324843,10,15,3864,1.7594855401482967,0.29305844179497764,0.42817445169584223,extensive,final,xgb,pca_only,True,COMPLETE
168,-0.0016506653041186148,2025-12-08 14:59:34.950133,2025-12-08 14:59:50.066902,0 days 00:00:15.116769,0.3317026242860277,0.022575402481907224,10,15,3810,1.761722038223317,0.29359828144579914,0.46823713158358315,extensive,final,xgb,pca_only,True,COMPLETE
169,-0.0016559721404409238,2025-12-08 14:59:50.067909,2025-12-08 15:00:05.217822,0 days 00:00:15.149913,0.3537111896993311,0.02061412055929521,10,15,3828,2.0667233215030114,0.301266493260641,0.459038328338931,extensive,final,xgb,pca_only,True,COMPLETE
170,-0.0016512271983643394,2025-12-08 15:00:05.217822,2025-12-08 15:00:20.973123,0 days 00:00:15.755301,0.332568485326298,0.0256789117545124,10,15,3964,1.8166887338877902,0.20437113477622787,0.43076886672097475,extensive,final,xgb,pca_only,True,COMPLETE
171,-0.0016559721404409238,2025-12-08 15:00:20.973123,2025-12-08 15:00:36.236630,0 days 00:00:15.263507,0.34080669194888064,0.022646627140794455,10,15,3884,1.9917825093076442,0.2034549814358097,0.4744381364665308,extensive,final,xgb,pca_only,True,COMPLETE
172,-0.0016576591281884934,2025-12-08 15:00:36.237642,2025-12-08 15:00:51.542308,0 days 00:00:15.304666,0.3306569488672067,0.02530866399095207,10,16,3946,1.7898448219588474,0.20719764132250332,0.4986369343205419,extensive,final,xgb,pca_only,True,COMPLETE
173,-0.0016490678409447253,2025-12-08 15:00:51.542308,2025-12-08 15:01:05.580560,0 days 00:00:14.038252,0.3304251339115752,0.029208404989492325,10,14,3639,1.7581136311256431,0.12649044697464634,0.47492918843973886,extensive,final,xgb,pca_only,True,COMPLETE
174,-0.0016559721404409238,2025-12-08 15:01:05.581673,2025-12-08 15:01:19.507210,0 days 00:00:13.925537,0.32915357212701135,0.03190599765389732,10,14,3634,2.155970121565931,0.1314679638107889,0.45027899561538753,extensive,final,xgb,pca_only,True,COMPLETE
175,-0.0016484407478271439,2025-12-08 15:01:19.508215,2025-12-08 15:01:34.759048,0 days 00:00:15.250833,0.32611613442481335,0.007838240927051973,10,16,3863,1.7143148288231072,0.33660617506280915,0.428446331822722,extensive,final,xgb,pca_only,True,COMPLETE
176,-0.0016565269283686697,2025-12-08 15:01:34.760566,2025-12-08 15:01:49.690033,0 days 00:00:14.929467,0.3128374166463761,0.03612888379424473,10,16,3822,1.7148103641314283,0.3751007072563295,0.5268695580146532,extensive,final,xgb,pca_only,True,COMPLETE
177,-0.001655830949964206,2025-12-08 15:01:49.690789,2025-12-08 15:02:03.857144,0 days 00:00:14.166355,0.3002363585967056,0.007694898883995488,10,16,3531,1.8918860864097857,0.31633157974172144,0.4706541842729491,extensive,final,xgb,pca_only,True,COMPLETE
178,-0.001654154095176959,2025-12-08 15:02:03.857144,2025-12-08 15:02:17.992719,0 days 00:00:14.135575,0.32493068935723635,0.013376505661497286,10,16,3588,1.681257744760327,0.34189667375924937,0.48540867312242264,extensive,final,xgb,pca_only,True,COMPLETE
179,-0.0016559721404409238,2025-12-08 15:02:17.992719,2025-12-08 15:02:32.379752,0 days 00:00:14.387033,0.35305246246257743,0.008299227283592187,10,17,3644,3.2280493854997183,0.27398192693645224,0.43360207275628765,extensive,final,xgb,pca_only,True,COMPLETE
180,-0.001695948971476291,2025-12-08 15:02:32.379752,2025-12-08 15:02:47.429094,0 days 00:00:15.049342,0.6284929142661593,0.0094245339666177,10,16,3797,1.3801734570032897,0.13416144843995786,0.41883275177246526,extensive,final,xgb,pca_only,True,COMPLETE
181,-0.0016559721404409238,2025-12-08 15:02:47.429094,2025-12-08 15:03:02.731630,0 days 00:00:15.302536,0.33046474214070726,0.026028140283086105,10,15,3902,4.4641271629710975,0.17000284589992123,0.4190864034476241,extensive,final,xgb,pca_only,True,COMPLETE
182,-0.001655719055672374,2025-12-08 15:03:02.732675,2025-12-08 15:03:17.051419,0 days 00:00:14.318744,0.823161901002299,0.02881672547744092,10,14,3667,1.807711801870752,0.29044414766241583,0.4331999422585239,extensive,final,xgb,pca_only,True,COMPLETE
183,-0.0016559721404409238,2025-12-08 15:03:17.051419,2025-12-08 15:03:32.519278,0 days 00:00:15.467859,0.3181913731395283,0.010004107974613362,10,15,3997,1.924538339404699,0.403880880493868,0.4444401116084273,extensive,final,xgb,pca_only,True,COMPLETE
184,-0.001642121860398212,2025-12-08 15:03:32.519278,2025-12-08 15:03:45.528351,0 days 00:00:13.009073,0.33901555657279875,0.023673237121858433,10,14,3315,1.6639108585062863,0.14852685991623052,0.4025116797154539,extensive,final,xgb,pca_only,True,COMPLETE
185,-0.0016498619873709746,2025-12-08 15:03:45.528351,2025-12-08 15:03:59.135996,0 days 00:00:13.607645,0.34705017031633767,0.01121987546551354,10,14,3305,1.6402177860936888,0.11525236363656532,0.4044801007099998,extensive,final,xgb,pca_only,True,COMPLETE
186,-0.0016538421688031175,2025-12-08 15:03:59.135996,2025-12-08 15:04:12.069136,0 days 00:00:12.933140,0.3490164393349979,0.011225840285546481,10,13,3294,1.6534415599480785,0.1532684283196335,0.409490527078722,extensive,final,xgb,pca_only,True,COMPLETE
187,-0.0016463359676709792,2025-12-08 15:04:12.069136,2025-12-08 15:04:26.045730,0 days 00:00:13.976594,0.34093726799549695,0.013287382024192954,10,14,3501,1.5343287756825794,0.1022938790863335,0.3911517472593157,extensive,final,xgb,pca_only,True,COMPLETE
188,-0.0016492563614485996,2025-12-08 15:04:26.046477,2025-12-08 15:04:39.801922,0 days 00:00:13.755445,0.36179458934839526,0.013628435224736448,10,14,3466,1.7351021409614398,0.10495531917608261,0.4031245558807963,extensive,final,xgb,pca_only,True,COMPLETE
189,-0.001655838058384651,2025-12-08 15:04:39.802966,2025-12-08 15:04:53.565202,0 days 00:00:13.762236,0.3664732347326927,0.014477496496726427,10,14,3484,1.628436848686744,0.10607785774909467,0.3927624923008635,extensive,final,xgb,pca_only,True,COMPLETE
190,-0.0016606524156739984,2025-12-08 15:04:53.565202,2025-12-08 15:05:07.754164,0 days 00:00:14.188962,0.3577000070688499,0.013285078029976138,10,13,3571,1.530223657482821,0.12132319619621243,0.4009299252148306,extensive,final,xgb,pca_only,True,COMPLETE
191,-0.0016406415088458341,2025-12-08 15:05:07.755171,2025-12-08 15:05:21.605773,0 days 00:00:13.850602,0.342288346253749,0.02359266514658715,10,13,3464,1.705966525139257,0.10093336138961713,0.42223158311788583,extensive,final,xgb,pca_only,True,COMPLETE
192,-0.0016501872749887052,2025-12-08 15:05:21.605773,2025-12-08 15:05:35.302330,0 days 00:00:13.696557,0.3423099929853165,0.012400239809661994,10,13,3460,1.679644192245374,0.1013981963906097,0.402780434129058,extensive,final,xgb,pca_only,True,COMPLETE
193,-0.052251274110881006,2025-12-08 15:05:35.303178,2025-12-08 15:06:19.727061,0 days 00:00:44.423883,0.3475823357902885,0.012488560052981787,10,12,3472,0.1206845997229058,0.11865556195914598,0.4020667269981897,extensive,final,xgb,pca_only,True,COMPLETE
194,-0.0016571230625591997,2025-12-08 15:06:19.728100,2025-12-08 15:06:33.204903,0 days 00:00:13.476803,0.36251509459952613,0.011249059814307126,10,13,3345,1.62645573830365,0.10528311650334576,0.4162120846409308,extensive,final,xgb,pca_only,True,COMPLETE
195,-0.0016619174421118228,2025-12-08 15:06:33.204903,2025-12-08 15:06:46.157262,0 days 00:00:12.952359,0.34242875027506564,0.010253421202304018,10,14,3198,1.4358699381677775,0.11749108298770561,0.39615685149150115,extensive,final,xgb,pca_only,True,COMPLETE
196,-0.0016496273649818278,2025-12-08 15:06:46.157262,2025-12-08 15:06:59.738392,0 days 00:00:13.581130,0.3540012696655311,0.006113461460961403,10,13,3446,1.7006908278875839,0.11167364872214829,0.3874635275282506,extensive,final,xgb,pca_only,True,COMPLETE
197,-0.0016524469319340411,2025-12-08 15:06:59.738392,2025-12-08 15:07:13.710801,0 days 00:00:13.972409,0.35619643024754666,0.0054797527043755016,10,14,3548,1.5330053772742716,0.14548504961073563,0.3845890951793103,extensive,final,xgb,pca_only,True,COMPLETE
198,-0.0016559721404409238,2025-12-08 15:07:13.711816,2025-12-08 15:07:26.979805,0 days 00:00:13.267989,0.31233395949607495,0.0058973795873863396,10,13,3349,1.8824128016080293,0.12903642524957012,0.3883515964779462,extensive,final,xgb,pca_only,True,COMPLETE
199,-0.0016519145327716551,2025-12-08 15:07:26.980881,2025-12-08 15:07:40.525096,0 days 00:00:13.544215,0.3263795507969729,0.007191222155448539,4,14,3413,1.724684037447248,0.11432558469798862,0.41223225713613815,extensive,final,xgb,pca_only,True,COMPLETE
200,-0.0016559721404409238,2025-12-08 15:07:40.526103,2025-12-08 15:07:53.508271,0 days 00:00:12.982168,0.37010314907239533,0.007732649830180802,10,11,3245,2.003029939951488,0.10989929357905744,0.42404635294832876,extensive,final,xgb,pca_only,True,COMPLETE
