number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
84,-441600454.5746885,2025-12-07 15:58:06.395977,2025-12-07 15:58:08.944856,0 days 00:00:02.548879,advanced,COMPLETE
85,-441600454.5746885,2025-12-07 15:58:08.944856,2025-12-07 15:58:11.447908,0 days 00:00:02.503052,advanced,COMPLETE
86,-441600454.5746885,2025-12-07 15:58:11.447908,2025-12-07 15:58:13.958914,0 days 00:00:02.511006,advanced,COMPLETE
87,-441600454.5746885,2025-12-07 15:58:13.958914,2025-12-07 15:58:16.461112,0 days 00:00:02.502198,advanced,COMPLETE
88,-441600454.5746885,2025-12-07 15:58:16.461112,2025-12-07 15:58:18.913017,0 days 00:00:02.451905,advanced,COMPLETE
89,-441600454.5746885,2025-12-07 15:58:18.913017,2025-12-07 15:58:21.379054,0 days 00:00:02.466037,advanced,COMPLETE
90,-441600454.5746885,2025-12-07 15:58:21.379054,2025-12-07 15:58:23.844741,0 days 00:00:02.465687,advanced,COMPLETE
91,-441600454.5746885,2025-12-07 15:58:23.844741,2025-12-07 15:58:26.156944,0 days 00:00:02.312203,advanced,COMPLETE
92,-441600454.5746885,2025-12-07 15:58:26.156944,2025-12-07 15:58:28.649356,0 days 00:00:02.492412,advanced,COMPLETE
93,-441600454.5746885,2025-12-07 15:58:28.651399,2025-12-07 15:58:31.243907,0 days 00:00:02.592508,advanced,COMPLETE
94,-441600454.5746885,2025-12-07 15:58:31.243907,2025-12-07 15:58:33.711529,0 days 00:00:02.467622,advanced,COMPLETE
95,-441600454.5746885,2025-12-07 15:58:33.711529,2025-12-07 15:58:36.196347,0 days 00:00:02.484818,advanced,COMPLETE
96,-441600454.5746885,2025-12-07 15:58:36.196347,2025-12-07 15:58:38.679558,0 days 00:00:02.483211,advanced,COMPLETE
97,-441600454.5746885,2025-12-07 15:58:38.679558,2025-12-07 15:58:41.180250,0 days 00:00:02.500692,advanced,COMPLETE
98,-441600454.5746885,2025-12-07 15:58:41.192786,2025-12-07 15:58:43.694022,0 days 00:00:02.501236,advanced,COMPLETE
99,-441600454.5746885,2025-12-07 15:58:43.694022,2025-12-07 15:58:46.211535,0 days 00:00:02.517513,advanced,COMPLETE
100,-441600454.5746885,2025-12-07 15:58:46.211535,2025-12-07 15:58:48.695908,0 days 00:00:02.484373,advanced,COMPLETE
101,-441600454.5746885,2025-12-07 15:58:48.695908,2025-12-07 15:58:51.164214,0 days 00:00:02.468306,advanced,COMPLETE
102,-441600454.5746885,2025-12-07 15:58:51.165793,2025-12-07 15:58:53.650258,0 days 00:00:02.484465,advanced,COMPLETE
103,-441600454.5746885,2025-12-07 15:58:53.651455,2025-12-07 15:58:55.954938,0 days 00:00:02.303483,advanced,COMPLETE
104,-441600454.5746885,2025-12-07 15:58:55.954938,2025-12-07 15:58:58.561569,0 days 00:00:02.606631,advanced,COMPLETE
105,-441600454.5746885,2025-12-07 15:58:58.561569,2025-12-07 15:59:01.078933,0 days 00:00:02.517364,advanced,COMPLETE
106,-441600454.5746885,2025-12-07 15:59:01.078933,2025-12-07 15:59:03.611650,0 days 00:00:02.532717,advanced,COMPLETE
107,-441600454.5746885,2025-12-07 15:59:03.611650,2025-12-07 15:59:06.098023,0 days 00:00:02.486373,advanced,COMPLETE
108,-441600454.5746885,2025-12-07 15:59:06.100083,2025-12-07 15:59:08.642952,0 days 00:00:02.542869,advanced,COMPLETE
109,-441600454.5746885,2025-12-07 15:59:08.643962,2025-12-07 15:59:11.115012,0 days 00:00:02.471050,advanced,COMPLETE
110,-441600454.5746885,2025-12-07 15:59:11.115585,2025-12-07 15:59:13.661353,0 days 00:00:02.545768,advanced,COMPLETE
111,-441600454.5746885,2025-12-07 15:59:13.661353,2025-12-07 15:59:16.145691,0 days 00:00:02.484338,advanced,COMPLETE
112,-441600454.5746885,2025-12-07 15:59:16.145691,2025-12-07 15:59:18.663661,0 days 00:00:02.517970,advanced,COMPLETE
113,-441600454.5746885,2025-12-07 15:59:18.665213,2025-12-07 15:59:21.166753,0 days 00:00:02.501540,advanced,COMPLETE
114,-441600454.5746885,2025-12-07 15:59:21.166753,2025-12-07 15:59:23.643746,0 days 00:00:02.476993,advanced,COMPLETE
115,-441600454.5746885,2025-12-07 15:59:23.643746,2025-12-07 15:59:25.971321,0 days 00:00:02.327575,advanced,COMPLETE
116,-441600454.5746885,2025-12-07 15:59:25.971321,2025-12-07 15:59:28.511749,0 days 00:00:02.540428,advanced,COMPLETE
117,-441600454.5746885,2025-12-07 15:59:28.511749,2025-12-07 15:59:31.049959,0 days 00:00:02.538210,advanced,COMPLETE
118,-441600454.5746885,2025-12-07 15:59:31.051047,2025-12-07 15:59:33.515283,0 days 00:00:02.464236,advanced,COMPLETE
119,-441600454.5746885,2025-12-07 15:59:33.516657,2025-12-07 15:59:36.029569,0 days 00:00:02.512912,advanced,COMPLETE
120,-441600454.5746885,2025-12-07 15:59:36.029569,2025-12-07 15:59:38.544144,0 days 00:00:02.514575,advanced,COMPLETE
