number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feature_level,state
0,-0.0016559720935109083,2025-12-07 19:16:00.268428,2025-12-07 19:16:03.232860,0 days 00:00:02.964432,0.5779972601681014,0.044803926826840625,12,64,420,88,4.330880728874676,2.416482602989751,0.5780093202212182,extensive,COMPLETE
1,-0.0015968917655884152,2025-12-07 19:16:03.232860,2025-12-07 19:16:07.283977,0 days 00:00:04.051117,0.5909124836035503,0.09138013915892866,3,85,897,110,1.5212112147976886,1.6124278458562613,0.6061695553391381,extensive,COMPLETE
2,-0.0016559720935109083,2025-12-07 19:16:07.286068,2025-12-07 19:16:14.106341,0 days 00:00:06.820273,0.6831809216468459,0.03126143958203108,5,22,1933,92,3.925879806965068,0.2880416977880551,0.6460723242676091,extensive,COMPLETE
3,-0.0016559720935109083,2025-12-07 19:16:14.106341,2025-12-07 19:16:24.748982,0 days 00:00:10.642641,0.5325257964926398,0.005746499650110705,8,65,3806,97,4.828160165372797,7.246804518258447,0.5852620618436457,extensive,COMPLETE
4,-0.0016559720935109083,2025-12-07 19:16:24.748982,2025-12-07 19:16:27.612499,0 days 00:00:02.863517,0.7475884550556351,0.03883092140196444,3,50,330,83,4.546602010393911,0.3939675937754722,0.5610191174223894,extensive,COMPLETE
5,-0.0016559720935109083,2025-12-07 19:16:27.613502,2025-12-07 19:16:40.179482,0 days 00:00:12.565980,0.9847923138822793,0.023746198818402044,6,59,3146,107,4.697494707820946,11.455777613940603,0.5924272277627636,extensive,COMPLETE
6,-0.0015581738575403496,2025-12-07 19:16:40.181485,2025-12-07 19:16:46.581467,0 days 00:00:06.399982,0.6626651653816322,0.006517805612564439,12,27,1677,102,1.3567451588694794,8.071418522169695,0.522613644455269,extensive,COMPLETE
7,-0.0016559720935109083,2025-12-07 19:16:46.581467,2025-12-07 19:16:57.219639,0 days 00:00:10.638172,0.5372753218398854,0.025411709798607296,5,22,3951,87,3.861223846483287,0.28658321062461245,0.9010984903770198,extensive,COMPLETE
8,-0.02898804879350207,2025-12-07 19:16:57.219639,2025-12-07 19:17:03.095643,0 days 00:00:05.876004,0.5370223258670452,0.04155397855708038,11,76,1562,64,0.5793452976256486,9.683377710407786,0.8856351733429728,extensive,COMPLETE
9,-0.0016559720935109083,2025-12-07 19:17:03.097719,2025-12-07 19:17:13.385931,0 days 00:00:10.288212,0.864803089169032,0.006048689963516921,6,38,2623,104,4.436063712881633,1.2206206339370174,0.6625916610133735,extensive,COMPLETE
10,-0.0016559720935109083,2025-12-07 19:17:13.386956,2025-12-07 19:17:18.582763,0 days 00:00:05.195807,0.6808837830192477,0.010604680227394138,10,11,1217,125,1.962264460513162,3.461107795152951,0.7828065453407016,extensive,COMPLETE
11,-0.0015990190008993526,2025-12-07 19:17:18.582763,2025-12-07 19:17:23.321883,0 days 00:00:04.739120,0.6362066546548342,0.08501524685764594,9,93,1112,117,1.555763097643428,1.1403038251575308,0.5156896024754595,extensive,COMPLETE
12,-0.02766600759357285,2025-12-07 19:17:23.323161,2025-12-07 19:17:29.736828,0 days 00:00:06.413667,0.7921336951296047,0.012360518948427945,3,100,890,115,0.520143065510358,17.168591741112003,0.7343526094439211,extensive,COMPLETE
13,-0.0016559720935109083,2025-12-07 19:17:29.736828,2025-12-07 19:17:37.143146,0 days 00:00:07.406318,0.6223441463224711,0.09763736312909067,12,82,2293,105,2.6249498782445357,3.778911015940192,0.5013757785563149,extensive,COMPLETE
14,-0.0024810203645991846,2025-12-07 19:17:37.145153,2025-12-07 19:17:43.568401,0 days 00:00:06.423248,0.7655620151757301,0.06459707889991848,8,42,1656,74,1.179550269314269,0.5657813839369397,0.6889433141323535,extensive,COMPLETE
15,-0.0016559720935109083,2025-12-07 19:17:43.568401,2025-12-07 19:17:47.598127,0 days 00:00:04.029726,0.6926810476928463,0.014512527206346004,10,34,794,127,2.6566644327095226,5.638469835798718,0.8202139292383122,extensive,COMPLETE
16,-0.09421960883363682,2025-12-07 19:17:47.599319,2025-12-07 19:18:17.664820,0 days 00:00:30.065501,0.6063151814651538,0.008527188292483303,4,75,2554,114,0.13609513195598488,0.10723233615838117,0.6275285346069481,extensive,COMPLETE
17,-0.0016559720935109083,2025-12-07 19:18:17.665875,2025-12-07 19:18:24.649546,0 days 00:00:06.983671,0.8359240284043762,0.018069095856822627,7,87,1417,100,2.0555198439095372,2.272706509045642,0.7081385854343185,extensive,COMPLETE
18,-0.0022469876431491973,2025-12-07 19:18:24.649546,2025-12-07 19:18:32.191916,0 days 00:00:07.542370,0.725734480076759,0.06276397311587505,9,49,1932,110,1.1457779312798184,0.8251661907134811,0.5421961914888787,extensive,COMPLETE
19,-0.0016559720935109083,2025-12-07 19:18:32.192961,2025-12-07 19:18:35.724202,0 days 00:00:03.531241,0.5039865168923732,0.008090873871504731,7,29,718,122,3.213827272429557,18.167862554365904,0.6346279850002895,extensive,COMPLETE
20,-0.0018046555059582452,2025-12-07 19:18:35.724202,2025-12-07 19:18:47.373221,0 days 00:00:11.649019,0.9192935333529578,0.019284053667417717,11,10,2991,77,1.2837006836522393,1.7193106492588732,0.964051434116436,extensive,COMPLETE
21,-0.0016559720935109083,2025-12-07 19:18:47.374629,2025-12-07 19:18:51.957521,0 days 00:00:04.582892,0.6332395074528493,0.0862086696400962,9,99,1102,120,1.7408326745386509,1.0320970544069452,0.5001429799749768,extensive,COMPLETE
22,-0.0016559720935109083,2025-12-07 19:18:51.959533,2025-12-07 19:18:56.804335,0 days 00:00:04.844802,0.6483900816759383,0.06949591522669549,10,94,1200,116,1.7268804306583811,0.6758555240123355,0.5345684582957793,extensive,COMPLETE
23,-0.012850349474246828,2025-12-07 19:18:56.804335,2025-12-07 19:19:00.411133,0 days 00:00:03.606798,0.584695595026658,0.05119886966065657,9,90,614,111,0.7842058853734721,4.2244691360588025,0.5299253685598722,extensive,COMPLETE
24,-0.0015974274992240172,2025-12-07 19:19:00.412133,2025-12-07 19:19:06.539570,0 days 00:00:06.127437,0.6576787383533966,0.0836218450917556,11,73,1708,100,1.478152642155355,1.6321390696891902,0.6056504221839794,extensive,COMPLETE
25,-0.0016559720935109083,2025-12-07 19:19:06.539570,2025-12-07 19:19:12.910358,0 days 00:00:06.370788,0.6865276886141697,0.03456786198969557,12,71,1755,100,2.2544261089203683,1.7278294612738077,0.6071770710402661,extensive,COMPLETE
