number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
0,-0.0016559720935109083,2025-12-08 03:13:56.242771,2025-12-08 03:13:57.664449,0 days 00:00:01.421678,0.9347470633465322,0.00965027683425112,3,75,543,97,3.9418053762097887,1.0716799457423047,0.6161144516372556,extensive,final,lgbm,pca_block,True,COMPLETE
1,-0.0016559720935109083,2025-12-08 03:13:57.664449,2025-12-08 03:13:59.169285,0 days 00:00:01.504836,0.6995510900112535,0.021702188578934568,3,22,1352,107,3.6325954559961615,1.1778847915343837,0.566005890457697,extensive,final,lgbm,pca_block,True,COMPLETE
2,-0.03049406364752209,2025-12-08 03:13:59.169285,2025-12-08 03:14:01.568075,0 days 00:00:02.398790,0.7985632324485941,0.011295561295306048,6,82,2279,128,0.3140463511163438,3.2883000735788843,0.6295640515474502,extensive,final,lgbm,pca_block,True,COMPLETE
3,-0.0016559720935109083,2025-12-08 03:14:01.568814,2025-12-08 03:14:03.275306,0 days 00:00:01.706492,0.659865852021212,0.06649499856097768,11,85,2495,103,2.304631194736246,0.3156763273082929,0.782602272095021,extensive,final,lgbm,pca_block,True,COMPLETE
4,-0.0016559720935109083,2025-12-08 03:14:03.275306,2025-12-08 03:14:05.178385,0 days 00:00:01.903079,0.9597460869392758,0.02650432725432055,3,41,2737,96,1.598507939106601,19.551202233283192,0.5228078967573759,extensive,final,lgbm,pca_block,True,COMPLETE
