number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
130,0.0011364377694905354,2025-12-07 16:59:00.367094,2025-12-07 16:59:00.568597,0 days 00:00:00.201503,0.0005414959458547398,none,COMPLETE
131,0.00042192205213513007,2025-12-07 16:59:00.570302,2025-12-07 16:59:00.767532,0 days 00:00:00.197230,0.00048640366848679256,none,COMPLETE
132,0.0011482475232351685,2025-12-07 16:59:00.768542,2025-12-07 16:59:00.959052,0 days 00:00:00.190510,0.0005303229671000633,none,COMPLETE
133,-0.0030968468299242824,2025-12-07 16:59:00.959052,2025-12-07 16:59:01.151802,0 days 00:00:00.192750,0.00035900444925198724,none,COMPLETE
134,0.00022998451744985862,2025-12-07 16:59:01.152809,2025-12-07 16:59:01.350348,0 days 00:00:00.197539,0.0007278986968091472,none,COMPLETE
135,-0.022495771800164193,2025-12-07 16:59:01.352355,2025-12-07 16:59:01.438747,0 days 00:00:00.086392,0.0002401059599230328,none,COMPLETE
136,-0.0016559721242364045,2025-12-07 16:59:01.440005,2025-12-07 16:59:01.629898,0 days 00:00:00.189893,0.0011605071944936595,none,COMPLETE
137,-0.0010514311979284245,2025-12-07 16:59:01.631765,2025-12-07 16:59:01.817109,0 days 00:00:00.185344,0.0008891637586024973,none,COMPLETE
138,0.0007872253404957638,2025-12-07 16:59:01.817763,2025-12-07 16:59:02.006245,0 days 00:00:00.188482,0.0006325928242458609,none,COMPLETE
139,-0.0011405569787282428,2025-12-07 16:59:02.009980,2025-12-07 16:59:02.193623,0 days 00:00:00.183643,0.00042489319152566704,none,COMPLETE
140,-0.009706198145165082,2025-12-07 16:59:02.195514,2025-12-07 16:59:02.384137,0 days 00:00:00.188623,0.00030425114647174897,none,COMPLETE
141,0.0011404003620058372,2025-12-07 16:59:02.385648,2025-12-07 16:59:02.584761,0 days 00:00:00.199113,0.000529692554007755,none,COMPLETE
142,0.0011514306086267319,2025-12-07 16:59:02.585772,2025-12-07 16:59:02.772700,0 days 00:00:00.186928,0.0005377125312441153,none,COMPLETE
143,-0.0016559721242364045,2025-12-07 16:59:02.772700,2025-12-07 16:59:02.959840,0 days 00:00:00.187140,0.5897039046263632,none,COMPLETE
144,-0.00034152566170268334,2025-12-07 16:59:02.961971,2025-12-07 16:59:03.145731,0 days 00:00:00.183760,0.00045054194943847147,none,COMPLETE
145,0.00016035727564626492,2025-12-07 16:59:03.147737,2025-12-07 16:59:03.335848,0 days 00:00:00.188111,0.000736224114403133,none,COMPLETE
146,-0.056102058948555765,2025-12-07 16:59:03.339589,2025-12-07 16:59:03.537647,0 days 00:00:00.198058,0.0001853467888839937,none,COMPLETE
147,-0.003171680244536327,2025-12-07 16:59:03.539352,2025-12-07 16:59:03.722759,0 days 00:00:00.183407,0.00035814003277020616,none,COMPLETE
148,0.0007591617589727262,2025-12-07 16:59:03.722759,2025-12-07 16:59:03.919065,0 days 00:00:00.196306,0.0005047552765632773,none,COMPLETE
149,-0.0016559721242364045,2025-12-07 16:59:03.920569,2025-12-07 16:59:04.114510,0 days 00:00:00.193941,0.0012900395564606128,none,COMPLETE
150,0.000842002086045901,2025-12-07 16:59:04.116236,2025-12-07 16:59:04.317268,0 days 00:00:00.201032,0.0006192824660110208,none,COMPLETE
151,-0.0012646022669954664,2025-12-07 16:59:04.320656,2025-12-07 16:59:04.507013,0 days 00:00:00.186357,0.0009107887099332603,none,COMPLETE
152,0.0006775865382017132,2025-12-07 16:59:04.508020,2025-12-07 16:59:04.701075,0 days 00:00:00.193055,0.0006560820618156187,none,COMPLETE
153,0.0010907850321199009,2025-12-07 16:59:04.702737,2025-12-07 16:59:04.895204,0 days 00:00:00.192467,0.0005258820452915479,none,COMPLETE
154,-0.013482271528273748,2025-12-07 16:59:04.897025,2025-12-07 16:59:05.097960,0 days 00:00:00.200935,0.0002818317848479379,none,COMPLETE
155,-0.0023139626529835957,2025-12-07 16:59:05.099754,2025-12-07 16:59:05.304316,0 days 00:00:00.204562,0.00038419845785208473,none,COMPLETE
156,0.0010113978971158695,2025-12-07 16:59:05.306076,2025-12-07 16:59:05.489431,0 days 00:00:00.183355,0.0005202386056492761,none,COMPLETE
157,-0.0011085929864911674,2025-12-07 16:59:05.491198,2025-12-07 16:59:05.670313,0 days 00:00:00.179115,0.000895028788148984,none,COMPLETE
158,-0.0012337755838098818,2025-12-07 16:59:05.672103,2025-12-07 16:59:05.869764,0 days 00:00:00.197661,0.00042236831792251097,none,COMPLETE
159,-0.005760594235808584,2025-12-07 16:59:05.870312,2025-12-07 16:59:06.067532,0 days 00:00:00.197220,0.0003317239218303464,none,COMPLETE
160,0.0005608422898036869,2025-12-07 16:59:06.069577,2025-12-07 16:59:06.286016,0 days 00:00:00.216439,0.0006779138415824869,none,COMPLETE
161,0.0010988241132427283,2025-12-07 16:59:06.287150,2025-12-07 16:59:06.474374,0 days 00:00:00.187224,0.0005264845955806149,none,COMPLETE
162,0.001140021187034157,2025-12-07 16:59:06.476155,2025-12-07 16:59:06.670009,0 days 00:00:00.193854,0.0005406069413623148,none,COMPLETE
163,0.00019183268738306078,2025-12-07 16:59:06.671344,2025-12-07 16:59:06.851864,0 days 00:00:00.180520,0.00047381235151175514,none,COMPLETE
164,-1.8840170048754306e-05,2025-12-07 16:59:06.856822,2025-12-07 16:59:07.054355,0 days 00:00:00.197533,0.0007568231997237885,none,COMPLETE
165,0.0011306222924435765,2025-12-07 16:59:07.056180,2025-12-07 16:59:07.252629,0 days 00:00:00.196449,0.0005429194993933641,none,COMPLETE
166,-0.021534595376372295,2025-12-07 16:59:07.252629,2025-12-07 16:59:07.443309,0 days 00:00:00.190680,0.0002430212470319682,none,COMPLETE
167,-0.001481063084909584,2025-12-07 16:59:07.443309,2025-12-07 16:59:07.631863,0 days 00:00:00.188554,0.0009512625716820174,none,COMPLETE
168,-0.00570838184376754,2025-12-07 16:59:07.632870,2025-12-07 16:59:07.834061,0 days 00:00:00.201191,0.0003322034836279959,none,COMPLETE
169,0.0010133727480676018,2025-12-07 16:59:07.836067,2025-12-07 16:59:08.036355,0 days 00:00:00.200288,0.0005203735574646659,none,COMPLETE
170,-0.0008560514685954645,2025-12-07 16:59:08.038085,2025-12-07 16:59:08.236953,0 days 00:00:00.198868,0.0004332516831371449,none,COMPLETE
171,0.0010373450817347345,2025-12-07 16:59:08.238280,2025-12-07 16:59:08.437223,0 days 00:00:00.198943,0.0005664641820881178,none,COMPLETE
172,1.3144003581766484e-05,2025-12-07 16:59:08.438233,2025-12-07 16:59:08.637324,0 days 00:00:00.199091,0.000753228205843485,none,COMPLETE
173,0.0006963588293883068,2025-12-07 16:59:08.638803,2025-12-07 16:59:08.835882,0 days 00:00:00.197079,0.0006522997061175012,none,COMPLETE
174,-0.0016559721242364045,2025-12-07 16:59:08.836889,2025-12-07 16:59:09.022968,0 days 00:00:00.186079,0.0011093796959905492,none,COMPLETE
175,-0.0022275380108976264,2025-12-07 16:59:09.022968,2025-12-07 16:59:09.208393,0 days 00:00:00.185425,0.0003896034622813637,none,COMPLETE
176,0.0009290379780988456,2025-12-07 16:59:09.209996,2025-12-07 16:59:09.388026,0 days 00:00:00.178030,0.0005148278497464911,none,COMPLETE
177,-0.013363558518019661,2025-12-07 16:59:09.388573,2025-12-07 16:59:09.574457,0 days 00:00:00.185884,0.000282492812065287,none,COMPLETE
178,-0.0004026429353902368,2025-12-07 16:59:09.576176,2025-12-07 16:59:09.768157,0 days 00:00:00.191981,0.0008117689486343653,none,COMPLETE
179,0.0010667374262656921,2025-12-07 16:59:09.777749,2025-12-07 16:59:09.958472,0 days 00:00:00.180723,0.0005568434058841494,none,COMPLETE
180,-0.001652854020689487,2025-12-07 16:59:09.958472,2025-12-07 16:59:10.136362,0 days 00:00:00.177890,0.00041156883968647797,none,COMPLETE
