number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
101,-4662.74071037655,2025-12-07 16:51:44.559777,2025-12-07 16:51:46.598207,0 days 00:00:02.038430,983.6925290280708,extensive,COMPLETE
102,-6438.553959980418,2025-12-07 16:51:46.605955,2025-12-07 16:51:48.597784,0 days 00:00:01.991829,684.1331257019286,extensive,COMPLETE
103,-9056.753887536424,2025-12-07 16:51:48.598791,2025-12-07 16:51:50.633724,0 days 00:00:02.034933,487.3927433776948,extensive,COMPLETE
104,-4617.924427610137,2025-12-07 16:51:50.633724,2025-12-07 16:51:52.698528,0 days 00:00:02.064804,995.2552788964525,extensive,COMPLETE
105,-19263.319298051043,2025-12-07 16:51:52.698528,2025-12-07 16:51:54.853571,0 days 00:00:02.155043,252.87308900770321,extensive,COMPLETE
106,-5957.207941564798,2025-12-07 16:51:54.853571,2025-12-07 16:51:56.985016,0 days 00:00:02.131445,743.3686645142897,extensive,COMPLETE
107,-9440.26816999712,2025-12-07 16:51:56.986211,2025-12-07 16:51:59.118172,0 days 00:00:02.131961,468.8148460794757,extensive,COMPLETE
108,-39020.324372504976,2025-12-07 16:51:59.119591,2025-12-07 16:52:01.164769,0 days 00:00:02.045178,144.12365061732797,extensive,COMPLETE
109,-6227.546907952274,2025-12-07 16:52:01.165274,2025-12-07 16:52:03.180564,0 days 00:00:02.015290,708.7178611002554,extensive,COMPLETE
110,-564285.7340777217,2025-12-07 16:52:03.180564,2025-12-07 16:52:05.200157,0 days 00:00:02.019593,10.018122214206088,extensive,COMPLETE
111,-5748.863947315408,2025-12-07 16:52:05.201529,2025-12-07 16:52:07.351605,0 days 00:00:02.150076,772.8590675357561,extensive,COMPLETE
112,-4818.402715778969,2025-12-07 16:52:07.352109,2025-12-07 16:52:09.287011,0 days 00:00:01.934902,945.7445081711498,extensive,COMPLETE
113,-8430.151034045943,2025-12-07 16:52:09.287011,2025-12-07 16:52:11.422678,0 days 00:00:02.135667,521.8201980443871,extensive,COMPLETE
114,-14663.040421085478,2025-12-07 16:52:11.424376,2025-12-07 16:52:13.501918,0 days 00:00:02.077542,317.32680405136364,extensive,COMPLETE
115,-4755.142751351438,2025-12-07 16:52:13.501918,2025-12-07 16:52:15.590582,0 days 00:00:02.088664,960.7675751282626,extensive,COMPLETE
