number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
0,-0.0016559721404409238,2025-12-07 21:49:23.995380,2025-12-07 21:49:35.265714,0 days 00:00:11.270334,0.659195090518222,0.0018410729205738682,5,20,792,4.330880728874676,0.1360354613611808,0.7391963650868432,medium,COMPLETE
1,-0.006416046979253354,2025-12-07 21:49:35.267457,2025-12-07 21:49:59.182929,0 days 00:00:23.915472,0.8819459112971966,0.025959425503112647,7,15,1007,0.9170225492671691,0.2620503255096255,0.31235069657748143,medium,COMPLETE
2,-0.0016559721404409238,2025-12-07 21:49:59.184933,2025-12-07 21:50:09.265920,0 days 00:00:10.080987,0.47473748411882516,0.010952662748632562,5,11,730,1.8318092164684585,0.4701469243560972,0.5591670111852695,medium,COMPLETE
3,-0.0033810733451921835,2025-12-07 21:50:09.267730,2025-12-07 21:50:21.651432,0 days 00:00:12.383702,0.608540663048167,0.010150667045928576,6,16,376,0.8526206184364576,2.5002240473339543,0.41980426929501585,medium,COMPLETE
4,-0.0016559721404409238,2025-12-07 21:50:21.652730,2025-12-07 21:50:31.085243,0 days 00:00:09.432513,0.7850384088698767,0.0032925293631105254,3,19,571,2.2007624686980067,3.753537145233125,0.8793792198447357,medium,COMPLETE
5,-0.0016559721404409238,2025-12-07 21:50:31.086254,2025-12-07 21:51:03.203313,0 days 00:00:32.117059,0.8455922412472694,0.0027520696850790523,3,10,2718,2.600340105889054,0.5215026697411662,0.320633112669131,medium,COMPLETE
6,-0.0016559721404409238,2025-12-07 21:51:03.204312,2025-12-07 21:51:51.423026,0 days 00:00:48.218714,0.7650796940166689,0.03946212980759095,7,4,3601,4.609371175115584,2.375668206925437,0.8817507766587351,medium,COMPLETE
7,-0.0016559721404409238,2025-12-07 21:51:51.424026,2025-12-07 21:52:12.171954,0 days 00:00:20.747928,0.49519819845795865,0.004574578205475401,3,4,1231,1.7837666334679465,8.071418522169695,0.32713637334632284,medium,COMPLETE
8,-0.0022387428719978786,2025-12-07 21:52:12.172958,2025-12-07 21:53:46.062428,0 days 00:01:33.889470,0.7813181884524238,0.0013386261584543908,5,11,3951,0.993578407670862,5.983542473217019,0.3845545349848576,medium,COMPLETE
9,-0.025207259405785127,2025-12-07 21:53:46.064546,2025-12-07 21:53:55.023106,0 days 00:00:08.958560,0.7374043008245925,0.0204345549841614,3,17,481,0.5793452976256486,0.6680983417211186,0.7241144063085703,medium,COMPLETE
10,-0.0016559721404409238,2025-12-07 21:53:55.023106,2025-12-07 21:54:07.081088,0 days 00:00:12.057982,0.310777125368892,0.0010619628509861785,10,1,1865,4.880699499289976,0.108354597653543,0.6936918182244493,medium,COMPLETE
11,-0.0016559721404409238,2025-12-07 21:54:07.082198,2025-12-07 21:54:18.768892,0 days 00:00:11.686694,0.5136547340009963,0.010343063828684733,5,11,1701,3.4928387712913023,0.12801139880962656,0.5537546266250812,medium,COMPLETE
12,-0.0016559721404409238,2025-12-07 21:54:18.770450,2025-12-07 21:54:27.040708,0 days 00:00:08.270258,0.6215444219993109,0.007391733815585547,5,20,1115,3.3840902904780745,0.7942719355704007,0.5406904938177352,medium,COMPLETE
13,-0.0016559721404409238,2025-12-07 21:54:27.042844,2025-12-07 21:54:44.261203,0 days 00:00:17.218359,0.3946771723074462,0.0019537558352930627,9,13,2711,3.9292280306430944,19.932553932270757,0.6523488860827289,medium,COMPLETE
14,-0.0016559721404409238,2025-12-07 21:54:44.264920,2025-12-07 21:54:54.246393,0 days 00:00:09.981473,0.49827058667934154,0.01737670720958493,6,7,1398,2.8071610932980056,0.2668629099039187,0.7787969214474102,medium,COMPLETE
15,-0.0016492242525310008,2025-12-07 21:54:54.246393,2025-12-07 21:55:13.546634,0 days 00:00:19.300241,0.6777242273310715,0.0056976804532249525,8,8,2349,1.5325000367638486,0.27835754889420783,0.49952001268106383,medium,COMPLETE
16,,2025-12-07 21:55:13.548138,2025-12-07 21:55:58.508346,0 days 00:00:44.960208,0.6623367709893347,0.0050429111643263995,8,8,2414,0.10456783241701961,0.23852087063766117,0.47703458741936944,medium,FAIL
17,-0.0017158448698041766,2025-12-07 21:55:58.508346,2025-12-07 21:56:18.843499,0 days 00:00:20.335153,0.6827872373243681,0.004688757883242615,8,8,2447,1.4496328491011274,0.23856099165679687,0.4671835811732564,medium,COMPLETE
18,-0.0016559721404409238,2025-12-07 21:56:18.849892,2025-12-07 21:56:41.017638,0 days 00:00:22.167746,0.6758873481309698,0.002069256860929347,8,6,3293,4.156685937642421,1.170611981843286,0.7940199709779897,medium,COMPLETE
19,-0.0016559721404409238,2025-12-07 21:56:41.019648,2025-12-07 21:56:55.934651,0 days 00:00:14.915003,0.5649926238335162,0.005664494322001461,10,14,2272,3.111473652446301,0.1797951177434505,0.6303416674801916,medium,COMPLETE
20,-0.019741198920280884,2025-12-07 21:56:55.935694,2025-12-07 22:01:03.213484,0 days 00:04:07.277790,0.7009806845120665,0.0016145806585883121,8,18,3035,0.2206866303708246,0.33080902538607543,0.48491627907673673,medium,COMPLETE
21,-0.0016559721404409238,2025-12-07 22:01:03.214992,2025-12-07 22:01:17.245605,0 days 00:00:14.030613,0.5745986914331251,0.0031284696384946266,4,9,1843,2.3533260602207298,0.15270811935065956,0.7908792151130646,medium,COMPLETE
22,-0.001648110951329033,2025-12-07 22:01:17.247113,2025-12-07 22:01:26.364256,0 days 00:00:09.117143,0.42808999828980504,0.008671024941907933,4,12,798,1.7310413206257227,0.4434319903703192,0.573773484976263,medium,COMPLETE
23,-0.0016529617940372887,2025-12-07 22:01:26.366893,2025-12-07 22:01:38.179602,0 days 00:00:11.812709,0.41898838591489207,0.007728025537724742,4,5,856,1.450489361032783,0.37745000799479655,0.605206864758139,medium,COMPLETE
24,-0.0017304087749745456,2025-12-07 22:01:38.179602,2025-12-07 22:01:56.146209,0 days 00:00:17.966607,0.40332213668871647,0.007369630495701574,4,5,1431,1.397783032339617,1.3236082438526133,0.49010112675457385,medium,COMPLETE
25,-0.00165917303903577,2025-12-07 22:01:56.147522,2025-12-07 22:02:23.904998,0 days 00:00:27.757476,0.30289248703195804,0.011936327844858544,4,2,2132,1.834137704330507,0.40305446752367396,0.6007842458088313,medium,COMPLETE
26,-0.0016893228944112604,2025-12-07 22:02:23.906999,2025-12-07 22:02:29.416483,0 days 00:00:05.509484,0.40007322592702027,0.015879884391836255,9,13,312,1.562237786790596,0.8897932048658149,0.5209578255557779,medium,COMPLETE
27,-0.08867139197340716,2025-12-07 22:02:29.418811,2025-12-07 22:04:12.287139,0 days 00:01:42.868328,0.4329215091637891,0.006439137822346235,6,8,1563,0.03800194326506556,0.5963069517543734,0.5876437343954948,medium,COMPLETE
28,-0.0016559721404409238,2025-12-07 22:04:12.289143,2025-12-07 22:04:22.387806,0 days 00:00:10.098663,0.36610967718219706,0.004015298310270937,4,3,868,2.1646453125121723,0.19549358162934902,0.43818981227394543,medium,COMPLETE
29,-0.0016617269687852303,2025-12-07 22:04:22.387806,2025-12-07 22:04:29.504108,0 days 00:00:07.116302,0.5439911843477576,0.007227007114681768,7,7,203,1.172683904183504,0.3391991729932055,0.6250249332820466,medium,COMPLETE
30,-0.0395203086859414,2025-12-07 22:04:29.505105,2025-12-07 22:06:09.443293,0 days 00:01:39.938188,0.45051416583849063,0.013978561496763027,9,9,2524,0.534439092633042,1.8120174012141845,0.3779452707474592,medium,COMPLETE
31,-0.001695945059985604,2025-12-07 22:06:09.444236,2025-12-07 22:06:33.175542,0 days 00:00:23.731306,0.3521697234613846,0.03077932382377062,4,6,2007,1.953354278392332,0.9523932814170009,0.6856823052052509,medium,COMPLETE
32,-0.00388358484504144,2025-12-07 22:06:33.176541,2025-12-07 22:06:51.508284,0 days 00:00:18.331743,0.6474996713857784,0.00866687436475184,5,16,835,1.2035998961764662,0.22620375991650143,0.7516985622733077,medium,COMPLETE
33,-0.0016559721404409238,2025-12-07 22:06:51.509433,2025-12-07 22:07:05.927908,0 days 00:00:14.418475,0.6544777825271485,0.005456767116823527,6,12,1050,2.801022280593668,0.3090256393317894,0.5883319355892317,medium,COMPLETE
34,-0.0025592933875649613,2025-12-07 22:07:05.928906,2025-12-07 22:07:37.078275,0 days 00:00:31.149369,0.7248510028911661,0.0021598473614380578,7,15,602,0.7903918403593508,0.43867046940879934,0.5126016359620597,medium,COMPLETE
35,-0.0017317050132131067,2025-12-07 22:07:37.079782,2025-12-07 22:07:45.278406,0 days 00:00:08.198624,0.6012276347386121,0.02061927340471403,4,20,767,1.6342154618019602,0.10046783258517582,0.8312473154948287,medium,COMPLETE
36,-0.0016605183282939102,2025-12-07 22:07:45.278774,2025-12-07 22:07:54.092876,0 days 00:00:08.814102,0.46051953076537866,0.0037412821494830686,5,5,1255,1.968209272201996,0.14954347143178617,0.6746986993738556,medium,COMPLETE
37,-0.0016559721404409238,2025-12-07 22:07:54.094224,2025-12-07 22:07:59.573095,0 days 00:00:05.478871,0.8697471859311798,0.011080570093043965,3,10,625,2.465148646477246,0.4808579166629855,0.5734622378842951,medium,COMPLETE
38,-0.002359380607618052,2025-12-07 22:07:59.573095,2025-12-07 22:08:12.571635,0 days 00:00:12.998540,0.5370219716608544,0.002728635101075513,6,18,915,1.2323934125460052,0.1753647551017972,0.722749555842539,medium,COMPLETE
39,-0.0016559721404409238,2025-12-07 22:08:12.571988,2025-12-07 22:08:16.545151,0 days 00:00:03.973163,0.8142553489341099,0.04620912287746606,3,9,411,2.2038861567708183,0.2523454602905854,0.8485529864556889,medium,COMPLETE
40,-0.0016559721404409238,2025-12-07 22:08:16.547290,2025-12-07 22:08:36.430111,0 days 00:00:19.882821,0.6367779655274353,0.00947091678422627,4,3,2916,4.038152129495234,0.6068806670511752,0.4489518514914437,medium,COMPLETE
41,-0.0016559721404409238,2025-12-07 22:08:36.431833,2025-12-07 22:08:45.337410,0 days 00:00:08.905577,0.5826487252691841,0.026845182067266046,5,12,1233,4.33645443982197,0.38420217780085697,0.625286313476011,medium,COMPLETE
42,-0.007717732433776566,2025-12-07 22:08:45.337410,2025-12-07 22:08:55.979895,0 days 00:00:10.642485,0.47757379642567976,0.013859993926452992,5,15,688,0.9121427522858221,0.47502993649956887,0.5519862368628933,medium,COMPLETE
43,-0.0016378000374692725,2025-12-07 22:08:55.982811,2025-12-07 22:09:03.433854,0 days 00:00:07.451043,0.3536121526706172,0.008852576354362767,7,11,1034,1.7011905837868055,0.13106783102766612,0.520153069833517,medium,COMPLETE
44,-0.0016292717447110583,2025-12-07 22:09:03.434815,2025-12-07 22:09:10.815953,0 days 00:00:07.381138,0.3414829154191925,0.008508843854281871,7,7,984,1.6197863125166518,0.11170269398166756,0.39076188844151993,medium,COMPLETE
45,-0.0016300585544957908,2025-12-07 22:09:10.816483,2025-12-07 22:09:19.048558,0 days 00:00:08.232075,0.35284161283653787,0.008497489954600304,8,10,1107,1.609599389659892,0.12247084608228719,0.38705776991026264,medium,COMPLETE
46,-0.0016526446849298715,2025-12-07 22:09:19.052742,2025-12-07 22:09:30.317941,0 days 00:00:11.265199,0.3364054872121088,0.005785738786794909,8,10,1689,1.7224631680813518,0.12000441043172239,0.3663485352143514,medium,COMPLETE
47,-0.0016559721404409238,2025-12-07 22:09:30.318940,2025-12-07 22:09:37.716803,0 days 00:00:07.397863,0.3558223893264059,0.00907912442187003,7,12,1027,2.166025099900494,0.14054520331509163,0.41184016948326485,medium,COMPLETE
48,-0.0016559721404409238,2025-12-07 22:09:37.718803,2025-12-07 22:09:47.631088,0 days 00:00:09.912285,0.3793488816273293,0.004736099164831789,8,11,1408,1.9633421155002804,0.10427352345292157,0.32181685864276954,medium,COMPLETE
49,-0.0016559721404409238,2025-12-07 22:09:47.632974,2025-12-07 22:09:55.834047,0 days 00:00:08.201073,0.33404466082324996,0.012696237452016337,7,8,1172,2.652667058337439,0.16948481938035467,0.4131170498756854,medium,COMPLETE
50,-0.006017154974271799,2025-12-07 22:09:55.835047,2025-12-07 22:10:08.352674,0 days 00:00:12.517627,0.31578534553661275,0.008561388899920053,9,13,476,0.6162717966038487,0.22363405958898006,0.3500717054336253,medium,COMPLETE
51,-0.003422544715726117,2025-12-07 22:10:08.353834,2025-12-07 22:10:30.924505,0 days 00:00:22.570671,0.432471719538238,0.010310432274078319,8,7,2261,1.1889738945817956,0.12932116030186874,0.5213091639575931,medium,COMPLETE
52,-0.0016623348286159227,2025-12-07 22:10:30.926509,2025-12-07 22:10:42.469195,0 days 00:00:11.542686,0.33170237405006986,0.00646738407708493,8,10,1667,1.6827736628163574,0.11945462791767013,0.3754313750740841,medium,COMPLETE
53,-0.001651464030167323,2025-12-07 22:10:42.469788,2025-12-07 22:10:55.336107,0 days 00:00:12.866319,0.33607168435735735,0.005934342652835184,8,11,1864,1.7394029849531598,0.20377546065174987,0.30456533137275726,medium,COMPLETE
54,-0.0015686119116230894,2025-12-07 22:10:55.337026,2025-12-07 22:11:08.737776,0 days 00:00:13.400750,0.37844433523753135,0.0050989668795791395,7,11,1828,1.3637729839736195,0.2856646129640409,0.39664077670890147,medium,COMPLETE
55,-0.001546002189987794,2025-12-07 22:11:08.738775,2025-12-07 22:11:18.617417,0 days 00:00:09.878642,0.3871902947331232,0.005017086984540357,7,9,1337,1.380134461209149,0.28795000372822815,0.39969604995350594,medium,COMPLETE
56,-0.001563824736242984,2025-12-07 22:11:18.617417,2025-12-07 22:11:29.657188,0 days 00:00:11.039771,0.3864571425943615,0.004087165913229125,7,12,1520,1.3370488429043392,0.2804993586683547,0.34892475557987873,medium,COMPLETE
57,-0.0015360282312516145,2025-12-07 22:11:29.657188,2025-12-07 22:11:40.856745,0 days 00:00:11.199557,0.3764159266665175,0.004203289396819138,7,9,1523,1.3591036271207861,0.28005946223637745,0.34826663865946733,medium,COMPLETE
