number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
101,-27.39197360030307,2025-12-07 15:40:56.373865,2025-12-07 15:40:56.607758,0 days 00:00:00.233893,simple,COMPLETE
102,-27.39197360030307,2025-12-07 15:40:56.608261,2025-12-07 15:40:56.840878,0 days 00:00:00.232617,simple,COMPLETE
103,-27.39197360030307,2025-12-07 15:40:56.840878,2025-12-07 15:40:57.073601,0 days 00:00:00.232723,simple,COMPLETE
104,-27.39197360030307,2025-12-07 15:40:57.073601,2025-12-07 15:40:57.308486,0 days 00:00:00.234885,simple,COMPLETE
105,-27.39197360030307,2025-12-07 15:40:57.308486,2025-12-07 15:40:57.541251,0 days 00:00:00.232765,simple,COMPLETE
106,-27.39197360030307,2025-12-07 15:40:57.541251,2025-12-07 15:40:57.773815,0 days 00:00:00.232564,simple,COMPLETE
107,-27.39197360030307,2025-12-07 15:40:57.773815,2025-12-07 15:40:58.007725,0 days 00:00:00.233910,simple,COMPLETE
108,-27.39197360030307,2025-12-07 15:40:58.007725,2025-12-07 15:40:58.240067,0 days 00:00:00.232342,simple,COMPLETE
109,-27.39197360030307,2025-12-07 15:40:58.240067,2025-12-07 15:40:58.473369,0 days 00:00:00.233302,simple,COMPLETE
110,-27.39197360030307,2025-12-07 15:40:58.473369,2025-12-07 15:40:58.706794,0 days 00:00:00.233425,simple,COMPLETE
111,-27.39197360030307,2025-12-07 15:40:58.706794,2025-12-07 15:40:58.939946,0 days 00:00:00.233152,simple,COMPLETE
112,-27.39197360030307,2025-12-07 15:40:58.939946,2025-12-07 15:40:59.173496,0 days 00:00:00.233550,simple,COMPLETE
113,-27.39197360030307,2025-12-07 15:40:59.173496,2025-12-07 15:40:59.407801,0 days 00:00:00.234305,simple,COMPLETE
114,-27.39197360030307,2025-12-07 15:40:59.407801,2025-12-07 15:40:59.640567,0 days 00:00:00.232766,simple,COMPLETE
115,-27.39197360030307,2025-12-07 15:40:59.640567,2025-12-07 15:40:59.870390,0 days 00:00:00.229823,simple,COMPLETE
116,-27.39197360030307,2025-12-07 15:40:59.871974,2025-12-07 15:41:00.106896,0 days 00:00:00.234922,simple,COMPLETE
117,-27.39197360030307,2025-12-07 15:41:00.106896,2025-12-07 15:41:00.340361,0 days 00:00:00.233465,simple,COMPLETE
118,-27.39197360030307,2025-12-07 15:41:00.340361,2025-12-07 15:41:00.574050,0 days 00:00:00.233689,simple,COMPLETE
119,-27.39197360030307,2025-12-07 15:41:00.574050,2025-12-07 15:41:00.808237,0 days 00:00:00.234187,simple,COMPLETE
120,-27.39197360030307,2025-12-07 15:41:00.808237,2025-12-07 15:41:01.039732,0 days 00:00:00.231495,simple,COMPLETE
121,-27.39197360030307,2025-12-07 15:41:01.039732,2025-12-07 15:41:01.274440,0 days 00:00:00.234708,simple,COMPLETE
122,-27.39197360030307,2025-12-07 15:41:01.274440,2025-12-07 15:41:01.507722,0 days 00:00:00.233282,simple,COMPLETE
123,-27.39197360030307,2025-12-07 15:41:01.507722,2025-12-07 15:41:01.740941,0 days 00:00:00.233219,simple,COMPLETE
124,-27.39197360030307,2025-12-07 15:41:01.740941,2025-12-07 15:41:01.973738,0 days 00:00:00.232797,simple,COMPLETE
125,-27.39197360030307,2025-12-07 15:41:01.974243,2025-12-07 15:41:02.205468,0 days 00:00:00.231225,simple,COMPLETE
126,-27.39197360030307,2025-12-07 15:41:02.207358,2025-12-07 15:41:02.438533,0 days 00:00:00.231175,simple,COMPLETE
127,-27.39197360030307,2025-12-07 15:41:02.438533,2025-12-07 15:41:02.673298,0 days 00:00:00.234765,simple,COMPLETE
128,-27.39197360030307,2025-12-07 15:41:02.673298,2025-12-07 15:41:02.906825,0 days 00:00:00.233527,simple,COMPLETE
129,-27.39197360030307,2025-12-07 15:41:02.906825,2025-12-07 15:41:03.140981,0 days 00:00:00.234156,simple,COMPLETE
130,-27.39197360030307,2025-12-07 15:41:03.140981,2025-12-07 15:41:03.373740,0 days 00:00:00.232759,simple,COMPLETE
131,-27.39197360030307,2025-12-07 15:41:03.374751,2025-12-07 15:41:03.607401,0 days 00:00:00.232650,simple,COMPLETE
132,-27.39197360030307,2025-12-07 15:41:03.607401,2025-12-07 15:41:03.841733,0 days 00:00:00.234332,simple,COMPLETE
133,-27.39197360030307,2025-12-07 15:41:03.841733,2025-12-07 15:41:04.073949,0 days 00:00:00.232216,simple,COMPLETE
134,-27.39197360030307,2025-12-07 15:41:04.075457,2025-12-07 15:41:04.308186,0 days 00:00:00.232729,simple,COMPLETE
135,-27.39197360030307,2025-12-07 15:41:04.308186,2025-12-07 15:41:04.540063,0 days 00:00:00.231877,simple,COMPLETE
136,-27.39197360030307,2025-12-07 15:41:04.540063,2025-12-07 15:41:04.773372,0 days 00:00:00.233309,simple,COMPLETE
137,-27.39197360030307,2025-12-07 15:41:04.773372,2025-12-07 15:41:05.007678,0 days 00:00:00.234306,simple,COMPLETE
138,-27.39197360030307,2025-12-07 15:41:05.007678,2025-12-07 15:41:05.241101,0 days 00:00:00.233423,simple,COMPLETE
139,-27.39197360030307,2025-12-07 15:41:05.241101,2025-12-07 15:41:05.474522,0 days 00:00:00.233421,simple,COMPLETE
140,-27.39197360030307,2025-12-07 15:41:05.476035,2025-12-07 15:41:05.707420,0 days 00:00:00.231385,simple,COMPLETE
