number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
63,-34.77475430736301,2025-12-07 15:39:43.972707,2025-12-07 15:39:44.188436,0 days 00:00:00.215729,none,COMPLETE
64,-34.77475430736301,2025-12-07 15:39:44.188943,2025-12-07 15:39:44.389995,0 days 00:00:00.201052,none,COMPLETE
65,-34.77475430736301,2025-12-07 15:39:44.389995,2025-12-07 15:39:44.604899,0 days 00:00:00.214904,none,COMPLETE
66,-34.77475430736301,2025-12-07 15:39:44.604899,2025-12-07 15:39:44.821648,0 days 00:00:00.216749,none,COMPLETE
67,-34.77475430736301,2025-12-07 15:39:44.821648,2025-12-07 15:39:45.038572,0 days 00:00:00.216924,none,COMPLETE
68,-34.77475430736301,2025-12-07 15:39:45.038572,2025-12-07 15:39:45.239376,0 days 00:00:00.200804,none,COMPLETE
69,-34.77475430736301,2025-12-07 15:39:45.239376,2025-12-07 15:39:45.447016,0 days 00:00:00.207640,none,COMPLETE
70,-34.77475430736301,2025-12-07 15:39:45.448043,2025-12-07 15:39:45.657418,0 days 00:00:00.209375,none,COMPLETE
71,-34.77475430736301,2025-12-07 15:39:45.657418,2025-12-07 15:39:45.873205,0 days 00:00:00.215787,none,COMPLETE
72,-34.77475430736301,2025-12-07 15:39:45.873205,2025-12-07 15:39:46.121493,0 days 00:00:00.248288,none,COMPLETE
73,-34.77475430736301,2025-12-07 15:39:46.121493,2025-12-07 15:39:46.323295,0 days 00:00:00.201802,none,COMPLETE
74,-34.77475430736301,2025-12-07 15:39:46.323295,2025-12-07 15:39:46.521760,0 days 00:00:00.198465,none,COMPLETE
75,-34.77475430736301,2025-12-07 15:39:46.521760,2025-12-07 15:39:46.738152,0 days 00:00:00.216392,none,COMPLETE
76,-34.77475430736301,2025-12-07 15:39:46.738152,2025-12-07 15:39:46.939142,0 days 00:00:00.200990,none,COMPLETE
77,-34.77475430736301,2025-12-07 15:39:46.939142,2025-12-07 15:39:47.137595,0 days 00:00:00.198453,none,COMPLETE
78,-34.77475430736301,2025-12-07 15:39:47.137595,2025-12-07 15:39:47.355528,0 days 00:00:00.217933,none,COMPLETE
79,-34.77475430736301,2025-12-07 15:39:47.355528,2025-12-07 15:39:47.556588,0 days 00:00:00.201060,none,COMPLETE
80,-34.77475430736301,2025-12-07 15:39:47.556588,2025-12-07 15:39:47.772323,0 days 00:00:00.215735,none,COMPLETE
81,-34.77475430736301,2025-12-07 15:39:47.772323,2025-12-07 15:39:47.989388,0 days 00:00:00.217065,none,COMPLETE
82,-34.77475430736301,2025-12-07 15:39:47.989388,2025-12-07 15:39:48.216917,0 days 00:00:00.227529,none,COMPLETE
83,-34.77475430736301,2025-12-07 15:39:48.217921,2025-12-07 15:39:48.432846,0 days 00:00:00.214925,none,COMPLETE
84,-34.77475430736301,2025-12-07 15:39:48.433848,2025-12-07 15:39:48.629804,0 days 00:00:00.195956,none,COMPLETE
85,-34.77475430736301,2025-12-07 15:39:48.629804,2025-12-07 15:39:48.854264,0 days 00:00:00.224460,none,COMPLETE
86,-34.77475430736301,2025-12-07 15:39:48.854264,2025-12-07 15:39:49.071445,0 days 00:00:00.217181,none,COMPLETE
87,-34.77475430736301,2025-12-07 15:39:49.071445,2025-12-07 15:39:49.288661,0 days 00:00:00.217216,none,COMPLETE
88,-34.77475430736301,2025-12-07 15:39:49.288661,2025-12-07 15:39:49.509162,0 days 00:00:00.220501,none,COMPLETE
89,-34.77475430736301,2025-12-07 15:39:49.510214,2025-12-07 15:39:49.725105,0 days 00:00:00.214891,none,COMPLETE
90,-34.77475430736301,2025-12-07 15:39:49.726332,2025-12-07 15:39:49.941754,0 days 00:00:00.215422,none,COMPLETE
91,-34.77475430736301,2025-12-07 15:39:49.942716,2025-12-07 15:39:50.192449,0 days 00:00:00.249733,none,COMPLETE
92,-34.77475430736301,2025-12-07 15:39:50.194201,2025-12-07 15:39:50.392211,0 days 00:00:00.198010,none,COMPLETE
93,-34.77475430736301,2025-12-07 15:39:50.392211,2025-12-07 15:39:50.608911,0 days 00:00:00.216700,none,COMPLETE
94,-34.77475430736301,2025-12-07 15:39:50.609460,2025-12-07 15:39:50.825365,0 days 00:00:00.215905,none,COMPLETE
95,-34.77475430736301,2025-12-07 15:39:50.826059,2025-12-07 15:39:51.026592,0 days 00:00:00.200533,none,COMPLETE
96,-34.77475430736301,2025-12-07 15:39:51.026592,2025-12-07 15:39:51.226105,0 days 00:00:00.199513,none,COMPLETE
97,-34.77475430736301,2025-12-07 15:39:51.227226,2025-12-07 15:39:51.424312,0 days 00:00:00.197086,none,COMPLETE
98,-34.77475430736301,2025-12-07 15:39:51.424816,2025-12-07 15:39:51.639008,0 days 00:00:00.214192,none,COMPLETE
99,-34.77475430736301,2025-12-07 15:39:51.639008,2025-12-07 15:39:51.855800,0 days 00:00:00.216792,none,COMPLETE
100,-34.77475430736301,2025-12-07 15:39:51.855800,2025-12-07 15:39:52.072537,0 days 00:00:00.216737,none,COMPLETE
101,-34.77475430736301,2025-12-07 15:39:52.072537,2025-12-07 15:39:52.272642,0 days 00:00:00.200105,none,COMPLETE
102,-34.77475430736301,2025-12-07 15:39:52.272642,2025-12-07 15:39:52.472053,0 days 00:00:00.199411,none,COMPLETE
103,-34.77475430736301,2025-12-07 15:39:52.472053,2025-12-07 15:39:52.672636,0 days 00:00:00.200583,none,COMPLETE
104,-34.77475430736301,2025-12-07 15:39:52.672636,2025-12-07 15:39:52.871929,0 days 00:00:00.199293,none,COMPLETE
105,-34.77475430736301,2025-12-07 15:39:52.872471,2025-12-07 15:39:53.088269,0 days 00:00:00.215798,none,COMPLETE
106,-34.77475430736301,2025-12-07 15:39:53.088269,2025-12-07 15:39:53.305476,0 days 00:00:00.217207,none,COMPLETE
107,-34.77475430736301,2025-12-07 15:39:53.305476,2025-12-07 15:39:53.505248,0 days 00:00:00.199772,none,COMPLETE
108,-34.77475430736301,2025-12-07 15:39:53.506929,2025-12-07 15:39:53.704824,0 days 00:00:00.197895,none,COMPLETE
109,-34.77475430736301,2025-12-07 15:39:53.706991,2025-12-07 15:39:53.904862,0 days 00:00:00.197871,none,COMPLETE
