number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feature_level,state
174,-0.0016559720935109083,2025-12-07 18:17:27.059619,2025-12-07 18:17:27.625212,0 days 00:00:00.565593,0.5666312439969443,0.05889629211442171,3,34,873,91,1.9023746607993839,1.5451183083466828,0.7955221836618825,simple2,COMPLETE
175,-0.0016558384127332755,2025-12-07 18:17:27.625212,2025-12-07 18:17:28.270714,0 days 00:00:00.645502,0.5793370696288782,0.024928234842045458,3,76,944,106,1.3523384269241083,0.8209320849059234,0.5103355071725406,simple2,COMPLETE
176,-0.002980166237353532,2025-12-07 18:17:28.270714,2025-12-07 18:17:28.851162,0 days 00:00:00.580448,0.5750600035404345,0.025184077752829572,4,55,653,106,1.0269724721804225,0.8116606379327801,0.5147752841531978,simple2,COMPLETE
177,-0.0020552077004320304,2025-12-07 18:17:28.852166,2025-12-07 18:17:30.217977,0 days 00:00:01.365811,0.5570453975040583,0.02785070184881243,12,75,3402,107,1.235968239249513,0.5797113834689047,0.5031422363541267,simple2,COMPLETE
178,-0.0016559720935109083,2025-12-07 18:17:30.217977,2025-12-07 18:17:30.809629,0 days 00:00:00.591652,0.5836474155043143,0.023707124572238284,3,80,983,103,2.8791601491008914,0.7585263686396335,0.5400986469902301,simple2,COMPLETE
179,-0.0016559720935109083,2025-12-07 18:17:30.809629,2025-12-07 18:17:31.343000,0 days 00:00:00.533371,0.5002519823642239,0.030662993398487954,5,37,723,104,4.050296524332468,0.9643150210023195,0.5180926907656522,simple2,COMPLETE
180,-0.0016559720935109083,2025-12-07 18:17:31.343000,2025-12-07 18:17:32.483377,0 days 00:00:01.140377,0.5306583752677951,0.02143808358603876,12,84,3044,125,2.698602521120554,6.579446797144643,0.5102631824095771,simple2,COMPLETE
181,-0.0016559720935109083,2025-12-07 18:17:32.483377,2025-12-07 18:17:33.059986,0 days 00:00:00.576609,0.6031456191049244,0.06372706925823268,3,88,903,110,1.483129967172363,1.38706844268363,0.5835480636679423,simple2,COMPLETE
182,-0.001657123209960328,2025-12-07 18:17:33.059986,2025-12-07 18:17:33.744224,0 days 00:00:00.684238,0.627700355753824,0.008141882184153338,3,15,1052,108,1.3361121730947398,0.2044061712100933,0.5270913129975302,simple2,COMPLETE
183,-0.0016559720935109083,2025-12-07 18:17:33.744224,2025-12-07 18:17:35.189590,0 days 00:00:01.445366,0.5944639398323558,0.012753299211822656,3,84,3941,107,1.3758270533702976,0.5069853073430236,0.6112539167101022,simple2,COMPLETE
184,-0.0016559720935109083,2025-12-07 18:17:35.190590,2025-12-07 18:17:36.568505,0 days 00:00:01.377915,0.6161089740412975,0.005773676465283641,3,77,3868,94,1.6237886393883096,1.7060809581140808,0.5015868557395101,simple2,COMPLETE
185,-0.0021369032256904528,2025-12-07 18:17:36.568505,2025-12-07 18:17:37.585128,0 days 00:00:01.016623,0.6675264545221137,0.026630998339208498,9,25,2514,101,1.2360234260114646,3.0900687533971545,0.5615618821518311,simple2,COMPLETE
186,-0.0016559720935109083,2025-12-07 18:17:37.585128,2025-12-07 18:17:38.133755,0 days 00:00:00.548627,0.6894641021434103,0.08536279511299937,8,86,805,81,1.7944012279846462,0.1721594627220732,0.6496840220706652,simple2,COMPLETE
187,-0.0016559720935109083,2025-12-07 18:17:38.133755,2025-12-07 18:17:38.775573,0 days 00:00:00.641818,0.6483495450768976,0.07424281016355243,11,10,1100,111,4.636942411990016,7.580017517543823,0.6239245929889805,simple2,COMPLETE
188,-0.0016559720935109083,2025-12-07 18:17:38.775573,2025-12-07 18:17:39.216543,0 days 00:00:00.440970,0.8589912529162324,0.05037372438424065,12,82,362,86,2.0941785724521655,5.597929148969753,0.6904125664090242,simple2,COMPLETE
189,-0.0016559720935109083,2025-12-07 18:17:39.216543,2025-12-07 18:17:40.016635,0 days 00:00:00.800092,0.8855114475215764,0.00936863706702607,4,45,1733,105,2.5059065408402064,2.241282867819081,0.5476107124416366,simple2,COMPLETE
190,-0.0016559720935109083,2025-12-07 18:17:40.016635,2025-12-07 18:17:40.628563,0 days 00:00:00.611928,0.5803194504469563,0.010564103928867905,3,61,961,99,2.2224244914290816,0.8785895625757307,0.6328231740698016,simple2,COMPLETE
191,-0.0016559720935109083,2025-12-07 18:17:40.630574,2025-12-07 18:17:41.382309,0 days 00:00:00.751735,0.5713549784129585,0.07907289134158656,6,91,1206,124,1.5356374801845447,4.4449176062121465,0.5953197609448415,simple2,COMPLETE
192,-0.0016559720935109083,2025-12-07 18:17:41.382309,2025-12-07 18:17:42.070914,0 days 00:00:00.688605,0.5637530041367577,0.0063426402487933254,6,95,1398,126,1.4712453799020244,5.784196575527829,0.5769836854237387,simple2,COMPLETE
193,-0.0016559720935109083,2025-12-07 18:17:42.070914,2025-12-07 18:17:42.822593,0 days 00:00:00.751679,0.607326776249338,0.07196456479403746,7,86,1524,127,1.8956942418039153,2.7137582859001084,0.6045712914125067,simple2,COMPLETE
194,-0.0016559720935109083,2025-12-07 18:17:42.824099,2025-12-07 18:17:43.495835,0 days 00:00:00.671736,0.5920150324994831,0.06646857173324845,6,93,1261,118,3.6610544848244664,5.204076476962637,0.6167884041668007,simple2,COMPLETE
195,-0.0016559720935109083,2025-12-07 18:17:43.495835,2025-12-07 18:17:44.250924,0 days 00:00:00.755089,0.5525086509312654,0.013869447133670547,7,72,1617,79,4.392203698537288,18.146144886897442,0.58480142149387,simple2,COMPLETE
196,-0.00165813860711365,2025-12-07 18:17:44.252470,2025-12-07 18:17:44.970488,0 days 00:00:00.718018,0.5385235298319303,0.09956257427366466,8,89,1366,89,1.3256137039114422,3.4509204007269356,0.9066506630628409,simple2,COMPLETE
197,-0.0016559720935109083,2025-12-07 18:17:44.970488,2025-12-07 18:17:45.676917,0 days 00:00:00.706429,0.5783516610515859,0.061267611291378296,10,43,1141,74,1.7085841299137696,1.1294125713417267,0.6687947709550982,simple2,COMPLETE
198,-0.0016559720935109083,2025-12-07 18:17:45.676917,2025-12-07 18:17:46.709168,0 days 00:00:01.032251,0.7561118277593328,0.09072920169263794,12,51,2654,91,4.517782239083113,0.26789072756781696,0.8381156245337965,simple2,COMPLETE
199,-0.0016559720935109083,2025-12-07 18:17:46.710194,2025-12-07 18:17:47.278413,0 days 00:00:00.568219,0.7708806734867877,0.040176288671266484,12,13,892,123,3.4388625477166115,6.708519124035079,0.5698577153415726,simple2,COMPLETE
200,-0.0016559720935109083,2025-12-07 18:17:47.278413,2025-12-07 18:17:48.125459,0 days 00:00:00.847046,0.7000912662284722,0.024946565050343594,3,32,1839,87,1.5644888108075423,4.441535379622698,0.5253351752422268,simple2,COMPLETE
201,-0.0016559720935109083,2025-12-07 18:17:48.125459,2025-12-07 18:17:48.610282,0 days 00:00:00.484823,0.6401472689013485,0.05165568306339171,10,81,584,116,2.372466366233134,1.4792642656615769,0.5157668371077792,simple2,COMPLETE
202,-0.0025130051310997916,2025-12-07 18:17:48.610282,2025-12-07 18:17:49.114907,0 days 00:00:00.504625,0.6615936044750743,0.04742654360449155,8,84,476,114,1.175318912168199,0.3230471164907163,0.5378470578255239,simple2,COMPLETE
203,-0.0016559720935109083,2025-12-07 18:17:49.114907,2025-12-07 18:17:49.659495,0 days 00:00:00.544588,0.6775782339136794,0.04438068523151983,9,66,718,112,2.455272327695103,1.326617002457279,0.5315798082099301,simple2,COMPLETE
204,-0.0016559720935109083,2025-12-07 18:17:49.660005,2025-12-07 18:17:50.129309,0 days 00:00:00.469304,0.6561000555489287,0.005526888874363464,10,79,439,113,4.876723554434708,1.6322285609543106,0.5961384132194024,simple2,COMPLETE
205,-0.0016559720935109083,2025-12-07 18:17:50.129309,2025-12-07 18:17:50.632800,0 days 00:00:00.503491,0.5866802516911304,0.006548432877775436,8,64,626,77,2.587193819807108,3.9770123922173446,0.9685963087633231,simple2,COMPLETE
206,-0.0016559720935109083,2025-12-07 18:17:50.632800,2025-12-07 18:17:51.036681,0 days 00:00:00.403881,0.5989623641997781,0.05393857801411529,9,70,253,114,2.2980907715843566,1.1300139614166933,0.5518101280516656,simple2,COMPLETE
207,-0.18961202064415258,2025-12-07 18:17:51.036681,2025-12-07 18:17:54.364396,0 days 00:00:03.327715,0.622898225173939,0.022865693746274493,9,57,1023,110,0.04230904914080735,1.2276058896754225,0.5199440736357342,simple2,COMPLETE
208,-0.0016559720935109083,2025-12-07 18:17:54.364396,2025-12-07 18:17:54.850606,0 days 00:00:00.486210,0.8110700942473501,0.03393546265440726,5,28,527,104,4.689496960626255,0.6766576912726124,0.8807496346724327,simple2,COMPLETE
209,-0.0016559720935109083,2025-12-07 18:17:54.850606,2025-12-07 18:17:56.201129,0 days 00:00:01.350523,0.5692868054138018,0.07571276960445857,7,59,3619,85,2.0125851003529327,14.909906468297496,0.508241801903424,simple2,COMPLETE
