number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
107,-25786.371167328693,2025-12-07 16:43:25.507490,2025-12-07 16:43:26.991427,0 days 00:00:01.483937,468.8148460794757,advanced,COMPLETE
108,-68744.99632461232,2025-12-07 16:43:26.994369,2025-12-07 16:43:28.474730,0 days 00:00:01.480361,144.12365061732797,advanced,COMPLETE
109,-17143.636546639344,2025-12-07 16:43:28.476117,2025-12-07 16:43:29.964994,0 days 00:00:01.488877,708.7178611002554,advanced,COMPLETE
110,-263827.816244346,2025-12-07 16:43:29.964994,2025-12-07 16:43:31.417448,0 days 00:00:01.452454,10.018122214206088,advanced,COMPLETE
111,-15642.019292036879,2025-12-07 16:43:31.417448,2025-12-07 16:43:32.766226,0 days 00:00:01.348778,772.8590675357561,advanced,COMPLETE
112,-12530.00187482075,2025-12-07 16:43:32.766736,2025-12-07 16:43:34.225365,0 days 00:00:01.458629,945.7445081711498,advanced,COMPLETE
113,-23300.636641348112,2025-12-07 16:43:34.225365,2025-12-07 16:43:35.743867,0 days 00:00:01.518502,521.8201980443871,advanced,COMPLETE
114,-36476.452878830445,2025-12-07 16:43:35.744873,2025-12-07 16:43:37.307524,0 days 00:00:01.562651,317.32680405136364,advanced,COMPLETE
115,-12309.057075316014,2025-12-07 16:43:37.307524,2025-12-07 16:43:38.869543,0 days 00:00:01.562019,960.7675751282626,advanced,COMPLETE
116,-4121806.648076054,2025-12-07 16:43:38.869543,2025-12-07 16:43:40.365132,0 days 00:00:01.495589,0.00013228445869535238,advanced,COMPLETE
117,-47462.853835899754,2025-12-07 16:43:40.366236,2025-12-07 16:43:41.847574,0 days 00:00:01.481338,230.70310422149043,advanced,COMPLETE
118,-22998.219445158975,2025-12-07 16:43:41.847574,2025-12-07 16:43:43.315650,0 days 00:00:01.468076,528.9545258191813,advanced,COMPLETE
119,-30382.30502284069,2025-12-07 16:43:43.316156,2025-12-07 16:43:44.848688,0 days 00:00:01.532532,391.58618839148903,advanced,COMPLETE
120,-11785.449542831693,2025-12-07 16:43:44.848688,2025-12-07 16:43:46.365719,0 days 00:00:01.517031,998.2443569153445,advanced,COMPLETE
121,-12178.122082253774,2025-12-07 16:43:46.366227,2025-12-07 16:43:47.893859,0 days 00:00:01.527632,969.8855777406006,advanced,COMPLETE
122,-18806.384435421172,2025-12-07 16:43:47.895626,2025-12-07 16:43:49.369756,0 days 00:00:01.474130,647.9577819629725,advanced,COMPLETE
123,-18393.09621606761,2025-12-07 16:43:49.371195,2025-12-07 16:43:50.855514,0 days 00:00:01.484319,662.1853194494983,advanced,COMPLETE
