number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
85,-1.2246193783618462,2025-12-07 17:17:15.211812,2025-12-07 17:17:18.209104,0 days 00:00:02.997292,0.00010071338224287751,extensive,COMPLETE
86,-0.03154004131913631,2025-12-07 17:17:18.211112,2025-12-07 17:17:19.953278,0 days 00:00:01.742166,0.0003372082492526267,extensive,COMPLETE
87,-0.0016559721242364045,2025-12-07 17:17:19.954283,2025-12-07 17:17:21.561084,0 days 00:00:01.606801,0.0321577072390126,extensive,COMPLETE
88,-0.0016559721242364045,2025-12-07 17:17:21.561084,2025-12-07 17:17:23.192082,0 days 00:00:01.630998,0.00234277247313059,extensive,COMPLETE
89,-0.0016559721242364045,2025-12-07 17:17:23.194090,2025-12-07 17:17:24.823368,0 days 00:00:01.629278,0.003290245711578515,extensive,COMPLETE
90,-0.21302263706135607,2025-12-07 17:17:24.823368,2025-12-07 17:17:28.101239,0 days 00:00:03.277871,0.0001739098035548557,extensive,COMPLETE
91,-2.5354859405061585e-05,2025-12-07 17:17:28.103241,2025-12-07 17:17:29.748935,0 days 00:00:01.645694,0.0006227201949169356,extensive,COMPLETE
92,-0.0006562663351486661,2025-12-07 17:17:29.750125,2025-12-07 17:17:31.427330,0 days 00:00:01.677205,0.0007694359287254657,extensive,COMPLETE
93,-0.01316963087837623,2025-12-07 17:17:31.429786,2025-12-07 17:17:33.152730,0 days 00:00:01.722944,0.0004104068106132086,extensive,COMPLETE
94,-0.0015201475458391418,2025-12-07 17:17:33.154850,2025-12-07 17:17:34.779907,0 days 00:00:01.625057,0.0010264536049570624,extensive,COMPLETE
95,-2.47719044704775e-05,2025-12-07 17:17:34.782129,2025-12-07 17:17:36.354386,0 days 00:00:01.572257,0.0006636284390785983,extensive,COMPLETE
96,-0.05288623645335725,2025-12-07 17:17:36.354386,2025-12-07 17:17:38.168614,0 days 00:00:01.814228,0.00027064404064677686,extensive,COMPLETE
97,-0.0016559721242364045,2025-12-07 17:17:38.170620,2025-12-07 17:17:39.805542,0 days 00:00:01.634922,0.001623393623030379,extensive,COMPLETE
98,-0.00024589270772856775,2025-12-07 17:17:39.807550,2025-12-07 17:17:41.465163,0 days 00:00:01.657613,0.0006977606992001516,extensive,COMPLETE
99,-0.0016559721242364045,2025-12-07 17:17:41.466232,2025-12-07 17:17:43.079941,0 days 00:00:01.613709,0.001196186456784446,extensive,COMPLETE
100,-0.0011236594559435413,2025-12-07 17:17:43.079941,2025-12-07 17:17:44.743439,0 days 00:00:01.663498,0.0008762258991627686,extensive,COMPLETE
101,-0.0006629092279529422,2025-12-07 17:17:44.744885,2025-12-07 17:17:46.405825,0 days 00:00:01.660940,0.0005594315530126609,extensive,COMPLETE
102,-0.009278732128563116,2025-12-07 17:17:46.407833,2025-12-07 17:17:48.174323,0 days 00:00:01.766490,0.0004308641683955416,extensive,COMPLETE
103,5.327098867946578e-05,2025-12-07 17:17:48.176353,2025-12-07 17:17:49.820919,0 days 00:00:01.644566,0.0006429590394857627,extensive,COMPLETE
