,feature,coverage,folds_used,frac_folds_r2_pos,r2_train_mean,r2_train_medium,r2_train_std,r2_test_mean,r2_test_medium,r2_te_std,mse_train_mean,mse_train_median,mse_train_std,mse_test_mean,mse_test_median,mse_test_std,mse_improve_vs_baseline_mean,pearson_test_mean,spearman_test_mean
230,M13_is_missing_max63,1.0,5,0.0,0.00010743760757816467,0.00010862900294605904,1.4298400715998392e-05,-0.016025113414899074,-0.015378655305632316,0.017762223491656428,0.0001121547483372259,0.00011229338859930263,3.717805019223429e-07,9.967590551939586e-05,9.281820080646955e-05,7.425509668224905e-05,-4.231358784110271e-09,2.8332606127288945e-18,
231,M14_is_missing_max63,1.0,5,0.0,0.00010743760757816467,0.00010862900294605904,1.4298400715998392e-05,-0.016025113414899074,-0.015378655305632316,0.017762223491656428,0.0001121547483372259,0.00011229338859930263,3.717805019223429e-07,9.967590551939586e-05,9.281820080646955e-05,7.425509668224905e-05,-4.231358784110271e-09,2.8332606127288945e-18,
232,M14_min63,1.0,5,0.0,0.00010743655816574105,0.00010862809465905787,1.4298213403452034e-05,-0.016025119326757632,-0.01537862432429593,0.017762200339249308,0.00011215474845490592,0.00011229338870130833,3.717804912079911e-07,9.967590470654408e-05,9.281819856837881e-05,7.425509560277139e-05,-4.23054593232515e-09,-0.054975526012482415,-0.06825835163773045
233,M13_min63,1.0,5,0.0,0.00010743345864578923,0.00010862483314455496,1.4296687186424113e-05,-0.016025153092138256,-0.015378925048757042,0.01776195449229443,0.00011215474880253194,0.00011229338906759463,3.717804774709382e-07,9.967589875642621e-05,9.281818974150215e-05,7.425509145604768e-05,-4.224595814451425e-09,-0.05624144499971906,-0.09552596645819009
234,S3_is_missing_mean252,1.0,5,0.0,9.45947815440329e-05,9.566940005734104e-05,1.4399343407726155e-05,-0.01603914439030394,-0.015352362471988679,0.017820889040743543,0.00011215618888875559,0.00011229484403512844,3.7179015978858806e-07,9.96784627727162e-05,9.281951408365528e-05,7.425614059090977e-05,-6.788612104444527e-09,-5.776744401374427e-18,
235,S3_mean252,1.0,5,0.0,9.459289516662306e-05,9.566747675404663e-05,1.4399941978286979e-05,-0.01603921576825993,-0.01535267179877331,0.017820958720314504,0.00011215618910043403,0.00011229484425112615,3.7179019456242473e-07,9.96784701867343e-05,9.281951942617465e-05,7.425614447607123e-05,-6.796026122536474e-09,-0.01107233796263305,0.007651689708141321
236,M1_min63,1.0,5,0.0,9.99829235683647e-05,0.00010105769659285446,1.3759847807832791e-05,-0.016061795160709734,-0.015569276973160129,0.017688909333305903,0.00011215558450430323,0.00011229423889931639,3.7178260395999594e-07,9.967560973738033e-05,9.281570610914035e-05,7.425396527353139e-05,-3.935576768593168e-09,0.032097349448800286,0.04239600572777412
237,M1_is_missing_max63,1.0,5,0.0,9.996732345696202e-05,0.00010104153978718333,1.3759894693479412e-05,-0.01606190376130474,-0.015569871580682015,0.01768890355923095,0.00011215558625425124,0.00011229424071381596,3.717826600354988e-07,9.967561795245345e-05,9.281571304486135e-05,7.425396960228908e-05,-3.9437918416892364e-09,-7.31180331179835e-18,
238,V9_mean252,1.0,5,0.0,0.0001325392283471949,0.00013381010771340573,1.2945889550697336e-05,-0.01608183592117065,-0.015879644998637366,0.017473445186011814,0.00011215193274247072,0.00011229056062051911,3.717605507755867e-07,9.96699040275516e-05,9.280998618213061e-05,7.425022972526438e-05,1.7701330601608764e-09,0.02578262173894898,-0.009149385560675896
239,V9_is_missing_mean252,1.0,5,0.0,0.0001325031168849522,0.00013377368790024047,1.2946156405917287e-05,-0.016081920861673683,-0.015879955835763182,0.017473511255912035,0.00011215193679306916,0.00011229056471066766,3.7176059871401843e-07,9.966991265292304e-05,9.28099916636469e-05,7.425023466614614e-05,1.7615076887137946e-09,-8.221847248993444e-18,
240,S3_is_missing_max126,1.0,5,0.0,8.736865711456154e-05,8.830490900768595e-05,1.3623218414671498e-05,-0.016088599555229833,-0.015628187091985213,0.0177054766589973,0.00011215699941687276,0.00011229567110862789,3.7179123049109846e-07,9.967756537702054e-05,9.281570662378327e-05,7.42543502689041e-05,-5.891216408796104e-09,1.2755920660328093e-18,
241,S3_min126,1.0,5,0.0,8.736953343375653e-05,8.830445675067633e-05,1.362227605640273e-05,-0.016088628980362694,-0.01562893979151858,0.017705245588178185,0.00011215699931876392,0.00011229567115941888,3.7179129931165383e-07,9.967756431889562e-05,9.281571304669712e-05,7.425435430098629e-05,-5.890158283862403e-09,0.0982718278959823,0.13237475912236116
242,V9_min126,1.0,5,0.0,0.00011828504222084479,0.00011936877588236694,1.2022522116340743e-05,-0.01614643548516632,-0.016212221243242064,0.01735273320642288,0.00011215353158311296,0.00011229218246278542,3.717631943983588e-07,9.966943237676145e-05,9.280603220626396e-05,7.42482159096184e-05,2.2417838502927194e-09,-0.0022880594116833344,-0.02836456428832158
243,V9_is_missing_max126,1.0,5,0.0,0.00011827078638144694,0.00011935406574425933,1.2022607724940132e-05,-0.016146450283022196,-0.01621240060297291,0.017352763459050687,0.00011215353318220333,0.00011229218411481613,3.7176322174979677e-07,9.966943474022537e-05,9.280603556874178e-05,7.424821734180235e-05,2.2394203863745997e-09,-2.2354466574615445e-17,
244,S3_min252,1.0,5,0.0,7.450325876503516e-05,7.52439187529097e-05,1.2908719552371531e-05,-0.016149700991927852,-0.015898639099888312,0.017625377082670108,0.00011215844249299356,0.0001122971379308215,3.7179772148715535e-07,9.967832936491082e-05,9.281267125028359e-05,7.42531720406247e-05,-6.65520429907158e-09,0.06942868799701292,0.10659692594660689
245,S3_is_missing_max252,1.0,5,0.0,7.44989504589899e-05,7.524043263051894e-05,1.2908533280975117e-05,-0.01614970492957868,-0.015898234117286636,0.017625400414841258,0.00011215844297606964,0.00011229713832233252,3.717976579266189e-07,9.967832757648605e-05,9.281266557434175e-05,7.425316693432052e-05,-6.653415874319321e-09,-2.1354609415562944e-17,
246,V10_lag21,1.0,5,0.0,7.126595467759067e-05,7.19656542386149e-05,1.2896457858064623e-05,-0.016158311734780197,-0.01590953785289373,0.01763701877159024,0.00011215880561590464,0.0001122975060982462,3.7180075135490835e-07,9.967915355516039e-05,9.281282541731659e-05,7.425340180099143e-05,-7.47939454862317e-09,0.07445849397683568,0.08903609831029187
247,V10_is_missing_lag21,1.0,5,0.0,7.119315617734045e-05,7.189267001950217e-05,1.2890988213381824e-05,-0.016158925205869545,-0.01591216375364679,0.017636311332032754,0.00011215881378152488,0.00011229751429478185,3.718007927632139e-07,9.967916316904375e-05,9.281278990241266e-05,7.425339199325549e-05,-7.489008431988786e-09,1.4321389430520142e-17,
248,D7_lag10,1.0,5,0.4,0.0006992225173346522,0.0006880858102256138,2.0370562354202792e-05,-0.01617714067116043,-0.01216120622093575,0.019216212757204462,0.00011208836875234545,0.00011222860214181061,3.711980360528275e-07,9.954972777166436e-05,9.274044764214248e-05,7.395999443522815e-05,1.2194638894739696e-07,0.034169262881671124,0.04092900626858624
249,E7_max126,1.0,5,0.0,5.086419840181211e-05,5.127272497884583e-05,1.4179593339027119e-05,-0.016205478695986607,-0.0156040524898311,0.01802151145841173,0.00011216109410402066,0.00011229983002983919,3.718423055370522e-07,9.969360174292062e-05,9.282219196516876e-05,7.426016645180092e-05,-2.192758230886181e-08,-0.0182348278694543,-0.04585034127119449
250,E7_max252,1.0,5,0.0,5.085877879329459e-05,5.1267064822946296e-05,1.417797437434099e-05,-0.016205550960028292,-0.015604612587051925,0.01802121580409167,0.00011216109471190805,0.00011229983066550633,3.7184230183684844e-07,9.969359685646434e-05,9.282218350269636e-05,7.426016212686591e-05,-2.1922695852596692e-08,0.07788995726795321,0.1087737325136546
251,E7_is_missing,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
252,E7_is_missing_min5,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
253,E7_is_missing_min21,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
254,E7_is_missing_min63,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
255,E7_is_missing_min126,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
256,E7_is_missing_min252,1.0,5,0.0,5.0851852568833956e-05,5.126014160261594e-05,1.4179721294960877e-05,-0.016205579923496406,-0.01560419936816615,0.018021654193980878,0.00011216109548887242,0.00011229983144302266,3.718423324803178e-07,9.9693611394141e-05,9.282219411481076e-05,7.426016884635969e-05,-2.1937233529252716e-08,-8.441293144821284e-18,
257,E7_max63,1.0,5,0.0,5.084984037833085e-05,5.12581290530445e-05,1.4177998553971392e-05,-0.01620563119571261,-0.015604706442150729,0.018021305430860456,0.00011216109571452823,0.00011229983166904322,3.7184231526986206e-07,9.96936036316243e-05,9.282218318243934e-05,7.426016355763567e-05,-2.1929471012536874e-08,-0.05719223385811465,-0.04303086666490098
258,E7_max21,1.0,5,0.0,5.0826208554033415e-05,5.1233741393708065e-05,1.4175061466045836e-05,-0.01620583690649391,-0.015605732823654739,0.018020936605980937,0.00011216109836522602,0.00011229983440791364,3.7184231922812283e-07,9.969360220171845e-05,9.282216794827942e-05,7.426015553174674e-05,-2.192804110669579e-08,0.062320673637659404,0.047682250664872514
259,E7,1.0,5,0.0,5.079813624968566e-05,5.120442514949808e-05,1.4170950087671708e-05,-0.01620606196458616,-0.015607072424608015,0.018020344526706134,0.0001121611015140256,0.00011229983770029169,3.718423344705296e-07,9.969359679223738e-05,9.28221507310755e-05,7.426014688195938e-05,-2.1922631625621445e-08,0.045069167101720174,0.0418010752688172
260,E7_max5,1.0,5,0.0,5.079758060499984e-05,5.120409568004636e-05,1.417090922757975e-05,-0.016206099235809467,-0.015607176540193501,0.01802033296715774,0.00011216110157634534,0.00011229983773729295,3.718423327398683e-07,9.969359827123046e-05,9.28221487480382e-05,7.426014666785986e-05,-2.1924110618699626e-08,0.044895665206151215,0.04089319054287262
261,E7_is_missing_lag1,1.0,5,0.0,5.0594930849312544e-05,5.09964940148544e-05,1.4145824273612384e-05,-0.016208152359764316,-0.015616945092848278,0.018016886265275978,0.00011216112430716496,0.00011229986105212008,3.7184248620006335e-07,9.969360569888365e-05,9.282201986782982e-05,7.426010089935216e-05,-2.19315382718997e-08,1.3770644866735784e-17,
262,E7_lag1,1.0,5,0.0,5.053754292116963e-05,5.0937120978589157e-05,1.413658209234835e-05,-0.016208681548310944,-0.015620025154193362,0.018015515147271812,0.00011216113074415405,0.00011229986772004385,3.7184249054458576e-07,9.969359143862213e-05,9.28219722332535e-05,7.426007790737189e-05,-2.1917278010366614e-08,0.061933914994149984,0.04348118279569892
263,E7_is_missing_lag5,1.0,5,0.0,4.941879277120531e-05,4.9789465301652847e-05,1.398641328047565e-05,-0.01622014237987206,-0.01567681218726147,0.017994283402615406,0.00011216125623165712,0.00011229999660818975,3.7184315312188383e-07,9.969356575800019e-05,9.28211987059088e-05,7.425977658079386e-05,-2.1891597388437774e-08,-6.820971535630075e-19,
264,E7_lag5,1.0,5,0.0,4.936092721246066e-05,4.972985955764564e-05,1.3977242396515793e-05,-0.016220713835627266,-0.015679993645187462,0.01799291426548391,0.00011216126272226002,0.0001123000033022479,3.7184317264179733e-07,9.969355471955098e-05,9.282114982618278e-05,7.425975644961492e-05,-2.1880558939234416e-08,0.06542138967913548,0.05207373271889402
265,E7_is_missing_lag2,1.0,5,0.0,4.898249697498081e-05,4.9341318108298005e-05,1.3904475451107715e-05,-0.016225134581526524,-0.01570603345037047,0.0179810968018094,0.00011216130516921454,0.00011230004693762392,3.7184313952346147e-07,9.969343256637112e-05,9.282075443808341e-05,7.425957770756375e-05,-2.175840575937535e-08,1.435195822512325e-17,
266,V10_min21,1.0,5,0.0,6.239362033355622e-05,6.293242286559142e-05,1.1993161412624528e-05,-0.016225241396811363,-0.01624920858716261,0.0175130334725081,0.00011215980079519541,0.00011229852058060927,3.7180281624755976e-07,9.967876005355822e-05,9.280861275140808e-05,7.42514058200769e-05,-7.0858929464802575e-09,0.044526594013765596,0.05368285721373528
267,V10_is_missing_max21,1.0,5,0.0,6.234795021888839e-05,6.28863285596637e-05,1.198953796319769e-05,-0.016225638570989485,-0.016250933939860213,0.017512539197616583,0.00011215980591794267,0.0001122985257572574,3.718028603621546e-07,9.967876764161343e-05,9.280859692055336e-05,7.425140322093699e-05,-7.093481001676648e-09,1.0063560643465616e-17,
268,E7_lag2,1.0,5,0.0,4.8923186701022026e-05,4.92800874689614e-05,1.3894910117650581e-05,-0.01622571237859911,-0.015709294017633102,0.017979680182844883,0.00011216131182183165,0.00011230005381416689,3.718431462390135e-07,9.969341954532975e-05,9.282070499115861e-05,7.425955457229685e-05,-2.174538471800267e-08,0.04092341468705254,0.012346390168970817
269,E7_is_missing_mean5,1.0,5,0.0,4.879813084830431e-05,4.91521268642936e-05,1.3880051058061426e-05,-0.01622703178295364,-0.015715307126153544,0.01797770478303314,0.00011216132584912727,0.00011230006818485787,3.718432525864307e-07,9.969343136831082e-05,9.282062999501344e-05,7.425952908278128e-05,-2.1757207699076108e-08,-2.864013418492017e-17,
270,E7_mean5,1.0,5,0.0,4.873845706212521e-05,4.90904784852253e-05,1.3870384362381354e-05,-0.016227611694633694,-0.015718595062310214,0.01797627281646099,0.00011216133254251777,0.00011230007510831534,3.7184325916240834e-07,9.969341799396477e-05,9.282058045584979e-05,7.425950565325372e-05,-2.1743833352999683e-08,0.05238026160966851,0.03888248847926268
271,E7_is_missing_max5,1.0,5,0.0,4.657943328085778e-05,4.68747663254776e-05,1.3540727063476503e-05,-0.01625125198934523,-0.01584150455759792,0.017927647539311115,0.00011216157471390033,0.00011230032394517282,3.718441046898982e-07,9.969320139326812e-05,9.281886379566076e-05,7.425878942391821e-05,-2.1527232656364037e-08,2.2397657002590917e-18,
272,E7_is_missing_mean21,1.0,5,0.0,4.6472757826476754e-05,4.676572911754828e-05,1.3569820191043216e-05,-0.016251467517585237,-0.01583381046502308,0.01793493703686468,0.00011216158668078495,0.0001123003361906606,3.7184470230003266e-07,9.969343792771165e-05,9.281905692249042e-05,7.425891378797239e-05,-2.1763767099897276e-08,-1.1656925414804305e-17,
273,E7_min5,1.0,5,0.0,4.65174893055309e-05,4.68106419037051e-05,1.3530566744566866e-05,-0.01625185881723521,-0.015844936299795664,0.01792616425588365,0.00011216158166191975,0.00011230033114670373,3.7184410780625815e-07,9.969318734581881e-05,9.281881357200544e-05,7.425876431751362e-05,-2.1513185207054575e-08,0.04518012249614245,0.011413656640544912
274,E7_mean21,1.0,5,0.0,4.6418604262510324e-05,4.671009461865161e-05,1.3561195823544494e-05,-0.01625204998228713,-0.015836922163928513,0.017933666101886098,0.0001121615927550277,0.00011230034243872572,3.7184472179881697e-07,9.969342995782063e-05,9.281901032831243e-05,7.425889497888005e-05,-2.1755797208871384e-08,0.1011838784185112,0.07518241167434717
275,E7_is_missing_max21,1.0,5,0.0,4.565624970667148e-05,4.592779940260083e-05,1.3471804026327667e-05,-0.016260031262664666,-0.015872508344369596,0.017922471456309163,0.00011216167826699904,0.00011230043029485014,3.7184537099380345e-07,9.969351541874735e-05,9.281857563009175e-05,7.425873900873571e-05,-2.1841258135608684e-08,1.8830500924192707e-17,
276,E7_min21,1.0,5,0.0,4.556207969772519e-05,4.583077927722279e-05,1.345715884133425e-05,-0.01626102598070176,-0.0158777944878139,0.017920338098150634,0.00011216168882980839,0.0001123004411907524,3.7184542097085513e-07,9.969350396880142e-05,9.281850063200076e-05,7.425870926322432e-05,-2.182980818966532e-08,0.0541908592498519,0.03542686328021533
277,E7_is_missing_lag21,1.0,5,0.0,4.4421886140311174e-05,4.466067747022073e-05,1.327876590784313e-05,-0.016274133868330855,-0.015945048260803008,0.01789427545980787,0.00011216181672192585,0.00011230057259972414,3.7184584503753605e-07,9.96934027480811e-05,9.281757907496581e-05,7.425831857658463e-05,-2.17285874693331e-08,-5.452523137638342e-18,
278,E7_lag21,1.0,5,0.0,4.438511651996269e-05,4.462292109708166e-05,1.3272895089416489e-05,-0.016274552362105822,-0.015947249413673648,0.017893416953073067,0.00011216182084627965,0.00011230057683997583,3.718458643076066e-07,9.969339863537321e-05,9.281754708470501e-05,7.425830629818349e-05,-2.172447476147545e-08,0.05852755964130031,0.050739247311827954
279,E7_is_missing_lag10,1.0,5,0.0,4.435488796878939e-05,4.459171078841084e-05,1.3215954745670298e-05,-0.016276001835556463,-0.015964928136969814,0.01788158595009353,0.00011216182423521479,0.0001123005803450679,3.7184520352179204e-07,9.969310940416891e-05,9.281720810433416e-05,7.425810934398231e-05,-2.1435243557151215e-08,1.3468218911069546e-18,
280,E7_lag10,1.0,5,0.0,4.4286334248688775e-05,4.452146960765013e-05,1.3205020213941264e-05,-0.016276787492916788,-0.01596901052882549,0.01787999379525814,0.00011216183192469047,0.00011230058823354502,3.7184523234701743e-07,9.969310177538267e-05,9.28171473754931e-05,7.425808587272933e-05,-2.1427614770925433e-08,0.056946146991738875,0.031182795698924737
281,V10_mean63,1.0,5,0.0,5.310895659944581e-05,5.3482778494484684e-05,1.1058512340307335e-05,-0.01629989968565688,-0.016611606312765703,0.01739098077764695,0.00011216084222479092,0.00011229958182847906,3.718052877152947e-07,9.967872002409177e-05,9.280440821593846e-05,7.424938589454498e-05,-7.045863480009131e-09,0.01298827431324982,0.02204301075268817
282,V10_is_missing_mean63,1.0,5,0.0,5.3067981844079346e-05,5.344135047558041e-05,1.1055298109446449e-05,-0.0163003211772919,-0.016613387530279633,0.017390536104460105,0.00011216084682091688,0.0001122995864810771,3.7180534625959066e-07,9.967873165738839e-05,9.280439885939183e-05,7.424938626398162e-05,-7.05749677663278e-09,1.6756288200778625e-17,
283,V10_mean21,1.0,5,0.0,5.3489831136510624e-05,5.386788762373751e-05,1.1015870563532863e-05,-0.016300458917091552,-0.016625147365397774,0.01738130668135107,0.00011216079950125946,0.00011229953857857176,3.718043536514603e-07,9.96784279617754e-05,9.280416540079109e-05,7.424919835176901e-05,-6.753801163654157e-09,0.07252835185564135,0.037893625192012295
284,V10_is_missing_mean21,1.0,5,0.0,5.3441515238161766e-05,5.381936912829399e-05,1.101214757306716e-05,-0.016300957631040135,-0.01662711405919315,0.017380753440232637,0.00011216080492086433,0.00011229954402746994,3.7180443222929676e-07,9.967844350042305e-05,9.280415551850763e-05,7.42492038490316e-05,-6.769339811305453e-09,-6.409710096274675e-18,
285,E7_is_missing_mean63,1.0,5,0.0,4.190742273371129e-05,4.2079335679900964e-05,1.2963645446480023e-05,-0.016302138219583685,-0.01607074561695332,0.017854466443716643,0.00011216209876470215,0.00011230086249883236,3.7184791676777093e-07,9.969367010403728e-05,9.281604098769067e-05,7.425775252309882e-05,-2.1995943425535634e-08,-6.718308399328547e-18,
286,E7_mean63,1.0,5,0.0,4.187598870952769e-05,4.2047175076054266e-05,1.2958547061868482e-05,-0.016302541903939493,-0.016072776224864027,0.017853706226757297,0.00011216210229059319,0.00011230086611064789,3.7184793978915256e-07,9.969366899501156e-05,9.281601448441161e-05,7.42577432493112e-05,-2.1994834399802244e-08,0.0014882795672783624,-0.009091781874039945
287,V10_lag30,1.0,5,0.0,5.214031860505397e-05,5.2496053862371994e-05,1.0915231871304492e-05,-0.016310265621955543,-0.016666680270299272,0.017370354890456713,0.00011216095087254593,0.0001122996926431693,3.7180510474937176e-07,9.967858413785857e-05,9.280375195327531e-05,7.424902843333338e-05,-6.909977246829775e-09,-0.06522918325455479,-0.08622311827956988
288,V10_is_missing_lag30,1.0,5,0.0,5.210534795967448e-05,5.246062059260925e-05,1.0912468593987362e-05,-0.016310557551481607,-0.016667958962290674,0.017369995333794942,0.0001121609547952119,0.0001122996966225235,3.7180516194984233e-07,9.967859083906401e-05,9.280373977735847e-05,7.424903014593863e-05,-6.916678452266413e-09,-9.1848377753646e-18,
289,V10_mean126,1.0,5,0.0,5.065251532720971e-05,5.098529089531123e-05,1.0906775598262429e-05,-0.016316413537009123,-0.016676096907492832,0.01737711519329241,0.00011216111775834245,0.00011229986231029303,3.718070330760846e-07,9.967912927136295e-05,9.280380524092117e-05,7.424917992334826e-05,-7.455110751211007e-09,0.04029849772015702,-0.02687211981566821
290,V10_is_missing_mean126,1.0,5,0.0,5.062739511556558e-05,5.0959620826129814e-05,1.0905039994905428e-05,-0.016316651698776587,-0.016677153925144905,0.017376902387197513,0.0001121611205760845,0.00011229986519318523,3.7180707489016404e-07,9.967913660533243e-05,9.280380145400475e-05,7.424917970694185e-05,-7.462444720676535e-09,8.22081712030948e-18,
291,V10_lag2,1.0,5,0.0,5.1722597318293315e-05,5.206832704907072e-05,1.0784798726425672e-05,-0.016317715922476373,-0.016714305894961035,0.017349365191112485,0.00011216099772472994,0.00011229974067928068,3.7180434438645583e-07,9.967827071436668e-05,9.280309484224732e-05,7.424864376292941e-05,-6.5965537549429305e-09,0.16712764778571315,0.1619815668202765
292,V10_is_missing_lag2,1.0,5,0.0,5.168787241003336e-05,5.2033813514151817e-05,1.0782544360609852e-05,-0.01631821399442197,-0.016715829314022823,0.01734891157084274,0.00011216100161978647,0.00011229974455534353,3.7180438454822985e-07,9.967829423681042e-05,9.280311368851199e-05,7.424865325456043e-05,-6.6200761986634145e-09,3.935023885337483e-18,
293,D3_lag10,1.0,5,0.2,0.00019280598161259822,0.00019242250346152012,6.987205335472341e-06,-0.016321249407684556,-0.02019498421539412,0.015726976048625173,0.00011214517458603976,0.00011228397812093626,3.7240228822628137e-07,9.96380697214047e-05,9.263216341964644e-05,7.431832378693838e-05,3.3604439207052306e-08,0.029849705079915124,0.013936299010409003
294,V10_lag1,1.0,5,0.0,5.059795687527569e-05,5.092422613317549e-05,1.0655906212632059e-05,-0.0163282017973565,-0.016765334960986422,0.017332245306470814,0.0001121611238715558,0.00011229986916820706,3.7180451908400964e-07,9.96782576669307e-05,9.280253948106224e-05,7.424835952144778e-05,-6.583506318946189e-09,0.07290433124724023,0.10835253456221199
295,V10_is_missing_lag1,1.0,5,0.0,5.0582485280692425e-05,5.0908872793353765e-05,1.0655260422827387e-05,-0.016328398543160594,-0.016765836301395387,0.017332124303272092,0.00011216112560697493,0.00011229987089247291,3.718045320928151e-07,9.967826863342105e-05,9.280254878883268e-05,7.424836358188106e-05,-6.594472809300349e-09,1.5921592094210195e-17,
296,V10_mean5,1.0,5,0.0,5.050141789006979e-05,5.082590539440268e-05,1.0649965806876298e-05,-0.01632877095858363,-0.0167676442927569,0.01733179302841692,0.00011216113470006589,0.00011229988021017545,3.7180456772162244e-07,9.967826778705584e-05,9.280250786124427e-05,7.424834582802522e-05,-6.593626444082042e-09,0.13569611577583413,0.1683083717357911
297,V10_max252,1.0,5,0.0,5.051528476123224e-05,5.0840213648539745e-05,1.0641986813815734e-05,-0.01632900532680086,-0.01676994199104187,0.017330337128807823,0.00011216113314438092,0.00011229987860327855,3.7180445273539785e-07,9.967822989713089e-05,9.280245704009876e-05,7.424831840725581e-05,-6.55573651914558e-09,0.0730250598732169,0.13402026037335485
298,V10_max126,1.0,5,0.0,5.0479960778049285e-05,5.08028570301855e-05,1.063754865186149e-05,-0.016329061006998248,-0.016770869681909994,0.017329834283858297,0.00011216113710653306,0.00011229988279863556,3.718044539517599e-07,9.967821312700342e-05,9.280243567649576e-05,7.424830497990826e-05,-6.538966391661895e-09,0.0998280632159221,0.1317555092373077
299,V10_is_missing_mean5,1.0,5,0.0,5.04675736581861e-05,5.079204297708806e-05,1.0647492226325705e-05,-0.01632920508219211,-0.01676910089905248,0.017331364111145397,0.00011216113849633194,0.00011229988401311415,3.718046044974134e-07,9.967828538077305e-05,9.280251747091757e-05,7.424835145071327e-05,-6.611220161285099e-09,4.3443500125944066e-18,
300,V10_max63,1.0,5,0.0,5.0465724667758674e-05,5.0788966649450984e-05,1.0636430242424442e-05,-0.01632929614126528,-0.016771724349130324,0.01732973545641654,0.00011216113870326774,0.00011229988435860293,3.7180442704087934e-07,9.96782186574697e-05,9.280242773723495e-05,7.42482961701244e-05,-6.5444968579486475e-09,0.06875517614347909,0.07125502015808835
301,V10_max21,1.0,5,0.0,5.043947200946697e-05,5.076246760260528e-05,1.0633877256145234e-05,-0.016329698217902734,-0.016773459708775862,0.01732935325781947,0.00011216114164798066,0.00011229988733459398,3.718044493677412e-07,9.967822916837974e-05,9.280242422589654e-05,7.424829160972728e-05,-6.5550077679905635e-09,0.09304806599063728,0.0601264272691832
302,V10_max5,1.0,5,0.0,5.0419074341578886e-05,5.0741965912148856e-05,1.0632402720164548e-05,-0.01632987101564609,-0.01677418555234711,0.01732912060255985,0.00011216114393609197,0.00011229988963704839,3.718045204457662e-07,9.9678235795904e-05,9.280241684267321e-05,7.424830023261501e-05,-6.561635292251023e-09,0.1481990176871209,0.16706063064283536
303,V10,1.0,5,0.0,5.0418025024878685e-05,5.074064342724949e-05,1.0632261340677166e-05,-0.01632992382501248,-0.016774195984993634,0.017329090053831174,0.00011216114405360414,0.00011229988978557083,3.718044505584475e-07,9.96782372950838e-05,9.280243513757019e-05,7.424829205295197e-05,-6.563134472054217e-09,0.12967587628673818,0.13317012288786484
304,V10_is_missing,1.0,5,0.0,5.038159567698486e-05,5.070438838650215e-05,1.0629645391059e-05,-0.01633037756270008,-0.01677583190476617,0.01732864168073433,0.00011216114813995428,0.00011229989385721451,3.718045334179088e-07,9.967825603464451e-05,9.280243405760489e-05,7.424830284572401e-05,-6.581874032756296e-09,-3.571661839527356e-18,
305,V10_is_missing_min5,1.0,5,0.0,5.038159567698486e-05,5.070438838650215e-05,1.0629645391059e-05,-0.01633037756270008,-0.01677583190476617,0.01732864168073433,0.00011216114813995428,0.00011229989385721451,3.718045334179088e-07,9.967825603464451e-05,9.280243405760489e-05,7.424830284572401e-05,-6.581874032756296e-09,-3.571661839527356e-18,
306,V10_is_missing_min21,1.0,5,0.0,5.038159567698486e-05,5.070438838650215e-05,1.0629645391059e-05,-0.01633037756270008,-0.01677583190476617,0.01732864168073433,0.00011216114813995428,0.00011229989385721451,3.718045334179088e-07,9.967825603464451e-05,9.280243405760489e-05,7.424830284572401e-05,-6.581874032756296e-09,-3.571661839527356e-18,
307,V10_is_missing_min63,1.0,5,0.0,5.038159567698486e-05,5.070438838650215e-05,1.0629645391059e-05,-0.01633037756270008,-0.01677583190476617,0.01732864168073433,0.00011216114813995428,0.00011229989385721451,3.718045334179088e-07,9.967825603464451e-05,9.280243405760489e-05,7.424830284572401e-05,-6.581874032756296e-09,-3.571661839527356e-18,
